"","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"1998/9/9",0,2.7,8,0,0,23.9,0,37.2,0,0,0,0,0,0,0,0,0,0,2.7,0,5.3,0,0,2.7,0,0,0,0,0,0,0,0,34.6,0,0,0,380.3,0
"1998/10/7",0,8,8,0,0,23.9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,199.5,0,0,0,271.3,0
"1998/11/11",0,11.9,35.7,0,0,1.7,0,6.8,0,0,0,0,0,0,0,0,0,0,3.4,0,100.4,0,0,0,0,0,0,0,0,0,0,0,209.4,0,0,0,17,0
"1998/12/9",0,22.1,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.6,0,0,0,0,0,0,0,0,0,0,0,163.2,0,0,0,13.8,0
"1999/1/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.4,0,0,0,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0
"1999/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,0,0,76.6,0,0,0,0,0
"1999/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0.6,0
"1999/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0
"1999/5/12",0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,40.8,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,180.1,0
"1999/6/9",0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,121.7,0
"1999/7/7",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.1,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,27.2,0
"1999/8/11",0,6.4,14.7,0,0,68.9,0,90,0,0,0,0,0,0,0,0,0,0,49.1,0,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,81.7,0,0,0,197.2,0
"1999/9/8",0,41.5,40.9,0,0,151.3,0,26.2,5.1,0,0,0,0,0,0,0,0,0,6.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,141.1,0,0,0,329.4,0
"1999/10/13",0,53.8,15.2,1.2,0,30.4,0,7,0,0,0,0,19.9,0,0,4.7,0,0,7,0,1.2,16.4,0,0,0,0,0,0,0,0,0,0,156.8,0,18.7,0,88.9,0
"1999/11/10",0,42.4,40.4,0,0,12.1,0,1,1,0,0,2,43.5,0,0,73.8,0,0,39.4,0,0,248.6,0,0,0,0,0,0,0,0,0,0,59.6,0,60.6,0,44.5,0
"1999/12/8",0,33.4,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,2.1,560.9,0,0,0,0,0,0,0,0,0,0,155.3,0,48,0,21.9,0
"2000/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,0,0,0,0,0,0,0,0,0,0,62.2,0,23.4,0,0,0
"2000/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,3.6,0,18.7,0,0,0
"2000/3/8",1,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4.8,0,14.4,0,0,0
"2000/4/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.4,0
"2000/5/10",0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,9.9,0
"2000/6/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"2000/7/12",0,3.4,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,103.9,0
"2000/8/9",0,58.8,34.4,0.9,0,89.5,0,8.1,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,142,0,0,0,120.3,0
"2000/9/13",0,42.5,21.3,1.3,0,22.5,0,33.8,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,767.5,0
"2000/10/11",0,61,11.5,0,0,66,0,25.6,0,0,0,0,0,0,0,0,0,0,5.8,0,0,8.2,0,0,0,0,0,0,0,0,0,0,181.4,0,0,0,139.3,0
"2000/11/8",0,11.1,16.2,0,0,34.2,0,20.8,0,0,0,0,0,0,0,0,0,0,11.6,0,4.6,211,0,0,0,0,0,0,0,0,0,0,54.1,0,0,0,25.9,0
"2000/12/13",0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3,0,0,0,0,0,0,0,0,0,0,39.1,0,0,0,14.7,0
"2001/1/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,35.1,0,0,0,0,0
"2001/2/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0
"2001/3/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0
"2001/4/11",0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,4.1,0,0.5,0,0,0
"2001/5/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4.5,0
"2001/6/13",0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,17.4,0
"2001/7/11",0,0,2.2,0,0,1.2,0,2.2,0,0,0,0,0,0,0,0,0,0,2.1,0,0,11.1,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,13.2,0
"2001/8/8",0,13.2,0,0,0,1.6,0,0.5,0,0,0,0,0,0,0,0,0,0,26.4,0,0,263.8,0,6.6,0,0,0,0,0,0,0,0,145.1,0,0,0,131.9,0
"2001/9/12",0,74,7.8,0,1.1,47.7,0,5.5,0,0,0,0,55.5,0,0,0,0,0,6.2,0,6.2,444.3,0,12.3,0,0,0,0,0,0,0,0,86.4,0,0,0,246.8,0
"2001/10/11",0,98.6,96.3,0,2.4,56.1,0,13.4,0,1.2,0,0,32.9,0,0,0,0,0,0,0,0,339.7,0,0,0,0,0,0,0,0,0,0,536.9,0,131.5,0,569.8,0
"2001/11/7",0,18.7,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,158.8,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,65.5,0
"2001/12/12",0,4.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,7,0
"2002/1/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
"2002/2/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/3/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/4/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/5/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0
"2002/6/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0
"2002/7/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0
"2002/8/7",0,174.5,11.3,25.5,0,28.9,0,7.3,0,0,0,0,0,0,0,0,0,0,2.2,19.7,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,83,0
"2002/9/11",1.2,117,9.4,4.3,0,21.1,0,45.6,0,0,0,0,2.1,0,0,0,0,0,0,1.2,0,2.1,0,0,0,0,0,0,0,0,0,0,29.8,0,4.3,0,93.6,0
"2002/10/9",0,10.9,14.9,0,0,11.7,0,12.8,0,0,0,1.1,12.7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34.4,0,5.4,0,36.2,0
"2002/11/13",0,41,24.6,0,0,9.4,0,7,0,0,0,0,17.6,0,0,0,0,0,1.2,0,17.6,146.3,0,11.7,0,0,0,0,0,0,0,0,17.6,0,152.1,0,29.3,0
"2002/12/11",0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.7,0,0,0,0,0,0,0,0,0,0,5.9,0,579.3,0,5.9,0
"2003/1/8",0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,10.5,0,224.7,0,0,0
"2003/2/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0
"2003/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0
"2003/4/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0
"2003/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,66.9,0,0,0,49.5,0
"2003/6/11",0,145.1,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,215.3,0
"2003/7/9",0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,57.7,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,14.2,0
"2003/8/13",0,45.9,3.7,5.7,0,0,0,0,3.8,0,0,0,0,0,53.5,0,0,0,0,1.9,24.8,158.7,0,2,0,0,0,0,0,0,0,0,53.8,0,0,0,5.7,0
"2003/9/10",1.3,7.9,25.5,5.1,0,2.6,0,12.8,0,0,0,0,7.9,0,31.5,0,0,0,0,1.3,0,15.7,0,0,0,0,0,0,0,0,0,0,153.5,0,35.7,0,23,0
"2003/10/8",0,8.9,13.4,6.7,0,4.5,0,4.5,0,0,0,0,31.3,0,6.7,0,0,0,0,0,0,151.9,0,0,0,0,0,0,0,0,0,0,17.9,0,2.2,0,20.1,0
"2003/11/12",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,0
"2003/12/10",0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,3.4,0
"2004/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0
"2004/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/4/7",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/5/12",0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
"2004/6/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/7/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/8/11",0,4.7,0,0,0,0,0,0,105.3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,2.3,0,0,0,0,0,0,0,0,330,0,0,0,84.3,0
"2004/9/9",0,0,0,29.8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,89.4,25.5,38.3,0,38.3,0,0,0,0,0,0,0,0,493.6,4.3,242.6,0,183,0
"2004/10/14",0,5.5,0,1.4,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,6.9,15.2,0,2.8,0,0,0,0,0,1.4,0,0,13.8,0,1.4,0,23.5,0
"2004/11/10",0,12.8,31.9,6.4,0,3.2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22.3,166,0,3.2,0,0,0,0,0,0,0,0,47.9,0,0,0,73.4,0
"2004/12/8",0,3.2,25.5,0,0,130.9,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,51.1,67,0,0,0,0,0,0,0,0,3.2,0,848.9,0,0,0,19.1,0
"2005/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"2005/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0
"2005/3/9",0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,8.9,0,0.6,0,0,0,0,0,0,3.2,0,2,0,0,0,0,0
"2005/4/13",0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0
"2005/5/11",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.6,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,353,0
"2005/6/8",0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,266.6,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,213,0
"2005/7/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,1.7,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,1.1,0
"2005/8/10",0,2.1,0,2.1,0,136.2,0,8.5,2.1,0,0,0,0,0,0,0,0,0,34,12.8,0,4.3,0,8.5,0,0,0,0,0,0,0,0,31.9,0,0,0,14.9,0
"2005/9/8",0,20.9,95.3,3,0,122.1,0,6,0,0,0,0,0,0,53.6,0,0,0,8.9,0,0,3,0,0,0,0,0,0,0,0,0,0,274,0,0,0,77.4,0
"2005/10/12",0,10.6,13.3,2.7,0,26.6,0,47.9,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,37.2,0,0,0,0,0,0,0,0,0,0,154.3,0,2.7,0,77.1,0
"2005/11/9",0,76.6,86.2,0,0,23.9,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,4.8,119.7,0,0,0,0,0,0,0,0,0,0,177.1,0,0,0,248.9,0
"2005/12/7",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,74.5,0
"2006/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,0,0,1.2,0,33.9,0,0,0,0,0
"2006/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,0,1.1,0,0,0,0,0,0,1.1,0,14.9,0,0,0,0,0
"2006/3/8",0,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,1.2,0,2.3,0,0,0,0,0
"2006/4/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0
"2006/5/10",0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,11.9,0
"2006/6/7",0,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,245.7,0
"2006/7/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,102.3,0,1.4,0,0,0,0,0,0,0,0,13.8,0,0,0,8.3,0
"2006/8/9",0,0,39.9,0,0,79.8,0,8,0,0,0,0,0,0,55.9,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,252.7,0,5.3,0,127.7,0
"2006/9/13",6.4,12.8,4.3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,0,0,0,172.3,0
"2006/10/11",0,4.3,23.4,0,0,31.9,0,8.5,0,0,0,0,0,0,0,0,0,0,6.4,0,0,46.8,0,0,4.3,0,0,0,0,0,0,0,117,4.3,0,0,427.7,0
"2006/11/8",0,102.1,16,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,6.4,481.9,0,0,0,0,0,0,0,0,0,0,73.4,0,0,0,153.2,0
"2006/12/13",0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,16.6,0
"2007/1/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2007/2/7",0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
"2007/3/7",0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/4/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,16,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0
"2007/5/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.2,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,226.6,0
"2007/6/13",0,66.3,0,47.3,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.2,0,0,0,0,0,0,66.3,0,0,0,378.7,0,795.3,0,1069.9,0
"2007/7/11",0,9.6,0,0,0,3.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,188.3,0,0,0,0,0,0,0,0,0,0,118.1,0,0,0,169.1,0
"2007/8/8",0,7.4,33.5,0,0,234.6,0,0,0,0,0,0,14.9,0,0,0,0,0,7.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,163.8,0,26.1,0,893.6,0
"2007/10/10",12.8,44.7,5.7,0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.2,0,6.4,0,0,0,0,6.4,0,0,0,178.7,0,44.7,0,178.7,0
"2007/11/7",0,29.3,25.7,0,0,57.3,0,1.2,0,0,0,0,5.3,0,0,29.3,0,0,0,0,0,186.2,0,0,0,0,0,0,2.7,0,0,0,18.6,0,10.6,0,85.1,0
"2007/12/12",0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,0,0,0,0,0,0,0,0,0,0,6.4,0,40.4,0,29.8,0
"2008/1/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.7,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0
"2008/2/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.6,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0
"2008/3/12",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,137.2,0,1.1,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0
"2008/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,947.9,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,57.4,0
"2008/6/11",0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.4,0,0,0,0,0,0,0,0,0,0,242,0,0,0,406.6,0
"2008/7/9",0,0,70.9,0,0,130.2,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,3.8,0
"2008/8/6",0,3.8,1,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,16.3,0,0,0,0,0,0,0,0,0,0,109.1,0,0,0,34.5,0
"2008/9/10",0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,43.4,0,0,0,2.6,0,0,114.9,0,10.2,0,0,0,0,0,0,0,0,178.7,0,0,0,15.3,0
"2008/10/8",0,0,102.8,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,0,0,0,0,0,0,0,0,0,0,66.1,0,0,0,73.4,0
"2008/11/12",0,4.3,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,0,0,0,0,0,0,0,0,0,0,85.1,0,0,0,51.1,0
"2008/12/10",0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,1,0
"2009/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,30.4,0,0,0,0,0,0,0,0,0,0,94.8,0,0,0,0,0
"2009/2/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,15.5,0,0,0,0,0,0,0,0,0,0,26.1,0,0,0,0,0
"2009/3/12",0,0,0,0.9,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.3,0,2.1,11.8,0,0,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0
"2009/4/8",0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,2.7,35.2,0.7,0,0,0,0,0,0,0,0,0,65.1,0,0,0,0,0
"2009/5/13",0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1039.1,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,43.4,0
"2009/6/10",0,6.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,553.2,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,10.6,0
"2009/8/12",0,0,0,0,0,1.5,0,0,4,0,0,0,0,0,27.6,334.6,0,0,7.9,0,9.6,223.8,0,76,0,0,0,0,0,0,0,0,55.5,0,0,0,231.1,0
"2009/9/9",0,3.4,0,0,0,5.1,0,0,1.7,0,0,0,10.5,0,11.5,11.5,0,0,0,0,1.7,206,0,10.2,0,0,0,0,0,0,0,0,30.6,0,0,0,66.1,0
"2009/10/7",0,2.6,14,0,0,7.7,0,6.4,1.3,0,0,0,1.3,0,1.3,5.1,0,0,0,0,0,187.7,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,10.2,0
"2009/11/11",0,11.5,58.4,0,0,17.2,0,7.7,0,0,0,0,1.7,0,11.9,39.1,0,0,31.6,0,1,57.4,0,0,0,0,0,0,0,0,0,0,68,0,0,0,18.2,0
"2009/12/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,11.7,0,11.7,596.8,0,0,0,0,0,0,0,0,0,0,286.7,0,11.7,0,17.6,0
"2010/1/14",0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,108.5,1.3,0,0,0,0,0,0,0,0,0,60,0,3.8,0,0,0
"2010/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1,47.9,0,0,0,0,0,0,0,0,0,0,97.7,0,2.9,0,0,0
"2010/3/10",0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,1.4,0,0,99.6,0,0,0,0,0,0,0,0,0,0,36,0,9.7,0,0,0
"2010/4/7",0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,5.3,158.5,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0
"2010/5/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,1066.8,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,29.4,0
"2010/6/9",0,21.8,21.8,0,0,8.7,0,0,0,0,0,0,0,0,0,26.2,0,0,8.7,0,4.4,859.3,0,0,0,0,0,0,0,0,0,0,52.3,0,0,0,87.2,0
"2010/7/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.5,0
"2010/8/18",0,0,40.2,0,0,58.1,0,0,0,0,0,0,0,0,8.9,49.1,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,192.1,0,4.5,0,330.6,0
"2010/9/8",0,13.4,11.2,0,0,15.6,0,0,0,0,0,0,6.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4,0,0,0,118.4,0
"2010/10/13",0,6.4,27.7,0,0,12.8,0,0,0,0,0,0,8.5,0,0,0,0,0,2.1,0,2.1,48.9,0,2.1,0,0,0,0,0,0,0,0,197.9,0,0,0,100,0
"2010/11/10",0,4.7,52.7,0,0,1.2,0,2.3,0,0,0,0,0,0,0,5.9,0,0,1.2,0,4.7,22.2,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,5.9,0
"2010/12/8",0,0,25.9,0,0,198.2,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,201.1,0,0,0,0,0,0,0,0,0,0,499.8,0,14.4,0,0,0
"2011/1/12",0,0,0,0,0,236.8,0,0,0,0,0,0,0,0,0,31.3,0,0,0,0,0,268.1,0,0,0,0,0,0,0,0,0,0,1041.1,0,13.4,0,0,0
