"","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"1987/8/5",0,0,0,0,0,18.5,0,0,1,0,0,0,0,0,0,0,2,0,1.5,0,20.5,0,0,53,1.5,0,0,0,0,0,0,0,94,13.5,0,0,20.5,0
"1987/9/9",0,0,4,1,0,116,0,1,1,0,0,0,0,0,1,0,20,0,48,0,765,0,0,185,129,0,0,0,0,0,0,0,166,206,0,0,49,0
"1987/10/14",0,1,0,2.3,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0,7.5,0,100.5,0,0,29,2.3,0,0,0,0,0,0,0,66.5,8.8,0,0,41.3,0
"1987/11/11",0,0,6.8,0,0,50,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0
"1987/12/9",0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,1,0,0,0,0,0,0,0,0,139,0,0.3,0,0.3,0
"1988/1/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,117.5,0,0,0,0,0
"1988/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0.3,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0
"1988/3/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0
"1988/6/8",0,0,3,0,0,58.3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/7/13",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,362,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,11,0
"1988/8/10",0,0,36,0,0,117,0,0,0,0,0,0,0,0,0,0,1,0,144,1,53,0,0,9,0,0,0,0,0,0,0,0,37,0,0,0,21,0
"1988/9/14",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,17,0,276,0,0,11,3.5,0,0,0,0,0,0,0,183,84,9,0,68,0
"1988/10/12",0,0,13,0,0,11.5,0,0,0,0,0,0,0,0,0,0,15,0,36.5,4,97.5,0,0,17.5,0,0,0,0,0,0,0,0,216,8.5,6.5,0,129,0
"1988/11/9",0,0,2,0,0,37,0,3,0,0,0,0,0,0,0,0,0.5,0,37.5,0,367.5,0,0,7,0,0,0,0,0,0,0,0,222,30.5,0.5,0,37,0
"1988/12/7",0,1,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,7,0,0,0,0,0,0,0,0,258,1,4.5,0,2.5,0
"1989/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1989/2/8",0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,3,0,0,0,0.5,0,15.5,0,0.3,0,0,0,0,0,0,0,0,0,36.3,0,0.5,0,0.3,0
"1989/4/12",0,0,0,0.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,145.5,0,0,0,0,0
"1989/5/10",0,0,1,0,0,0.8,0,0,0.3,0,0,0.8,0,0,13.5,0,0,0,0,0,171.8,0,0,0.3,0,0,0,0,0,0,0,0,60.8,0,0.3,0,11.5,0
"1989/6/14",0,8.5,0,1.5,0,5.5,0,1,0.5,0,0,0,0,0,84.5,0,0,0,0.5,0,273.5,0,0,0,0,0,0,0,0,0,0,0,154.5,0,1,0,32,0
"1989/7/12",0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,102,4,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"1989/8/9",0,0,0,0,0,49.5,0,0.5,0,0,0,0,0,0,0,0,59.5,0,80,0,18.5,0,0,2.5,0,0,0,0,0,0,0,0,0,5.5,0,0,45,0
"1989/10/11",0,0,2,0,0,2,0,3,1,0,0,0,0,0,1,0,4,0,35,4,127,0,0,7,1,0,0,0,0,0,0,0,61,288,0,0,39,0
"1989/12/13",0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,177,0,0,13,0,0,0,0,0,0,0,0,57,3,0,0,6,0
"1990/1/10",0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,6,0,12,0,0,0
"1990/2/7",0,588,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,6,5,0,0,0
"1990/3/14",0,32,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,120,1,19,0,0,0
"1990/4/11",0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,118,199,23,0,0,0
"1990/5/9",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,110,49,0,0,20,0
"1990/6/13",0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,461,0,0,0,0,0,0,0,0,0,0,0,692,2,2,0,83,0
"1990/7/11",0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,5,0,6,0,435,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,162,0
"1990/8/8",0,0,0,0,126,13,0,0,0,0,0,0,0,0,0,0,18,0,160,4,38,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,556,0
"1990/9/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,38,90,0,0,14,26,0,0,0,0,0,0,0,180,76,0,0,164,0
"1990/11/7",0,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,323,0,0,7,0,0,0,0,0,0,0,0,98,15,0,0,70,0
"1990/12/12",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,75,2,0,0,8,0
"1991/1/9",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,2,0
"1991/2/6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"1991/3/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"1991/4/10",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.5,0,0,0,0,0,0,0,0,118,0,64,0,0.5,0
"1991/5/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32,0
"1991/6/12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,7,0
"1991/7/10",0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0
"1991/8/7",0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,186,0
"1991/9/11",0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,99,0,306,0,0,83,0,0,0,0,0,0,0,0,124,389,0,0,249,0
"1991/10/9",0,36,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,194,2,0,0,84,0
"1991/11/13",0,1,18,1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,8,0,164,0,0,41,0,0,0,0,0,0,0,0,467,2,4,0,16,0
"1991/12/11",0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,126,0,0,7,0,0,0,0,0,0,0,0,307,0.5,3,0,2,0
"1992/1/8",0,0.5,3,9,0,1,0,0,0,0,0,0,0,0,5,0,0,0,109.5,0,331.5,0,0,18.5,0,0,0,0,0,0,0,0,74,3,22,0,0,0
"1992/2/5",0,0,0,10,0,7,0,0,0,0,0,0,0,0,2,0,0,0,68,0,72,0,0,80,0,0,0,0,0,0,0,0,35,0,8,0,0,0
"1992/3/11",0,0,0,13,0,11,0,0,0,0,0,0,0,0,9,0,0,0,77,0,36,0,0,39,0,0,0,0,0,0,0,0,51,0,6,0,0,0
"1992/4/8",0,0,1,16.5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,249.5,0,110.5,0,0,26.5,0,0,0,0,0,0,0,0,9.5,4,0,0,1.5,0
"1992/5/6",0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,13,0,606,0,0,0,0,0,0,0,0,0,0,0,75,487,6,0,7,0
"1992/6/10",0,0,184,5,0,0,0,0,0,0,0,0,0,0,861,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1389,8,0,0,1,0
"1992/7/8",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,10,0,0,0,0,0,0,0,0,14,2,0,0,1044,0
"1992/8/5",0,0,4,0,0,80,0,0,0,0,0,0,0,0,0,0,20,0,84,0,38,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,412,0
"1992/9/9",0,4,0,14,0,6,0,2,0,0,0,0,0,0,4,0,0,0,146,0,944,0,0,64,16,0,0,0,0,0,0,0,66,96,0,0,616,0
"1992/10/7",0,2,0,2,0,136,0,0,0,0,0,0,0,0,4,0,0,0,156,0,1276,0,0,28,18,0,0,0,0,0,0,0,468,28,0,0,706,0
"1992/11/11",0,16,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,13,0,358,0,0,7,0,0,0,0,0,0,0,0,1804,1,0,0,76,0
"1992/12/9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0.5,0,132,0,0,5,0,0,0,0,0,0,0,0,194,10.5,0,0,20,0
"1993/1/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"1993/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,2.5,0,0,0,0,0,0,0,22.5,0,0,0,0,0
"1993/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"1993/4/7",0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"1993/5/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0
"1993/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,87.5,0
"1993/7/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/8/11",0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,97.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,22.5,0
"1993/9/8",0,0,12.5,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,87.5,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,0,335,0
"1993/10/6",0,0,35,5,0,27.5,0,0,2.5,0,0,0,0,0,52.5,0,0,0,32.5,0,27.5,0,0,0,0,0,0,0,0,0,0,0,592.5,0,0,0,540,0
"1993/11/10",0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,1717.5,0,0,0,85,0
"1993/12/8",0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,40.6,0
"1994/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,3.1,0,93.8,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0
"1994/2/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
"1994/3/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0
"1994/4/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/5/11",0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,3.8,0,360,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,0,15,0
"1994/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,667.5,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,175,0
"1994/8/10",0,0,6.3,0,0,193.8,0,18.8,0,0,0,0,0,0,0,0,0,0,206.3,0,68.8,0,0,37.5,0,0,0,0,0,0,0,0,1475,0,0,0,2500,0
"1994/9/7",0,0,35,0,0,1125,0,110,15,0,0,0,0,0,0,0,0,0,40,5,850,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,1360,0
"1994/10/12",0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,5,0,20,0,105,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,115,0
"1994/11/9",0,0,95,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,267.5,0,0,0,0,0,0,0,0,0,0,0,412.5,0,0,0,30,0
"1994/12/7",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"1995/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0
"1995/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/3/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0
"1995/4/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0
"1995/5/10",0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,292.5,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
"1995/6/7",0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,462.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,2.5,0
"1995/7/12",0,0,50,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,84.4,0,0,0,0,0,0,0,0,0,0,0,71.9,0,0,0,1350,0
"1995/8/9",0,0,3.1,0,0,146.9,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,3.1,0,0,0,0,0,0,0,0,0,0,0,359.4,0,0,0,700,0
"1995/9/6",0,0,25,0,0,34.4,0,0,0,0,0,0,0,0,15.6,0,0,0,56.3,0,31.3,0,0,0,0,0,0,0,0,0,0,0,431.3,0,0,0,568.8,0
"1995/10/4",0,0,90.6,0,0,59.4,0,0,0,0,0,0,0,0,37.5,0,0,0,28.1,0,481.3,0,0,0,0,0,0,0,0,0,0,0,409.4,0,0,0,228.1,0
"1995/11/8",0,0,43.8,0,0,59.4,0,0,0,0,0,0,0,0,3.1,0,0,0,15.6,0,40.6,0,0,0,0,0,0,0,0,0,0,0,446.9,0,0,0,31.3,0
"1995/12/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0.7,0
"1996/5/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.3,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,1,0
"1996/6/12",0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.6,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,188.9,0
"1996/8/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,0,109.1,0,6.1,12.1,0,0,0,0,0,0,0,0,830.7,0,0,0,1206.7,0
"1996/9/11",0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1754.5,0,0,8.9,0,0,0,0,0,0,0,0,165.3,0,0,0,348.5,0
"1996/10/8",0,88.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,397.6,0,6.9,6.9,0,0,0,0,0,0,0,0,331.9,0,0,0,459.8,0
"1996/11/6",0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.5,0,0,3.9,0,0,0,0,0,0,0,0,102.9,0,0,0,83.5,0
"1996/12/11",0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,0,0,0,0,0,0,0,0,0,0,0,72.8,0,0,0,15.1,0
"1997/1/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0
"1997/2/12",0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0
"1997/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"1997/4/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18.9,0
"1997/6/11",0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.2,0,0,0,0,0,0,0,0,0,0,0,123.1,0,0,0,59.6,0
"1997/7/9",0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,111.2,0
"1997/8/6",0,2.1,443.7,0,0,249.6,0,4.3,0,0,0,0,0,0,0,0,0,0,29.8,0,6.4,0,0,0,0,0,0,0,0,0,0,0,170.2,0,0,0,740.4,0
"1997/9/10",0,0,36.3,0,0,80.7,0,4.7,0,0,0,0,0,0,0,0,0,0,57.4,0,134,0,0,0,0,0,0,0,0,0,0,0,507.4,0,0,0,603.2,0
"1997/10/8",0,14,6.8,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,361.6,0,3.5,0,0,0,0,0,0,0,0,0,119.4,0,0,0,414.3,0
"1997/11/12",0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,198.8,0,2.2,0,0,0,0,0,0,0,0,0,89.4,0,0,0,64.8,0
"1997/12/10",0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0
"1998/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/2/12",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/3/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/4/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
"1998/5/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0
"1998/6/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,193.6,0
"1998/7/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,0,0,0,0,0,0,0,0,0,0,0,171.9,0,0,0,166.8,0
"1998/8/12",0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,20.1,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,574.5,0
