,TN,TP,Algae,Cyanobacteria,Rotifer,Cladocera,Copepod
64,0.475,0.01,0,0.083333333,0.097902098,0.428571429,0.5
65,0.086,0.013,0.15,0,0.297619048,0,0.5
66,0.146,0.059,0.089285714,0,0.197802198,0.133333333,0.666666667
67,0.305,0.049,0.428571429,0,0.727272727,0.75,0.666666667
68,0.476,0.047,0.166666667,0,0.818181818,0.75,0.666666667
69,0.745,0.03,0.166666667,0,0.454545455,0,0.5
70,1.116,0.014,0.083333333,0,0.636363636,0.133333333,0.5
71,1.435,0.035,0.092307692,0,0.192307692,0,0.5
72,0.835,0.03,0,0.222222222,0.297619048,0.75,0.5
73,0.086,0.217,0,0.19047619,0.454545455,0.75,0.5
74,0.385,0.141,0.25,0.083333333,0.097902098,0.1,0.5
75,0.69,0.018,0,0,0.138461538,0.1,0.5
76,1.094,0.024,0.055555556,0,0,0.1,0.5
77,1.519,0.117,0.428571429,0,0.133333333,0.133333333,0.5
78,0.072,0.069,0,0,0,0.033333333,0.666666667
79,0.039,0.064,0.055555556,0,0.272727273,0.75,0.666666667
80,0.1,0.035,0,0,0.272727273,0.133333333,0.666666667
81,0.427,0.028,0,0,0.133333333,0.133333333,0.666666667
82,0.783,0.014,0.416666667,0,0.133333333,0.1,0.666666667
83,0.822,0.052,0.25,0,0.194444444,0.133333333,0.5
84,1.039,0.033,0.138888889,0.133333333,0.25,0.5,0.666666667
85,0.57,0.109,0.857142857,0.133333333,0.138461538,0.5,0.5
86,0.75,0.042,0.101010101,0.19047619,0.049450549,0.5,0.5
87,0.566,0.061,0.288461538,0.133333333,0,0,0.5
88,0.312,0.022,0.089285714,0.083333333,0.051282051,0,0.5
89,0.208,0.008,0.25,0,0.138461538,0.133333333,0.5
90,0.076,0.04,0.092307692,0,0.818181818,0.133333333,0.666666667
91,0.467,0.022,0.133333333,0.083333333,0.333333333,0,0.5
92,0.456,0.018,0.036363636,0.166666667,0.818181818,0.133333333,0.666666667
93,0.464,0.052,0.114285714,0.166666667,0.727272727,0,0.5
94,0.958,0.015,0.321428571,0,0.818181818,0,0.666666667
95,1.01,0.046,0.170940171,0,0.727272727,0,0.5
96,0.745,0.009,0.321428571,0.166666667,0,0,0
97,0.086,0.056,0.204545455,0,0.545454545,0.133333333,0.5
98,0.262,0.018,0.089285714,0.5,0.454545455,0.1,0.5
99,0.365,0.005,0.321428571,0,0.133333333,0.1,0.5
100,0.391,0.002,0.25,0.5,0.545454545,0.1,0.5
101,0.31,0.042,0.170940171,0,0.636363636,0.133333333,0.5
102,0.576,0.066,0.328282828,0.133333333,0.636363636,0.75,0.666666667
103,0.826,0.017,0.218181818,0.19047619,0.818181818,0.133333333,0.5
104,0.67,0.031,0.5,0.133333333,0.818181818,0.75,0.666666667
105,0.112,0.011,0.464285714,0.75,0.909090909,0.133333333,0.833333333
106,1.097,0.016,0.036363636,0.133333333,0.333333333,0,0.666666667
107,1.055,0.03,0.15,0.208333333,0.636363636,0.75,0.5
108,0.882,0.253,0.05,0,0.272727273,0.5,0.5
109,0.917,0.109,0,0,0.097902098,0.5,0.666666667
110,0.712,0.026,0.204545455,0,0.297619048,0.1,0.5
111,0.813,0.017,0.666666667,0.818181818,0.454545455,0,0.5
112,0.926,0.003,0.363636364,0.166666667,0.727272727,0.5,0.5
113,0.638,0.022,0.328282828,0.75,0.909090909,0.033333333,0.666666667
114,0.704,0.018,0.434210526,0.19047619,0,0,0
115,0.817,0.029,0.55,0.75,0.818181818,0.133333333,0.5
116,0.569,0.009,0.5,0.208333333,0.909090909,0.133333333,0.666666667
117,0.708,0.008,0.65,0.8,0.35,0.133333333,0.666666667
118,0.485,0.019,0.489130435,0.256410256,0.545454545,0.1,0.5
119,0.724,0.003,0.355555556,0.857142857,0.454545455,0.5,0.5
120,0.943,0.083,0.338164251,0.256410256,0.454545455,0.5,0.5
121,0.66,0.063,0.292397661,0.833333333,0.363636364,0.1,0.5
122,0.801,0.013,0.477272727,0.833333333,0.363636364,0.1,0.5
123,0.666,0.008,0.51,0.833333333,0.363636364,0.1,0.5
124,0.706,0.01,0.543103448,0.833333333,0,0,0
125,0.514,0.013,0.489130435,0.818181818,0.727272727,0.133333333,0.214285714
126,0.926,0.013,0.51,0.818181818,0.636363636,0.133333333,0.214285714
127,0.901,0.024,0.218181818,0.261904762,0.35,0.133333333,0.171428571
128,0.914,0.078,0.092307692,0.256410256,0.297619048,0.75,0.214285714
129,0.709,0.025,0.37037037,0.846153846,0.297619048,0.133333333,0.053571429
130,0.422,0.001,0.363247863,0.866666667,0.170940171,0.5,0.053571429
131,0.786,0.02,0.568181818,0.875,0.333333333,0.5,0.053571429
132,0.666,0.012,0.568181818,0.857142857,0.35,0,0.053571429
133,0.598,0.021,0.527777778,0.833333333,0.818181818,0,0.214285714
134,0.389,0.054,0.72,0.25,0.197802198,0,0.214285714
135,0.491,0.056,0.489130435,0,0.818181818,0,0.214285714
136,0.72,0.045,0.527777778,0.25,0.909090909,0,0.214285714
137,0.682,0.041,0.740740741,0.261904762,0.727272727,0,0.214285714
138,0.814,0.063,0.535714286,0.818181818,0.35,0.033333333,0.053571429
139,0.842,0.063,0.328282828,0.25,0.545454545,0.75,0.171428571
140,0.845,0.08,0.51,0.261904762,0.194444444,0.133333333,0.171428571
141,1.034,0.012,0.363247863,0.266666667,0.363636364,0,0.214285714
142,0.961,0.009,0.404040404,0.866666667,0.138461538,0,0.053571429
143,1.111,0.026,0.5625,0.875,0.192307692,0.133333333,0.053571429
144,0.952,0.001,0.543103448,0.857142857,0.333333333,0,0.053571429
145,0.936,0.009,0.5625,0.833333333,0,0,0.214285714
146,0.51,0.008,0.556451613,0.233333333,0.909090909,0,0.214285714
147,0.513,0.035,0.535714286,0.818181818,0,0,0.214285714
148,0.799,0.022,0.568181818,0.777777778,0.909090909,0,0.666666667
149,0.323,0.099,0.543103448,0.256410256,0.909090909,0,0.666666667
150,0.61,0.083,0.55,0.857142857,0.818181818,0,0.214285714
151,0.565,0.078,0.222222222,0.256410256,0.727272727,0.75,0.053571429
152,0.88,0.071,0.35,0.261904762,0.545454545,0.133333333,0.053571429
153,0.404,0.012,0.338164251,0.846153846,0.133333333,0.1,0.053571429
154,0.329,0.023,0.535714286,0.833333333,0.25,0.1,0.053571429
155,0.275,0.025,0.535714286,0.833333333,0.194444444,0,0.171428571
156,0.169,0.032,0.355555556,0.222222222,0.333333333,0.133333333,0.083333333
157,0.48,0.049,0.556451613,0.222222222,0.818181818,0,0.214285714
158,0.801,0.037,0.270967742,0.222222222,0.818181818,0,0.214285714
159,0.689,0.045,0.388888889,0.208333333,0.727272727,0,0.214285714
160,0.916,0.039,0.5625,0.233333333,0.25,0,0.214285714
161,0.87,0.075,0.5625,0.242424242,0.197802198,0,0.171428571
162,1.319,0.007,0.5625,0.261904762,0.179487179,0.75,0.053571429
163,0.882,0.035,0.573529412,0.261904762,0.197802198,0.75,0.214285714
164,1,0.071,0.275,0.833333333,0.038461538,0,0.053571429
165,1.013,0.017,0.412698413,0.846153846,0.071428571,0,0.053571429
166,1.246,0.01,0.578571429,0.833333333,0.092307692,0.1,0.053571429
167,1.248,0.025,0.578571429,0.833333333,0.054901961,0,0.053571429
168,0.812,0.032,0.573529412,0.818181818,0.097402597,0.5,0.053571429
169,0.795,0.017,0.592105263,0.818181818,0.333333333,0,0.214285714
170,0.813,0.052,0.291891892,0.25,0.333333333,0,0.214285714
171,0.822,0.046,0.592105263,0.846153846,0.119047619,0,0.214285714
172,0.679,0.113,0.607142857,0.233333333,0.333333333,0,0.214285714
173,1.106,0.025,0.587837838,0.222222222,0.179487179,0,0.214285714
174,0.991,0.05,0.543103448,0.208333333,0.25,0,0.5
175,0.842,0.048,0.394265233,0.233333333,0.197802198,0.75,0.053571429
176,1.329,0.051,0.376984127,0.208333333,0.097902098,0.133333333,0.171428571
177,1.061,0.086,0.527777778,0.242424242,0.133333333,0.133333333,0.053571429
178,0.839,0.001,0.568181818,0.256410256,0.138461538,0.1,0.053571429
179,0.75,0.007,0.568181818,0.256410256,0.097902098,0.1,0.053571429
180,0.372,0.01,0.5625,0,0.179487179,0.75,0.214285714
181,0.488,0.022,0.573529412,0.242424242,0.25,0,0.214285714
182,0.293,0.014,0.578571429,0,0.25,0,0.214285714
183,0.579,0.007,0.5625,0,0.25,0,0.214285714
184,0.784,0.038,0.262068966,0,0.197802198,0,0.214285714
185,1.159,0.057,0.55,0,0.333333333,0,0.214285714
186,1.313,0.047,0.394265233,0.242424242,0.179487179,0.75,0.053571429
187,0.916,0.103,0.262068966,0.208333333,0.25,0.75,0.053571429
188,1.004,0.104,0.233333333,0.233333333,0.138461538,0.133333333,0.053571429
189,0.932,0.102,0.164705882,0.233333333,0.038095238,0,0.053571429
190,0.357,0.034,0.75862069,0.25,0,0,0.171428571
191,0.223,0.012,0.399305556,0.242424242,0.107142857,0.133333333,0.053571429
192,0.069,0.02,0.55,0.256410256,0.197802198,0,0.083333333
193,0.108,0.076,0.573529412,0,0.25,0,0.214285714
194,0.243,0.037,0.543103448,0,0.25,0,0.214285714
195,0.448,0.045,0.556451613,0,0,0,0.214285714
196,0.948,0.029,0.5625,0,0,0,0.5
197,1.212,0.032,0.55,0,0.909090909,0,0.5
198,0.944,0.096,0.383141762,0,0.909090909,0,0.666666667
199,1.152,0.076,0.408496732,0.777777778,0.909090909,0.75,0.095238095
200,1.161,0.009,0.304761905,0.75,0.097902098,0.133333333,0.5
201,1.225,0.029,0.583333333,0.8,0.029166667,0,0.5
202,0.772,0.01,0.815789474,0,0.028571429,0.1,0.171428571
203,0.402,0.001,0.578571429,0.242424242,0.049450549,0.133333333,0.095238095
204,0.768,0.02,0.439276486,0,0.197802198,0,0.333333333
205,0.632,0.029,0.383141762,0.166666667,0.179487179,0,0.5
206,0.414,0.015,0.416666667,0.083333333,0.25,0,0.5
207,0.635,0.004,0.416666667,0.166666667,0.25,0,0.5
208,0.725,0.042,0.527777778,0,0.909090909,0,0.5
209,0.767,0.034,0.556451613,0,0.333333333,0,0.095238095
210,1.041,0.085,0.578571429,0.166666667,0.197802198,0.033333333,0
211,0.85,0.087,0.42042042,0.166666667,0.197802198,0.75,0.333333333
212,0.693,0.034,0.338164251,0.083333333,0,0.133333333,0.333333333
213,0.545,0,0.430555556,0,0.071428571,0,0.095238095
214,0.147,0.112,0.305555556,0.083333333,0,0,0.095238095
215,0.927,0.009,0.261437908,0,0.179487179,0.75,0
216,0.869,0,0.347222222,0,0.179487179,0,0
217,0.863,0.029,0.376984127,0.5,0,0,0.333333333
218,1.051,0.005,0.251851852,0,0.25,0,0.5
219,0.737,0.055,0.399305556,0,0,0,0.5
220,0.558,0.067,0.266666667,0,0,0.75,0.5
221,1.152,0.052,0.275,0,0.123076923,0,0.214285714
222,1.175,0.037,0.427350427,0,0,0,0
223,1.363,0.012,0.535714286,0,0,0.75,0.095238095
224,0.601,0.025,0.535714286,0.166666667,0.066666667,0.1,0.095238095
225,1.006,0.068,0.592105263,0.083333333,0.028571429,0,0.095238095
226,0.455,0.035,0.578571429,0.208333333,0.028571429,0,0.095238095
227,0.387,0.032,0.592105263,0.222222222,0.038461538,0.5,0.089285714
228,0.504,0.003,0.433604336,0.166666667,0.071428571,0.1,0
229,0.227,0.024,0.568181818,0,0.25,0,0.5
230,0.371,0.007,0.596153846,0.222222222,0.25,0,0.171428571
231,0.057,0.032,0.42042042,0,0.119047619,0,0.095238095
232,0.311,0.061,0.592105263,0.166666667,0.179487179,0,0.5
233,0.427,0.127,0.556451613,0.166666667,0.179487179,0.133333333,0.171428571
234,1.088,0.066,0.603658537,0,0.197802198,0.75,0.333333333
235,0.567,0.094,0.355555556,0.333333333,0.197802198,0.033333333,0.333333333
236,1.159,0.026,0.24,0.714285714,0,0.133333333,0.666666667
237,0.851,0.087,0.388888889,0.222222222,0.051282051,0.033333333,0.095238095
238,0.934,0.017,0.394265233,0.75,0,0,0.095238095
239,0.447,0.02,0.412698413,0,0.138461538,0.1,0
240,0.491,0.005,0.399305556,0.222222222,0.179487179,0.5,0
241,0.554,0.015,0.363247863,0,0.123076923,0,0.171428571
242,0.589,0.012,0.257142857,0.083333333,0.179487179,0,0.5
243,0.98,0.017,0.408496732,0,0.107142857,0,0.5
244,0.592,0.191,0.278787879,0,0.25,0,0.5
245,1.137,0.03,0.3,0,0.333333333,0,0.5
246,1.202,0.09,0.285714286,0,0.179487179,0,0
247,0.766,0.095,0.288888889,0.166666667,0.297619048,0.133333333,0.333333333
248,0.938,0.036,0.427350427,0.714285714,0.272727273,0.133333333,0.095238095
249,1.403,0.072,0.294736842,0.256410256,0.192307692,0.033333333,0.333333333
250,0.645,0.018,0.455555556,0.208333333,0.028571429,0.1,0.333333333
251,0.394,0.069,0.294736842,0.8,0.138461538,0.047619048,0
252,0.502,0.01,0.412698413,0.777777778,0.179487179,0.133333333,0.333333333
253,0.086,0.059,0.376984127,0.19047619,0.25,0,0.333333333
254,0.374,0.012,0.519230769,0,0.123076923,0,0.5
255,0.223,0.052,0.317460317,0,0,0.75,0.5
256,0.228,0.209,0.218181818,0,0.333333333,0,0.171428571
257,1.122,0.053,0.376984127,0.19047619,0.333333333,0,0.5
258,1.015,0.083,0.556451613,0.208333333,0.097402597,0.133333333,0
259,0.723,0.113,0.383141762,0.256410256,0.119047619,0.133333333,0.5
260,0.891,0.011,0.376984127,0.256410256,0.097902098,0.133333333,0.333333333
261,0.789,0.048,0.388888889,0.256410256,0.028571429,0,0
262,0.859,0.007,0.317460317,0.818181818,0,0,0.166666667
263,0.679,0.006,0.355555556,0.714285714,0.333333333,0.1,0.333333333
264,0.459,0.027,0.152727273,0,0.818181818,0,0.171428571
265,0.527,0.032,0.2,0.166666667,0.25,0.133333333,0.5
266,0.669,0.037,0.477272727,0,0.197802198,0,0.5
267,0.75,0.079,0.388888889,0.133333333,0.35,0.133333333,0.5
268,0.746,0.031,0.5625,0.166666667,0.35,0.133333333,0.166666667
269,0.838,0.042,0.412698413,0.75,0.545454545,0.1,0.5
270,0.998,0.053,0.266666667,0.777777778,0.170940171,0.1,0.171428571
271,0.351,0.028,0.363247863,0.133333333,0.170940171,0.1,0.333333333
272,0.479,0.011,0.556451613,0.166666667,0.333333333,0,0.095238095
273,0.605,0.001,0.433604336,0.19047619,0.197802198,0,0
274,0.775,0.006,0.578571429,0.133333333,0.179487179,0,0.333333333
275,0.345,0.019,0.408496732,0,0.333333333,0.133333333,0.5
276,0.383,0.004,0.404040404,0,0.333333333,0,0.5
277,0.243,0.024,0.408496732,0,0.192307692,0,0.5
278,0.469,0.04,0.810810811,0.166666667,0.192307692,0,0.5
279,1.034,0.031,0.6,0.166666667,0.197802198,0,0.5
280,1.069,0.06,0.583333333,0.19047619,0.192307692,0.033333333,0.166666667
281,0.878,0.053,0.092307692,0.666666667,0.038461538,0,0.095238095
282,0.949,0.039,0.844444444,0.818181818,0,0.1,0.333333333
283,1.107,0.02,0.439276486,0.233333333,0,0,0
284,0.902,0.017,0.625,0.222222222,0.038095238,0.047619048,0
285,0.174,0.036,0.596153846,0.75,0.170940171,0.1,0.333333333
286,0.384,0.014,0.449172577,0.222222222,0.170940171,0,0.5
287,0.309,0,0.613636364,0.19047619,0.333333333,0,0.5
288,0.379,0.021,0.592105263,0.166666667,0.197802198,0,0.5
289,0.347,0.075,0.5625,0.133333333,0.333333333,0,0.5
290,0.888,0.05,0.578571429,0.133333333,0.35,0.133333333,0.5
291,0.856,0.072,0.556451613,0.233333333,0.071428571,0,0.333333333
292,0.41,0.066,0.20952381,0.083333333,0.333333333,0,0.5
293,0.93,0.112,0.294736842,0.256410256,0.194444444,0.1,0.333333333
294,0.749,0.156,0.441919192,0.266666667,0.114285714,0.1,0.095238095
295,0.307,0.01,0.592105263,0.818181818,0.038461538,0.5,0.166666667
296,0.037,0.027,0.573529412,0,0.038461538,0.5,0.333333333
297,0.015,0.044,0.5625,0,0.192307692,0.75,0.666666667
298,0.142,0.059,0.5625,0,0.197802198,0.75,0.666666667
299,0.156,0.052,0.388888889,0,0.138461538,0.133333333,0.666666667
300,0.056,0.043,0.423976608,0.208333333,0.192307692,0.133333333,0.5
301,0.485,0.018,0.596153846,0.19047619,0.071428571,0.133333333,0.5
302,0.838,0.013,0.596153846,0.666666667,0,0.1,0.5
303,0.889,0.011,0.477272727,0,0.028571429,0.047619048,0.166666667
304,0.831,0.001,0.291891892,0.083333333,0,0.047619048,0.333333333
305,0.847,0.051,0.24,0,0,0.5,0.214285714
306,0.358,0.054,0.412698413,0,0.020833333,0.2,0.171428571
307,0.156,0.052,0.573529412,0.208333333,0.028571429,0,0.666666667
308,0.163,0.029,0.583333333,0.222222222,0.054901961,0.1,0.333333333
309,0.148,0.034,0.556451613,0,0.097402597,0.1,0.666666667
310,0.164,0.053,0.55,0,0.333333333,0.033333333,0.666666667
311,0.369,0.059,0.388888889,0.166666667,0.35,0.1,0.214285714
312,0.557,0.062,0.383141762,0,0.097402597,0.033333333,0.214285714
313,0.034,0.025,0.075,0.333333333,0.166666667,0,0.166666667
314,0.001,0.021,0.116666667,0,0.166666667,0,0.166666667
315,0.496,0.014,0,0.333333333,0.6,0,0.4
316,0.184,0.025,0.097402597,0.333333333,0.8,0,0.4
317,0.251,0.034,0.029166667,0.333333333,0,0,0.6
318,1.497,0.017,0.038095238,0.133333333,0.5,0.033333333,0.6
319,0.013,0.201,0.170940171,0.5,0.128571429,0,0.4
320,0.014,0.042,0.114285714,0.5,0.222222222,0.047619048,0.2
321,0.341,0.17,0.333333333,0.5,0.333333333,0.047619048,0.2
322,0.154,0.004,0.054901961,0,0.545454545,0.047619048,0.2
323,0.229,0.017,0.038095238,0.5,0.166666667,0.25,0.1
324,0.174,0.033,0.192307692,0.5,0.285714286,0,0.6
325,0.161,0.043,0.297619048,0,0,0.5,0.6
326,0.16,0.021,0.066666667,0,0.1,0.75,0.4
327,0.162,0.049,0.071428571,0.5,0.053571429,0,0.4
328,0.065,0.009,0,0,0.166666667,0,0.4
329,0.002,0.044,0.028571429,0,0,0,0.4
330,0.39,0.032,0.066666667,0.133333333,0.166666667,0.133333333,0.4
331,0.017,0.32,0.909090909,0.5,0.222222222,0.033333333,0.4
332,1.45,0.205,0,0.5,0.095238095,0.1,0.4
333,0.878,0.107,0.818181818,0,0.166666667,0.047619048,0.4
334,0.957,0.018,0.25,0.5,0.545454545,0.047619048,0.4
335,0.537,0.007,0.097902098,0.5,0.285714286,0.1,0.4
336,0.393,0.019,0.071428571,0,0.1,0,0.4
337,0.124,0.011,0.028571429,0.5,0,0,0
338,0.009,0.04,0.020833333,0,0,0.133333333,0.6
339,0.429,0.01,0.197802198,0.5,0.8,0.133333333,0.4
340,0.295,0.01,0.138461538,0,0.358974359,0.033333333,0.4
341,0.353,0.007,0.197802198,0.083333333,0,0.133333333,0.4
342,0.116,0.029,0.038095238,0.19047619,0.303030303,0.033333333,0.4
343,0.689,0.049,0.333333333,0.166666667,0.4,0.033333333,0.4
344,0.381,0.04,0.727272727,0.133333333,0.333333333,0.1,0.4
345,0.437,0.045,0.25,0,0.166666667,0,0.4
346,0.172,0.011,0.028571429,0.083333333,0.285714286,0.75,0.4
347,0.51,0.019,0.041666667,0.083333333,0.6,0,0.4
348,0.124,0.039,0.022058824,0,0.4,0,0.6
349,0.227,0.049,0.059210526,0,0.166666667,0,0.6
350,0.294,0.012,0.014705882,0.208333333,0.047619048,0.033333333,0.4
351,0.25,0.047,0.179487179,0.19047619,0.166666667,0,0.4
352,0.767,0.028,0.072727273,0.19047619,0.266666667,0.033333333,0.4
353,0.947,0.023,0.097902098,0.133333333,0.5,0.1,0.4
354,1.511,0,0.197802198,0.083333333,0.545454545,0.047619048,0.4
355,1.613,0.017,0.297619048,0.133333333,0.545454545,0.083333333,0.4
356,0.54,0.036,0.138461538,0,0.444444444,0.1,0.4
357,0.664,0.035,0.297619048,0,0.4,0.133333333,0.6
358,0.652,0.049,0.197802198,0,0.266666667,0.133333333,0.6
359,0.622,0.038,0.297619048,0,0.1,0.133333333,0.6
360,0.086,0.029,0.051282051,0,0.5,0.133333333,0.4
361,0.076,0.042,0.041666667,0.19047619,0.333333333,0.033333333,0.4
362,0.802,0.043,0.25,0.166666667,0.095238095,0,0.4
363,0.535,0.036,0.333333333,0.133333333,0.128571429,0,0.4
364,1.05,0.04,0.297619048,0.133333333,0.4,0.1,0.4
365,0.709,0.001,0.333333333,0,0.095238095,0.133333333,0.6
366,0.969,0.03,0.636363636,0,0.095238095,0.1,0.6
367,0.543,0.054,0.333333333,0,0.053571429,0.133333333,0.6
368,0.519,0.012,0.138461538,0,0.222222222,0.133333333,0.6
369,0.248,0.013,0.071428571,0,0.053571429,0.133333333,0.6
370,1.003,0.008,0.029166667,0.083333333,0.027777778,0,0.4
371,0.251,0.016,0,0.208333333,0.128571429,0,0.4
372,0.066,0.041,0.197802198,0,0.095238095,0.133333333,0.4
373,0.277,0.096,0.909090909,0.208333333,0.155844156,0.133333333,0.4
374,0.167,0.044,0.25,0.19047619,0.155844156,0.1,0.4
375,0.455,0.021,0.363636364,0.083333333,0.266666667,0.225,0.4
376,1.016,0.044,0.071428571,0,0.027777778,0,0.4
377,1.076,0.028,0.454545455,0,0,0.133333333,0.6
378,0.625,0.018,0.636363636,0,0.166666667,0.75,0.6
379,0.454,0.016,0.333333333,0,0.6,0.75,0.6
380,0.185,0.001,0.333333333,0,0.095238095,0,0.4
381,0.186,0.017,0.138461538,0,0.047619048,0.133333333,0.4
382,0.505,0.004,0.020833333,0,0.053571429,0,0.4
383,0.095,0.061,0.072727273,0.222222222,0.027777778,0,0.4
384,0.844,0.248,0,0.19047619,0.095238095,0,0.4
385,0.545,0.172,0.333333333,0.083333333,0.266666667,0.033333333,0.4
386,1.62,0.049,0.170940171,0,0.128571429,0.033333333,0.4
387,2.024,0.007,0.138461538,0,0.333333333,0.033333333,0.4
388,2.449,0.148,0.636363636,0,0.444444444,0.133333333,0.4
389,1.002,0.038,0.25,0,0.545454545,0.1,0.6
390,0.969,0.033,0.192307692,0,0.375,0.75,0.6
391,0.83,0.004,0.114285714,0,0.375,0.133333333,0.6
392,0.503,0.003,0.170940171,0,0.266666667,0.133333333,0.6
393,0.147,0.017,0.029166667,0,0.266666667,0.033333333,0.6
394,0.108,0.021,0,0,0.068181818,0.133333333,0.4
395,0.109,0.002,0.038461538,0.133333333,0.095238095,0.133333333,0.6
396,0.36,0.14,0.909090909,0.133333333,0.128571429,0.133333333,0.4
397,0.18,0.073,0.051282051,0.19047619,0.358974359,0.133333333,0.4
398,0.364,0.092,0.022058824,0.133333333,0.333333333,0,0.4
399,0.618,0.053,0.297619048,0.083333333,0.303030303,0,0.4
400,0.722,0.023,0,0,0.128571429,0.133333333,0.4
401,0.854,0.009,0.014705882,0,0.6,0.133333333,0.6
402,0.463,0.009,0.016339869,0.083333333,0.166666667,0,0.4
403,0.474,0.013,0.097402597,0.166666667,0.6,0.133333333,0.6
404,0.466,0.083,0,0.166666667,0.166666667,0,0.4
405,0.028,0.046,0.071428571,0,0.6,0,0.6
406,0.08,0.077,0,0,0.166666667,0,0.4
407,0.185,0.04,0.041666667,0.166666667,0,0,0
408,1.016,0.087,0.028571429,0,0,0,0.4
409,0.668,0.049,0.297619048,0.5,0.053571429,0.033333333,0.4
410,0.565,0.026,0.054901961,0,0.155844156,0.033333333,0.4
411,0.539,0.033,0,0.5,0,0.033333333,0.4
412,0.62,0.011,0,0,0.047619048,0.133333333,0.4
