"","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015"
"1996/4/3",76998,0,19704,0,0,0,0,0,1495,39153,0,0,2529,685877,0,0,0,0,0,0,0,0,0,724362,0,0,1320943,0,1182746,0,232008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882568,0
"1996/5/8",641648,0,80049,0,0,0,0,0,4983,146824,0,0,3066,167032,0,0,0,0,0,0,0,0,0,1031210,0,0,1330116,0,6873182,0,2885955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5716485,0
"1996/6/12",2053272,117808,1124794,0,0,0,0,0,3322,701493,0,0,16095,0,2711944,0,0,0,0,0,0,0,0,829999,0,0,7705502,0,1011788,0,2489844,0,0,0,0,0,46460,0,0,0,0,0,0,298983,0,0,0,0
"1996/8/7",384989,58904,0,0,0,0,0,0,830,7830625,0,0,9581,0,271194,0,0,0,0,0,0,0,0,398232,0,0,940255,0,593117,0,2414394,0,0,0,0,0,116150,0,0,0,0,0,0,0,0,0,4947539,0
"1996/9/11",834142,0,0,0,0,0,0,0,4983,20783784,0,0,1916,15659,813583,0,0,0,0,0,0,0,0,1219846,0,0,733857,1083235,1814241,0,4272345,0,22519,0,0,0,81305,0,0,0,0,0,0,0,0,0,0,0
"1996/10/8",256659,0,59524,0,0,0,0,0,2076,122354,0,0,1533,5220,813583,0,0,0,0,0,0,0,12093,356312,0,0,1192518,2376129,1674684,0,1782502,0,0,0,0,0,34845,0,0,0,0,0,0,0,0,0,169436,0
"1996/11/6",513318,0,12315,0,0,0,0,0,1246,358904,0,0,1533,15659,813583,0,0,0,0,0,0,0,0,444343,0,0,871456,1607382,3349368,0,1857951,0,6929,0,10220,0,0,0,0,0,0,0,0,149491,0,0,182441,0
"1996/12/11",705812,98173,70813,0,0,0,0,0,415,163138,0,0,0,73077,2440749,0,0,0,0,0,0,0,0,230555,0,0,7751368,1886926,2459692,0,1763639,0,0,0,0,0,243916,0,0,0,0,0,0,0,0,0,486509,0
"1997/1/8",0,0,69786,0,0,0,0,39269,4567,24471,0,0,0,15659,2711944,0,0,0,0,0,0,0,24187,33535,0,0,12200379,0,2913252,0,3932821,0,0,0,0,0,318305,0,0,0,0,0,0,0,0,0,0,0
"1997/2/12",64165,0,92364,0,0,0,0,19635,0,171295,0,0,0,0,1355972,0,0,0,0,0,0,0,0,83838,0,0,9952941,0,4012264,0,2065438,0,0,0,22736,0,394091,0,0,0,0,0,0,0,0,0,0,0
"1997/3/12",0,19635,151888,0,0,0,0,19635,0,0,0,0,0,0,542389,0,0,0,0,0,0,0,24187,331161,0,0,10663865,34943,2459692,0,3150029,0,0,0,0,0,409249,0,0,0,0,0,0,0,0,0,0,0
"1997/4/9",256659,0,949301,0,0,0,0,39269,0,65255,0,0,0,0,542389,0,0,0,0,0,0,0,36280,238939,0,0,13736893,0,1657239,0,4545851,0,0,0,0,0,757868,0,0,0,0,0,0,0,0,0,0,0
"1997/5/7",128330,0,104680,0,0,0,0,78538,2491,0,0,0,0,10440,542389,0,0,0,0,0,0,0,24187,318585,0,0,9310815,384374,1552572,0,2216338,0,0,0,0,0,833655,0,0,0,0,0,0,0,0,0,0,0
"1997/6/11",1347460,0,82102,0,0,0,0,78538,0,538355,0,0,0,15659,6508665,0,0,0,0,0,0,0,78606,134141,0,0,18552832,0,2546915,0,66019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1997/7/9",192494,0,125205,0,0,0,0,0,830,4616806,0,0,0,0,2169555,0,0,0,0,0,0,0,36280,448535,0,0,1536514,0,2302690,0,7695880,0,0,0,0,0,0,0,0,0,0,0,0,149491,0,0,0,0
"1997/8/6",641648,0,303776,0,0,0,0,0,15363,3882685,0,0,0,0,1355972,0,0,0,0,0,0,0,169306,280858,0,0,642125,349431,2634138,0,1923970,0,0,0,0,0,34845,0,0,0,0,0,0,149491,0,0,0,0
"1997/9/10",384989,0,463875,0,0,0,0,39269,24913,978828,0,0,11497,0,1627166,0,0,0,0,0,0,0,0,913837,0,0,733857,139772,1849130,0,2593587,0,0,0,0,0,23230,0,0,0,0,0,0,149491,0,0,0,0
"1997/10/8",577483,0,199610,0,0,0,0,19635,15363,1235771,0,0,0,18269,1220375,0,0,0,0,0,0,0,0,121565,0,0,2201572,2393601,2956864,0,2433256,0,0,0,0,0,226493,0,0,0,0,0,0,74746,0,0,660801,0
"1997/11/12",1090801,0,209359,0,0,0,0,19635,24498,995142,0,0,0,41758,4610305,0,0,0,0,0,0,0,30233,138333,0,0,1284250,69886,5896283,0,1471271,0,54564,0,0,0,673673,0,0,0,0,0,0,149491,0,0,0,0
"1997/12/10",577483,0,49261,0,0,0,0,39269,95916,522042,0,0,0,15659,4881499,0,0,0,0,0,0,0,0,280858,0,0,1261317,0,1709573,0,971416,0,5197,0,45472,0,586849,0,0,0,0,0,0,0,0,0,0,0
"1998/1/7",384989,0,23604,0,0,0,0,58904,6228,16314,0,0,0,177472,4881499,0,0,0,0,0,0,0,0,863534,0,0,710924,0,1482793,0,377249,0,0,0,0,0,253555,0,0,0,0,0,0,0,0,0,0,0
"1998/2/12",0,0,44130,0,0,0,0,0,1246,0,0,0,0,339285,1084778,0,0,0,0,0,0,0,0,943180,0,0,986121,0,628006,0,311230,0,0,0,0,0,1030700,0,0,0,0,0,0,0,0,0,0,0
"1998/3/12",64165,0,38998,0,0,0,0,58904,0,489414,0,0,0,365383,1084778,0,0,0,0,0,0,0,0,486262,0,0,183464,0,52334,0,160331,0,0,0,0,0,742711,0,0,0,0,0,0,0,0,0,0,0
"1998/4/8",769977,0,158046,0,0,0,0,0,3737,65255,0,0,0,354944,0,0,0,0,0,0,0,0,0,1588735,0,0,1582380,0,0,0,414974,0,0,0,0,0,3607452,0,0,0,0,0,0,0,0,0,0,0
"1998/5/13",128330,0,92364,0,0,0,0,19635,2491,0,0,0,0,31319,0,0,0,0,0,0,0,0,30233,6237565,0,0,2797831,0,87223,0,480993,0,1732,0,0,0,378934,0,0,0,0,0,0,0,0,0,0,0
"1998/6/10",1026636,0,54392,0,0,0,0,78538,4983,73412,0,0,0,26099,2711944,0,0,0,0,0,0,0,60466,1203079,0,0,13347031,0,662896,0,311230,0,10826,0,0,0,80317,0,0,0,0,0,0,0,0,0,0,0
"1998/7/8",64165,0,352011,0,0,0,0,0,1661,3499311,0,0,0,0,0,0,0,0,0,0,0,0,36280,209596,0,0,642125,279545,226780,0,547011,0,0,0,0,0,185841,0,0,0,0,0,0,448474,0,0,0,0
"1998/8/12",192494,0,354064,0,0,0,0,19635,11211,3882685,0,0,0,0,1898361,0,0,0,0,0,0,0,0,259899,0,0,8599891,11216728,1064122,0,1839089,0,12991,0,0,0,140947,0,0,0,0,0,0,0,0,0,0,0
"1998/9/9",320824,0,95443,0,0,0,0,0,24913,432316,0,0,0,5220,1627166,0,0,0,0,0,0,0,0,188636,0,0,4632475,4787202,3349368,0,1650464,0,3464,0,0,0,127766,0,0,0,0,0,0,0,0,0,0,0
"1998/10/7",64165,0,31301,0,0,0,0,0,5398,48941,0,0,0,7830,813583,0,0,0,0,0,0,0,0,20960,0,0,802656,0,994344,0,570589,0,13208,0,0,0,15157,0,0,0,0,0,0,0,0,0,0,0
"1998/11/11",962471,0,5131,0,0,0,0,0,19931,16314,0,0,0,20879,813583,0,0,0,0,0,0,0,0,0,0,0,252263,0,662896,0,547011,0,6929,0,51100,0,174226,0,0,0,0,0,0,0,0,0,0,0
"1998/12/9",0,0,44951,0,0,0,0,0,0,0,0,0,0,263076,325433,0,0,0,0,0,0,0,0,0,0,0,825590,0,2470159,0,22635,0,0,0,6132,0,27876,0,0,0,0,0,0,0,0,0,0,0
"1999/1/13",0,0,36946,0,0,0,0,23562,0,0,0,0,0,216098,1139016,0,0,0,0,0,0,0,0,168515,0,0,1953895,0,889676,0,0,0,0,0,6821,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/2/9",0,0,7389,0,0,0,0,23562,0,0,0,0,0,479174,0,0,0,0,0,0,0,0,0,393201,0,0,587086,0,805942,0,0,0,693,0,63661,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/3/10",38499,0,36946,0,0,0,0,0,0,0,0,0,0,776701,0,0,0,0,0,0,0,0,0,176060,0,0,357755,0,1632817,0,0,0,0,0,0,0,97566,0,0,0,0,0,0,0,0,0,0,0
"1999/4/7",0,3927,6773,0,0,0,0,0,0,0,0,0,0,335109,162717,0,0,0,0,0,0,0,0,10061,0,0,1967655,0,544272,0,248984,0,0,0,0,0,190983,0,0,0,0,0,0,0,0,0,0,0
"1999/5/12",0,3142,35373,0,0,0,0,0,4983,0,0,0,920,93956,0,0,0,0,0,0,0,0,0,108151,0,0,3151000,0,334937,0,124492,0,0,0,0,0,272832,0,0,0,0,0,0,0,0,0,0,0
"1999/6/9",423487,26703,49261,0,0,0,0,0,17938,0,0,0,0,53242,2603466,0,0,0,0,0,0,0,32652,42757,0,0,4279306,0,1967754,0,118833,0,7795,0,0,0,0,0,0,0,0,0,0,0,0,0,60997,0
"1999/7/7",1116467,0,202658,0,0,0,0,0,25661,646702,0,0,0,0,6671382,0,0,0,0,0,0,0,10884,47788,0,0,3577555,0,2417825,0,234861,0,11173,0,0,0,0,0,0,0,0,0,0,269085,0,0,162659,0
"1999/8/11",384989,0,89493,0,0,0,0,0,15944,141930,0,0,0,3132,325433,0,0,0,0,0,0,0,0,12576,0,0,233917,0,157002,0,255306,0,8834,0,0,0,20907,0,0,0,0,0,0,0,0,0,0,0
"1999/9/8",230993,70685,174059,0,0,0,0,0,28650,1282941,0,0,0,37582,325433,0,0,0,0,0,0,0,0,15091,0,0,0,0,219802,0,406751,0,13771,0,0,0,209071,0,0,0,0,0,0,174197,0,0,0,0
"1999/10/13",1693950,23562,32490,0,0,0,0,0,36373,151718,0,0,0,62637,976300,0,0,0,0,0,0,0,0,85515,0,0,0,0,4636781,0,2217690,0,8315,0,0,0,341482,0,0,0,0,0,0,0,0,0,0,0
"1999/11/10",423487,0,14811,0,0,0,0,0,8720,4894,0,0,0,56373,2928899,0,0,0,0,0,0,0,72560,55333,0,0,0,0,1590950,0,1567813,0,20007,0,0,0,181195,0,0,0,0,0,0,0,0,0,0,0
"1999/12/8",0,0,25941,0,0,0,0,0,7474,29365,0,0,0,43846,1789883,0,0,0,0,0,0,0,39908,40242,0,0,0,0,3077232,0,172553,0,2598,0,0,0,223949,0,0,0,0,0,0,0,0,0,0,0
"2000/1/12",38499,0,21810,0,0,0,0,0,997,19577,0,0,0,31319,1789883,0,0,0,0,0,0,0,166887,218818,0,0,0,0,2145689,0,58715,0,0,0,0,0,146350,0,0,0,0,0,0,0,0,0,0,0
"2000/2/9",230993,11781,14165,0,0,0,0,0,1744,0,0,0,0,25055,650867,0,0,0,0,0,0,0,50792,70424,0,0,0,0,1611883,0,4194,0,0,0,0,0,123071,0,0,0,0,0,0,0,0,0,0,0
"2000/3/8",0,70685,10905,0,0,0,0,0,0,197622,0,0,0,50110,162717,0,0,0,0,0,0,0,94328,140848,0,0,123838,0,324470,0,92267,0,3897,0,13642,0,454721,0,0,0,0,0,0,0,0,0,0,0
"2000/4/12",0,0,0,0,0,0,0,0,2907,16314,0,0,0,0,0,17312,0,0,0,0,0,0,102793,586868,0,0,275197,0,226780,0,132809,0,0,0,0,0,136416,0,0,0,0,0,0,0,0,0,0,0
"2000/5/10",0,0,13342,0,0,0,0,0,0,8157,0,0,0,0,0,0,0,0,0,0,0,0,24187,364696,0,0,435728,0,471005,0,90869,0,0,0,0,0,152562,0,0,0,0,0,0,0,0,0,0,0
"2000/6/7",0,0,71839,0,0,0,0,0,0,24471,0,0,766,0,0,0,271194,0,0,0,0,0,0,188636,0,0,0,0,244225,0,27960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/7/12",0,0,75944,0,0,0,0,0,24913,293648,0,0,766,0,1898361,1358,0,0,0,0,0,0,24187,0,0,0,0,0,0,0,13980,0,0,0,0,0,23230,0,0,0,0,0,0,0,0,0,0,0
"2000/8/9",423487,0,0,0,0,0,0,0,15944,773274,0,0,0,0,650867,0,0,0,0,0,0,0,0,0,0,0,0,0,83734,0,79022,0,0,0,0,0,13938,0,0,0,0,0,0,0,0,0,0,0
"2000/9/13",384989,0,60345,0,0,0,0,0,16941,2821039,0,0,3679,0,1952600,0,0,0,0,0,0,0,0,0,0,0,82559,0,1015277,0,129951,0,0,0,0,0,48783,0,0,0,0,0,0,0,0,0,0,0
"2000/10/11",692979,0,75739,0,0,0,0,0,23917,391531,0,0,11037,0,2766183,2037,0,0,0,0,0,0,0,17606,0,0,0,0,1036211,0,1316577,0,1039,0,0,0,111504,0,0,0,0,0,0,0,0,0,0,0
"2000/11/8",846975,0,4926,0,0,0,0,0,25910,53836,0,0,2529,0,10576581,0,0,0,0,0,0,0,65304,243969,0,0,0,0,2124755,0,1472679,0,2338,0,0,0,69690,0,0,0,0,0,0,0,0,0,0,0
"2000/12/13",577483,0,25862,0,0,0,0,0,0,0,0,0,0,0,3579766,815,0,0,0,0,0,0,0,155939,0,0,0,0,648940,0,92267,0,0,0,0,0,34845,0,109465,0,0,0,0,0,0,0,0,0
"2001/1/10",115497,0,33251,0,0,0,0,0,0,9788,0,0,2759,0,2766183,0,0,0,0,0,0,0,7256,158454,0,0,27520,0,743141,0,96461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001/2/7",192494,0,50493,0,0,0,0,0,0,0,0,0,0,0,650867,2444,0,0,0,0,0,0,7256,72939,0,0,399035,0,0,0,62909,0,0,0,0,0,172794,0,0,0,0,0,0,0,0,0,0,0
"2001/3/7",256659,0,6158,0,0,0,0,0,0,0,0,0,0,0,542389,0,0,0,0,0,0,0,12093,146717,0,0,0,0,0,0,0,0,0,0,0,0,75787,0,0,0,0,0,0,0,0,0,0,0
"2001/4/11",1075,0,0,0,0,0,0,0,0,0,0,0,0,0,240991,0,0,0,0,0,0,0,0,0,0,0,0,0,215434,0,224161,0,0,0,0,0,62726,0,0,0,0,0,0,0,0,0,0,0
"2001/5/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,602478,0,0,0,0,0,0,0,0,0,0,0,0,0,261599,0,0,0,0,0,0,0,62726,0,0,0,0,0,0,0,0,0,0,0
"2001/6/13",3761,0,0,0,0,0,0,121787,0,124885,0,0,4273,0,963965,0,0,0,0,0,0,0,345522,0,0,0,66974,0,107717,0,82842,0,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001/7/11",0,0,0,0,0,0,0,6286,2776,132350,0,0,0,0,180743,0,0,0,0,0,0,0,0,0,0,0,24111,0,169270,0,15594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001/8/8",0,0,25644,0,0,0,0,0,0,4272387,0,0,3016,0,240991,0,0,0,0,0,0,0,65814,0,0,0,401843,0,138493,0,2066182,0,0,0,0,0,112215,0,0,0,0,0,0,0,0,0,0,0
"2001/9/12",0,0,23079,0,0,0,0,251430,0,841332,0,0,2011,0,120496,0,0,0,0,0,0,0,0,0,0,0,53579,0,415480,0,565276,0,0,0,0,0,340962,0,0,0,0,0,0,0,0,0,0,0
"2001/10/11",537,0,0,0,0,0,0,129644,0,78875,0,0,1508,0,240991,0,0,0,0,0,0,0,32907,0,0,0,2879876,510182,323151,0,609134,0,0,0,0,0,78550,0,0,0,0,0,0,0,0,0,0,0
"2001/11/7",5911,0,0,0,0,0,0,322145,0,289208,0,0,6284,0,1024212,0,0,0,0,0,0,0,0,0,0,0,93763,0,1500345,0,1033091,0,377,0,0,0,112215,0,0,0,0,0,0,0,0,0,0,0
"2001/12/12",3869,645,7693,0,0,0,0,0,2271,410149,0,0,980,0,2205069,0,0,0,0,0,0,0,0,0,0,0,409880,0,1763483,0,713418,87715,0,0,0,0,130515,0,0,0,0,0,0,0,0,0,0,0
"2002/1/9",645,0,15386,0,0,0,0,44786,0,0,0,0,603,0,939865,0,0,0,0,0,0,0,0,0,0,0,104479,0,987920,0,96487,0,0,0,0,0,141134,0,0,0,0,0,0,0,0,0,0,0
"2002/2/13",0,0,0,0,0,0,0,0,0,0,0,0,8044,0,361487,0,0,0,0,0,0,0,0,0,0,0,214316,0,723243,0,155938,0,0,0,0,0,376357,0,0,0,0,0,0,0,0,0,0,0
"2002/3/13",3224,0,0,0,0,0,0,0,10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482212,0,984842,0,0,0,0,0,0,0,156815,0,0,0,0,0,0,0,0,0,0,0
"2002/4/10",0,0,41030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482212,0,0,0,2007705,0,0,0,0,0,0,0,0,0,0,0,0,0,2344438,0,2099497,0
"2002/5/8",0,0,20515,0,0,0,0,0,0,0,0,0,0,0,36149,0,0,0,0,0,0,0,5848,0,0,0,723318,0,0,0,165684,0,0,0,0,0,0,0,0,0,0,0,0,0,244941,0,0,0
"2002/6/12",0,0,10258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11695,0,0,0,0,0,0,0,29238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/7/10",537,0,35901,0,0,0,0,0,6939,13146,0,0,0,1923,60248,0,89980,0,0,0,0,0,53604,0,0,0,0,0,0,0,4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/8/7",1612,0,15386,0,0,0,0,0,130891,1413174,0,0,0,2564,361487,0,0,0,0,0,0,0,2924,0,0,0,0,0,0,0,107208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/9/11",107,0,0,0,0,0,0,0,11354,138031,0,0,0,641,0,0,71984,0,0,0,0,0,975,0,0,0,200922,0,0,0,53604,0,0,0,0,0,8977,15682,0,0,0,0,0,0,0,0,0,0
"2002/10/9",0,0,5129,0,0,0,0,0,11985,0,0,0,0,0,0,0,35992,0,0,0,0,0,0,0,0,0,0,0,0,0,8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/11/13",0,0,30773,0,0,0,0,0,34694,17090,0,0,0,0,12050,27176,35992,0,0,0,0,0,68223,55553,0,0,32147,0,0,0,40934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/12/11",0,0,19489,0,0,0,0,0,4353,0,0,0,0,0,108446,85974,0,0,0,0,0,0,8772,0,0,0,123232,0,0,0,29238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/1/8",0,0,17951,0,0,0,0,0,0,0,0,0,0,5129,60248,107467,0,0,0,29616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/2/12",0,0,51288,0,0,0,0,0,0,0,0,0,0,29490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/3/12",0,107,34876,0,0,0,0,0,0,0,0,0,0,7693,36149,0,0,0,0,0,0,0,0,0,0,0,353622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/4/10",0,0,0,0,0,0,0,0,0,118312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/5/7",0,0,38466,0,0,0,0,0,4416,0,0,0,0,0,120496,0,0,0,0,0,0,0,0,0,0,0,0,0,2600599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/6/11",0,0,97447,0,0,0,0,0,6308,39437,0,0,0,0,481982,0,0,0,0,0,0,0,0,0,0,0,0,0,46164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/7/9",0,0,20515,0,0,0,0,0,6560,18404,0,0,0,0,108446,0,0,0,0,0,0,0,0,0,0,0,0,0,27699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/8/13",0,0,0,0,0,0,0,0,1892,85448,0,0,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/9/10",0,0,0,0,0,0,0,0,4542,640201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/10/8",0,0,0,0,0,0,0,0,18924,78875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/11/12",0,0,0,0,0,0,0,0,5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/12/10",0,0,0,0,0,0,0,0,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/1/7",0,0,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/5/12",1075,0,0,0,0,0,0,0,13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/6/9",0,0,0,0,0,0,0,0,17032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/7/7",0,0,0,0,0,0,0,0,9084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/8/11",36539,0,0,0,0,0,0,0,1766,552177,0,0,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/9/9",0,0,0,0,0,0,0,0,0,998166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31420,0,0,0,0,0,0,0,0,0,12288,0
"2004/10/14",967,0,0,0,513,0,0,0,2776,1924655,0,0,0,0,397635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384973,0,0,0,0,0,17954,0,0,0,0,0,0,0,0,0,0,0
"2004/11/10",3224,0,0,0,0,0,0,0,3785,13146,0,0,0,0,397635,0,53988,0,0,0,0,0,0,0,0,0,0,0,0,0,115004,0,0,0,0,0,116704,0,0,0,0,0,0,36865,0,0,0,0
"2004/12/8",0,0,0,0,0,0,0,0,4794,5258,0,0,0,0,96396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251450,0,0,0,0,0,80795,0,0,0,0,0,0,0,0,0,0,0
"2005/1/12",0,0,0,0,0,0,0,0,23572,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584723,0,0,0,0,0,58352,0,0,0,0,0,0,0,0,0,335890,0
"2005/2/9",0,645,0,0,0,0,0,0,378,0,0,0,0,2564,927816,0,0,0,0,29616,0,0,0,0,0,0,0,0,1075632,0,73096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135713,0
"2005/3/9",5158,1290,0,0,0,0,0,0,0,0,0,0,0,0,373536,0,0,0,0,0,0,0,0,2924,0,0,0,0,637070,0,34111,0,0,0,0,47045,0,0,0,0,0,0,0,0,0,0,0,0
"2005/4/13",0,0,0,0,0,0,0,0,0,0,0,0,0,7693,361487,0,0,0,0,0,0,0,0,0,0,0,64295,0,0,0,1023345,0,0,0,0,0,0,0,0,0,0,0,0,0,454891,0,0,0
"2005/5/11",0,5373,0,0,0,0,0,0,0,184041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7865137,0,0,0,0,0,24687,0,0,0,0,0,0,0,571530,0,0,0
"2005/6/8",1075,0,6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56258,0,355466,0,48731,0,0,0,0,103498,0,0,0,0,0,0,0,0,0,0,0,0
"2005/7/13",0,0,0,0,0,0,0,0,2810,224793,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/8/10",1612,0,0,0,0,0,0,0,5219,7522820,0,0,0,1836,60248,0,0,0,0,0,0,0,0,0,0,0,83119,0,0,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/9/8",5373,0,0,0,0,0,0,0,16260,3275306,0,0,0,0,240991,0,0,0,0,0,0,0,0,0,0,0,473138,0,0,0,1321209,0,960,0,0,0,42851,0,0,0,0,0,0,0,0,0,0,0
"2005/10/12",1026,0,0,0,0,0,0,0,26949,163148,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,543469,0,0,0,595474,0,360,0,0,0,21426,0,0,0,0,0,0,0,0,0,0,0
"2005/11/9",513,256,0,0,0,0,0,0,42455,0,0,0,0,0,172549,0,0,0,0,0,0,0,0,0,0,0,1182844,0,0,0,255868,0,0,0,0,0,26782,0,0,0,0,0,0,0,0,0,0,0
"2005/12/7",769,256,0,0,0,0,0,0,17464,0,0,0,0,306,373856,0,0,0,0,0,0,0,0,0,0,0,0,0,433370,0,497779,0,0,0,0,0,16069,0,0,0,0,0,0,0,0,0,0,0
"2006/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,373856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,1836,172549,0,0,0,0,0,0,0,0,0,0,0,0,0,161596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006/3/8",0,0,15386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46520,0,58152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006/4/12",0,0,0,0,0,0,0,0,5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716678,0,0,0,0,0,0,330166,0,0,0,0,0,0,0,0,0,0,0,0
"2006/5/10",0,0,0,0,0,0,0,0,4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553729,0,0,0,0,0,0,573312,0,0,0,0,0,0,0,0,0,0,0,0
"2006/6/7",9472,0,0,0,0,0,0,0,0,0,0,0,0,0,442495,0,0,0,0,0,0,0,0,0,0,0,0,0,201181,0,0,0,0,0,0,69105,0,0,0,0,0,0,0,0,0,0,0,0
