"","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015"
"1986/1/8",0,0,0,0,0,0,0,0,0,0,0,0,0,95662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/2/5",0,0,0,0,0,0,0,0,0,0,0,0,0,102057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/3/5",0,0,0,0,0,0,0,0,0,0,0,0,0,223211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/4/9",0,0,0,0,0,0,0,0,0,0,0,0,0,101969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/5/7",0,0,0,0,0,0,0,0,0,0,0,0,0,50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/6/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,449527,0,0,0,0,0,0,0,0,0,0,0,9660292,0,0,0,321997,0,0,0,0,0,1756417,0,0,0,383239,0,0,0,0,0,0,0
"1986/7/9",0,0,0,0,0,0,0,0,0,77730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64046,0,0,0,0,0,524000,0,0,0,0,0,0,7824150,0,0,0,0
"1986/8/6",0,0,0,0,0,0,0,0,0,12630125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/9/10",0,0,0,0,0,0,0,0,0,40518614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/10/9",0,0,0,0,0,0,0,0,0,6570593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/11/12",0,0,0,0,0,0,0,0,0,2263175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986/12/10",0,0,0,0,0,0,0,0,0,23917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/3/4",0,0,0,0,0,0,0,0,0,0,0,0,0,127549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/4/15",0,0,0,0,0,0,0,0,0,0,0,0,0,101969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/5/13",0,0,0,0,0,0,0,0,0,0,0,0,0,127549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/6/10",0,0,0,0,0,0,0,0,0,0,0,0,0,25492,449527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/7/8",0,0,0,0,0,0,0,0,0,191336,0,0,0,0,1348582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141231,0,0,0,0
"1987/8/5",0,0,0,0,0,0,0,0,0,789260,0,0,0,0,1348582,0,0,0,0,0,0,0,0,0,0,0,658656,0,0,0,0,0,0,0,0,0,6586563,0,0,0,440751,0,0,847385,0,0,0,0
"1987/9/9",0,0,0,0,0,0,0,0,0,1243682,0,0,0,0,674291,0,0,0,0,0,0,0,0,0,0,0,3951938,0,0,0,0,0,0,0,0,0,2634625,0,0,0,0,0,0,13488052,0,0,0,0
"1987/10/14",0,0,0,0,0,0,0,0,0,1817689,0,0,0,0,74921,0,0,0,0,0,0,0,0,0,0,0,28980877,0,0,0,0,0,0,0,0,0,1756417,0,0,0,0,0,0,0,0,0,0,0
"1987/11/11",0,0,0,0,0,0,0,0,0,884927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30298190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/12/9",0,0,0,0,0,0,0,0,0,191336,0,0,0,0,149842,0,0,0,0,0,0,0,0,0,0,0,75745474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/1/13",0,0,0,0,0,0,0,0,0,0,0,0,0,76477,37461,0,0,0,0,0,0,0,0,0,0,0,17125064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/3/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/6/8",0,0,0,0,0,0,0,0,0,124841,0,0,0,0,131112,0,0,0,0,0,0,0,0,0,0,0,3183505,0,0,0,276926,0,0,0,0,0,1317313,0,0,0,239525,0,0,529616,0,0,0,0
"1988/7/13",0,0,0,0,0,0,0,0,0,532218,0,0,0,0,43704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270468,0,0,0,0,0,7025667,0,0,0,6323448,0,0,4943079,0,0,0,0
"1988/8/10",0,0,0,0,0,0,0,0,0,2818259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097760,0,0,0,201248,0,0,0,0,0,493992,0,0,0,143715,0,0,1129847,0,0,0,0
"1988/9/14",0,0,0,0,0,0,0,0,0,7541398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922089,0,0,0,135234,0,0,0,0,0,54888,0,0,0,0,0,0,0,0,0,0,0
"1988/10/12",0,0,0,0,0,0,0,0,0,4526416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427089,0,0,0,70835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/11/9",0,0,0,0,0,0,0,0,0,1117001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,16100,0,0,0,0,0,54888,0,0,0,0,0,0,0,0,0,0,0
"1988/12/7",0,0,0,0,0,0,0,0,0,65706,0,0,0,0,21852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/1/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/4/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/5/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869391,0,0,0,0,0,0,0,0,0,0,0,0,70615,0,0,0,0
"1989/6/14",0,0,0,0,0,0,0,0,0,394236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878208,0,0,0,386396,0,0,0,0,0,768432,0,0,0,958098,0,0,1200462,0,0,0,0
"1989/7/12",0,0,0,0,0,0,0,0,0,4130866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,0,0,15697975,0,0,0,9293552,0,0,2895232,0,0,0,0
"1989/8/9",0,0,0,0,0,0,0,0,0,13141186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112699,0,0,0,0,0,5763243,0,0,0,95810,0,0,0,0,0,0,0
"1989/10/11",0,0,0,0,0,0,0,0,0,2339131,0,0,0,0,28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370296,0,0,0,0,0,658656,0,0,0,0,0,0,0,0,0,0,0
"1989/12/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/1/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857,0,0,0,0,0,0,0,0,0,0,0
"1990/2/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/3/14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/4/11",0,0,0,0,0,0,0,0,0,0,0,0,0,4630051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/5/9",0,0,0,0,0,0,0,0,0,0,0,0,0,63775,56191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8524866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/6/13",0,0,5376765,0,0,0,0,0,16821,0,0,0,0,9549,309050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72449,0,0,0,0,0,0,0,0,0,239525,0,0,953308,0,0,0,0
"1990/7/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,505718,0,0,0,0,0,0,0,0,0,0,0,9715180,0,0,0,1368487,0,0,0,0,0,49932,0,0,0,1149718,0,0,0,49932,0,0,0
"1990/8/8",0,0,0,0,0,0,0,0,0,1052346,0,0,0,0,168573,0,0,0,0,0,0,0,0,0,0,0,14270886,0,0,0,550623,0,0,0,0,0,19973,0,0,0,287429,0,0,0,19973,0,0,0
"1990/9/12",0,0,0,0,0,0,0,0,0,1435018,0,0,0,0,1067627,0,0,0,0,0,0,0,0,0,0,0,2963953,0,0,0,222169,0,0,0,0,0,19973,0,0,0,0,0,0,0,19973,0,0,0
"1990/11/7",0,0,0,0,0,0,0,0,0,1267599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927907,0,0,0,96599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/12/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,112382,0,0,0,0,0,0,0,0,0,0,0,1481977,0,0,0,28971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/1/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/2/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/3/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/4/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/5/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329328,0,0,0,4821,0,0,0,0,0,19973,0,0,0,0,0,0,0,19973,0,0,0
"1991/6/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,112382,0,0,0,0,0,0,0,0,0,0,0,548880,0,0,0,38635,0,0,0,0,0,0,0,0,0,287429,0,0,0,0,0,0,0
"1991/7/10",0,0,0,0,0,0,0,0,0,478339,0,0,0,0,168573,0,0,0,0,0,0,0,0,0,0,0,6915891,0,0,0,144899,0,0,0,0,0,159782,0,0,0,479049,0,0,918000,159782,0,0,0
"1991/8/7",0,0,0,0,0,0,0,0,0,956678,0,0,0,0,56191,0,0,0,0,0,0,0,0,0,0,0,1317313,0,0,0,57964,0,0,0,0,0,0,0,0,0,383239,0,0,211846,0,0,0,0
"1991/9/11",0,0,0,0,0,0,0,0,0,2391696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548880,0,0,0,106263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/10/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5159474,0,0,0,144899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/11/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/12/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/1/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/2/5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/3/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/4/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19329,0,0,0,0,0,2003,0,0,0,0,0,0,0,2003,0,0,0
"1992/5/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109776,0,0,0,589259,0,0,0,0,0,39946,0,0,0,383239,0,0,0,39946,0,0,0
"1992/6/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/7/8",0,0,0,0,0,0,0,0,0,9480709,0,0,0,0,337145,0,0,0,0,0,0,0,0,0,0,0,328725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412308,0,0,0,0
"1992/8/5",0,0,0,0,0,0,0,0,0,5022561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586563,0,0,0,299461,0,0,0,0,0,0,0,0,0,95810,0,0,0,0,0,0,0
"1992/9/9",0,0,0,0,0,0,0,0,0,430505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5796115,0,0,0,434696,0,0,0,0,0,49932,0,0,0,862288,0,0,0,49932,0,0,0
"1992/10/7",0,0,0,0,0,0,0,0,0,287004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8035667,0,0,0,48300,0,0,0,0,0,0,0,0,0,191620,0,0,0,0,0,0,0
"1992/11/11",0,0,0,0,0,0,0,0,0,191336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15039319,0,0,0,309126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/12/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5796115,0,0,0,67628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/1/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975969,0,0,0,212527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,140339,0,0,0,0,0,0,0,0,0,0,0,0,395224,0,0,0,38635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,1466815,0,0,0,0,0,0,0,0,0,0,0,0,1580745,0,0,0,482995,0,0,0,0,0,5995,0,0,0,0,0,0,0,5995,0,0,0
"1993/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,612253,0,0,0,0,0,0,0,0,0,0,0,0,5269250,0,0,0,3825327,0,0,0,0,0,85886,0,0,0,0,0,0,0,85886,0,0,0
"1993/5/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975969,0,0,0,1381358,0,0,0,0,0,32950,0,0,0,0,0,0,0,32950,0,0,0
"1993/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29507742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/7/7",0,0,0,0,0,0,0,0,0,518824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281266,0,0,0,57964,0,0,0,0,0,0,0,0,0,814383,0,0,2189078,0,0,0,0
"1993/8/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21406330,0,0,0,120749,0,0,0,0,0,0,0,0,0,2155721,0,0,3813233,0,0,0,0
"1993/9/8",0,0,0,0,0,0,0,0,0,14324,0,0,0,9549,0,0,0,0,0,0,0,0,0,0,0,0,1646641,0,0,0,183534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/10/6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14556334,0,0,0,159384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/11/10",0,0,0,0,0,0,0,0,0,259412,0,0,0,9549,0,0,0,0,0,0,0,0,0,0,0,0,7640443,0,0,0,43478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/12/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4610594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/1/12",0,0,0,0,0,0,0,0,0,0,0,0,0,37113,0,0,0,0,0,0,0,0,0,0,0,0,1330000,279348,0,0,106270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/2/9",5756,0,0,0,0,0,0,0,0,0,0,0,0,23617,0,0,0,0,0,0,0,0,0,4192,0,0,791121,65729,0,0,53113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/3/9",0,0,6184,0,0,0,0,0,0,0,0,0,0,134956,0,0,0,0,0,0,0,0,0,0,0,0,733793,0,0,0,332980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/4/6",11513,0,711123,0,0,0,0,0,2225,30367,0,0,0,317146,0,0,0,0,0,0,0,0,0,8384,0,0,2384828,0,0,0,3421901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/5/11",0,0,0,0,0,0,0,0,0,0,0,0,0,64913,0,0,0,0,0,0,0,0,0,0,0,0,6374828,0,0,0,375466,0,0,0,0,0,34746,0,0,0,0,0,0,0,0,0,0,0
"1994/6/8",0,0,0,0,0,0,0,0,0,0,0,0,0,8147,8945,0,0,0,0,0,0,0,0,33535,0,0,34236035,0,0,0,1353174,0,0,0,91980,0,0,0,0,0,0,0,0,33756,0,0,0,0
"1994/8/10",46051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209596,0,0,5595172,460103,0,0,15580180,0,0,0,102200,0,2524889,0,0,0,76200,0,0,5626,0,0,0,0
"1994/9/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37727,0,0,710862,0,0,0,6873860,0,0,0,0,0,903401,0,0,0,0,0,0,0,0,0,0,0
"1994/10/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91724,295780,0,0,3865709,0,0,0,0,0,11582,0,0,0,0,0,0,0,0,0,0,0
"1994/11/9",149667,0,419161,0,0,0,0,0,0,25306,0,0,592,20243,2642,0,0,0,0,0,0,0,0,37727,0,0,871379,65729,0,0,7552134,0,0,0,0,0,393790,0,0,0,0,0,0,0,0,0,0,0
"1994/12/7",0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,3015431,180755,0,0,396742,0,0,0,0,0,266387,0,0,0,0,0,0,0,0,0,0,0
"1995/1/11",2303,0,618,0,0,0,0,0,593,1518,0,0,237,11471,0,0,0,0,0,0,0,0,0,2934,0,0,0,0,0,0,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/2/8",5756,0,0,0,0,0,0,0,0,0,0,0,0,57356,330,0,0,0,0,0,0,0,0,12576,0,0,34397,0,0,0,60220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/3/8",0,0,6184,0,0,0,0,0,0,10122,0,0,1480,242920,661,0,0,0,0,0,0,0,0,356312,0,0,114655,0,0,0,673045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/4/12",92102,0,259714,0,0,0,0,0,23732,0,0,0,11245,701769,0,0,0,0,0,0,0,0,0,1106665,0,0,0,0,0,0,1346089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/5/10",46051,0,115612,0,0,0,0,0,11866,75957,0,0,2367,47234,6606,0,0,0,0,0,0,0,0,129949,0,0,1077759,0,0,0,1360259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/6/7",82892,6908,0,0,0,0,0,0,7120,3171428,0,0,533,0,4756,0,0,0,0,0,0,0,0,25151,0,0,14625414,650717,0,0,181269,0,0,0,0,0,62543,0,0,0,36488,0,0,0,0,0,0,0
"1995/7/12",96708,13815,813194,0,0,0,0,0,1780,2356675,0,0,888,20243,3567,0,0,0,0,0,0,0,0,779696,0,0,4058793,138031,0,0,976143,0,1039,0,0,0,0,0,0,0,0,0,0,4483,0,0,0,0
"1995/8/9",230256,0,161325,0,0,0,0,0,11866,3631370,0,0,1480,0,5285,0,0,0,0,0,0,0,0,1345604,0,0,1628103,65729,0,0,4436321,0,12991,0,0,0,694924,0,0,0,0,0,0,0,0,0,0,0
"1995/9/6",126641,0,150836,0,0,0,0,0,106796,703520,0,0,2367,20243,1321,0,0,0,0,0,0,0,0,637171,0,0,137586,657290,0,0,1470456,0,0,0,0,0,243223,0,0,0,0,0,0,0,0,0,0,0
"1995/10/4",80590,0,301672,0,0,0,0,0,11866,1072984,0,0,1480,53982,2642,0,0,0,0,0,0,0,0,716817,0,0,2338966,2037598,0,0,3409808,0,0,0,0,0,266387,0,0,0,0,0,0,0,0,0,0,0
"1995/11/8",92102,0,548469,0,0,0,0,0,11866,642786,0,0,7990,188938,1982,0,0,0,0,0,0,0,0,859342,0,0,3806552,1117392,0,0,2927284,0,0,0,0,0,567521,0,0,0,0,0,0,0,0,0,0,0
"1995/12/6",149667,0,278815,0,0,0,0,0,11866,374525,0,0,1775,67478,2642,0,0,0,0,0,0,0,0,1085705,0,0,3783621,4009466,0,0,1629477,0,0,0,0,0,486447,0,0,0,0,0,0,0,0,0,0,0
