"","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090_3","K090_1","K090_2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"1991/9/11",0,0,0,0,0,8770,0,0,0,0,0,0,3934515,0,0,0,0,508770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743409,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/10/9",0,0,0,0,0,8770,0,0,0,0,0,0,2808164,0,0,242289,0,346016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/11/13",0,0,0,0,0,209868,0,0,0,0,0,0,4489976,0,0,0,0,207229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234931,0,119018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136236,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/12/11",0,0,0,0,0,39343,0,0,0,0,0,0,16285806,0,0,1061371,0,933099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/1/8",0,0,0,0,0,249271,0,0,0,0,0,0,0,0,0,214063,0,663556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/2/5",0,0,0,0,0,118088,0,0,0,0,0,0,0,0,0,0,0,1225721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/3/11",0,0,0,0,0,345435,0,0,0,0,0,0,0,0,0,0,0,2078789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/4/8",0,0,0,0,0,183680,0,0,0,0,0,0,0,0,0,0,0,6230116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20142610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697902,0,0,0,0,0,0,119680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224690,0,0,0,0,0,0,0,0,0,10461,0,0,0
"1992/5/6",0,0,0,0,0,179295,0,0,0,0,0,0,2244988,0,0,242289,0,576354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5711868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153442,30191,0,0,0,0,0,0,0,0,0,0,0,0
"1992/6/10",0,0,0,0,0,34958,0,0,0,0,0,0,0,0,0,0,0,120948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163630,0,13610,0,0,57613,0,0,0,0,0,0,0,0,0,18689,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/7/8",0,0,0,0,0,8770,0,0,0,0,0,0,563176,0,0,162267,648969,156503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131271,0,0,0,0,0,0,0,0,0,0,0,8226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/8/5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/9/9",0,0,0,0,0,21864,0,0,0,0,0,0,563176,0,0,269666,0,467535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119018,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/10/7",0,0,0,0,0,43728,0,0,0,0,0,0,2808164,0,0,0,0,433126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/11/11",0,0,0,0,0,21864,0,0,0,0,0,0,3371339,0,0,0,969008,2036983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576572,0,108509,0,0,0,0,0,0,0,0,0,0,0,0,157450,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/12/9",0,0,0,0,0,96225,0,0,0,0,0,0,3934515,0,0,322630,0,542608,0,0,0,0,0,0,0,0,0,0,0,0,0,492607,0,0,0,0,701337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37398,15200,0,0,0,0,0,0,0,0,0,0,0,14177
"1993/1/6",0,0,0,0,0,288614,0,0,0,0,0,0,0,0,0,1402200,0,518555,0,0,0,0,0,0,0,0,0,0,0,0,0,1548400,0,0,0,0,1452916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324813,0,0,0,0,0,0,0,0,0,213377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,793529,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,79481,0,0,0,0,0,0,0,19870,0,5231,0,0,0
"1993/2/10",0,0,0,0,0,314862,0,0,0,0,0,0,0,0,0,214063,0,1066537,0,0,0,0,0,0,0,0,0,0,0,0,0,2463518,0,0,0,0,6864703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865940,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,272472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17172,0,7500386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/3/10",0,0,0,0,0,808959,0,0,0,0,0,0,0,0,0,0,0,1921336,0,0,0,0,0,0,0,0,0,0,0,0,0,211255,0,0,0,0,6113123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,0,0,0,0,0,0,649626,0,0,0,0,0,0,0,0,0,364033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69314,15200,0,0,0,0,0,0,0,0,5231,0,0,0
"1993/4/7",0,0,0,0,0,306093,0,0,0,0,0,0,563176,0,0,0,324484,1454323,0,0,0,0,0,0,0,0,0,0,0,0,0,457317,0,0,0,0,13328150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,136236,0,0,0,0,0,649626,0,0,0,0,0,11412,0,0,0,364033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17172,0,576572,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,297857,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/5/12",0,0,0,0,0,205543,0,0,0,0,0,0,563176,0,0,0,648969,1327977,0,0,0,0,0,0,0,0,0,0,0,0,0,492607,0,0,0,0,1803929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,0,0,0,0,0,0,324813,0,0,0,0,0,0,0,0,0,100438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7496,0,0,0,0,0,0,0,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,224519,0,0,0,698460,0,0,0,0,0,0,0,0,0
"1993/6/8",0,0,0,0,0,299545,0,0,0,0,0,0,0,0,0,404556,0,1374773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16233983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98266,15200,0,0,0,0,0,0,0,0,7855,0,0,0
"1993/7/7",0,0,0,0,0,290776,0,0,0,0,0,0,0,0,0,606834,648969,584402,0,0,0,0,0,0,0,0,0,0,0,0,0,211255,0,0,0,0,3307088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,793529,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,100608,15200,0,0,0,0,0,0,0,0,0,0,0,0
"1993/8/11",0,0,0,0,0,91840,0,0,0,0,0,0,0,0,0,53700,0,1215083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16421,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993/9/8",0,0,0,0,0,122413,0,0,0,0,0,0,277730,0,0,0,0,258906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,7496,0,0,0,0,0,0,0,0,0,0,0,0
"1993/10/6",0,0,0,0,0,360752,0,0,0,0,0,0,2808164,0,0,0,0,937114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57928,0,646972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,0,0,0,297062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63337,60590,0,0,0,0,0,0,0,0,2624,0,0,0
"1993/11/10",0,0,0,0,0,135567,0,0,0,0,0,0,563176,0,0,202278,0,705350,0,0,0,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,175506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,272472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9894,144638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37102,22695,0,0,0,0,0,0,0,0,0,0,0,0
"1993/12/8",0,0,0,0,0,216475,0,0,0,0,0,0,1967257,0,0,971529,0,125852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,0,7599,0,0,0,50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59606,15200,0,0,0,0,0,0,0,0,0,0,0,0
"1994/1/12",0,21155,0,0,0,0,0,0,0,0,0,0,0,491273,0,441446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970,0,0,0,0,0,85445,0,0,0,0,1735240,0,1219932,0,0,1036777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,0,0,0,0,221528,29043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10440,0,0,71806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368497,0,0,0,0,0,0,0,0,0
"1994/2/9",0,0,0,0,0,55681,0,0,0,0,0,0,0,197006,0,0,0,253563,0,0,0,0,0,0,0,4234801,0,0,0,0,0,0,0,0,0,0,6187455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59424,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/3/9",0,7052,0,0,0,0,0,0,0,0,0,0,1188491,354808,0,113325,0,900835,0,0,0,0,0,0,0,847261,0,0,0,0,0,0,0,0,0,0,53015,0,0,0,0,0,0,0,0,0,0,0,2862404,0,0,0,0,2354968,0,5367666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5859,0,0,0,0,1550698,442908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18002,0,0,0,0,0,62637,0,0,43083,0,0,0,0,0,0,0,0,0,0,0,0,163416,16038,0,0,0,0,0,0,20966,0,11076,0,0,32999
"1994/4/6",0,42311,0,0,0,0,0,0,0,0,0,0,3565473,545859,0,113325,0,988878,0,0,0,0,0,0,0,782087,0,0,0,0,0,372367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784914,0,0,0,0,24789136,0,2790561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626901,738428,145216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21736,0,0,0,0,0,16572,0,0,0,0,8225,0,0,0,110284,72727,62637,0,0,28722,0,0,0,0,0,0,0,202868,0,0,0,0,272351,64153,0,0,0,0,0,14394,0,0,55382,0,0,0
"1994/5/11",0,0,0,0,0,13935,0,0,0,0,0,0,0,43228,0,25563,0,34256,0,0,0,0,0,0,0,0,0,0,0,0,0,22237,0,0,0,0,3987089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132815,0,0,0,0,0,0,0,0,0,0,8286,0,0,0,0,0,0,0,0,18381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48157,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/6/8",0,0,0,0,0,36159,0,0,0,0,0,0,0,12401,0,0,204470,21549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710284,0,0,0,0,0,0,0,0,0,0,0,102608,0,0,0,0,0,0,51024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173,0,0,0,0,0,0,22785,0,2237,0,0,0,0,0,0,0,0,0,0,0,0,6666,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/8/10",0,0,0,0,0,0,0,0,0,0,0,0,177439,0,0,127164,515619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32169,0,0,0,0,74019,0,577898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994/9/7",0,0,0,0,0,0,0,0,0,0,0,0,22881905,0,0,34780280,8241017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616760,0,0,0,0,3578668,0,2056475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7197,0,0,0,0,0,0
"1994/10/12",0,0,0,0,0,9070,0,0,0,0,0,0,717470,0,0,85331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19309,0,179692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42924,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4789,0,0,0,0,0,0,0,0,0,0,0,0
"1994/11/9",0,7052,0,0,0,0,0,0,0,0,0,0,5942454,0,0,56662,0,354790,143323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106030,0,0,0,0,0,34850,0,0,0,0,0,2280093,0,0,0,0,867620,0,2531234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221528,29043,0,0,0,0,0,8707,0,0,0,0,0,0,0,0,56446,0,0,0,0,0,0,0,0,0,13077,16572,0,0,0,0,3968,0,0,0,24508,0,62648,1449869,0,43083,0,0,0,0,0,0,0,0,0,0,0,0,163416,80191,0,0,0,0,0,0,0,0,5538,0,0,3000
"1994/12/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172138,0,0,0,0,0,0,0,0,0,0,0,0,0,896264,0,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,6168708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1995/1/11",0,56414,0,0,0,9253,0,0,0,0,0,0,0,0,0,227881,0,892785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139401,0,0,0,0,0,2691514,0,0,0,0,18343961,0,3907556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,0,1472,0,0,516899,0,0,0,0,0,342732,17414,0,0,0,0,0,0,0,0,119533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9921,0,0,0,42888,0,41758,1144633,0,172334,0,0,1089,0,0,0,0,0,0,0,0,0,341689,48114,0,0,0,0,0,0,0,0,22153,0,0,3000
"1995/2/8",0,42311,0,0,0,18507,0,0,0,0,0,0,1188491,0,0,0,0,580556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,0,0,0,0,0,1708898,0,0,0,0,47595142,0,2918528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11717,0,0,0,0,295371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11905,0,0,0,73523,0,31319,2136649,0,114889,0,0,0,0,0,0,0,0,0,0,0,0,356545,160381,0,0,736994,0,0,0,0,0,22153,0,0,0
"1995/3/8",0,42311,0,0,0,9253,0,0,0,0,0,0,0,0,0,0,0,828084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332351,0,0,0,0,19583418,0,3944633,0,75004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74210,0,5889,0,0,147686,0,0,0,0,0,685465,17414,0,0,0,0,0,0,0,0,79689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63494,0,0,0,12254,0,167032,1220942,0,143611,0,0,0,0,0,0,0,0,0,0,0,0,267409,0,0,0,736994,0,0,0,0,0,22153,0,0,0
"1995/4/12",0,0,0,0,0,27760,0,0,0,0,0,0,0,109172,0,0,0,282654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,0,0,0,0,0,512669,0,0,0,0,21318657,0,3758268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54681,0,0,0,0,738428,0,0,0,0,0,685465,0,0,0,0,0,0,0,0,0,132815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20708,0,0,0,0,0,31319,457853,0,172334,0,0,0,0,0,0,0,0,0,0,0,0,207984,32076,0,0,736994,0,0,0,0,0,22153,0,0,0
