"","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090_3","K090_1","K090_2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"1987/9/9",0,0,0,0,0,21864,0,0,0,0,0,0,6171788,0,0,1618223,969008,603082,0,0,0,0,0,0,0,122687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514760,0,0,0,0,0,0,0,0,73167,14991,0,0,0,0,0,0,0,0,0,0,0,0
"1987/10/14",0,0,0,0,0,52437,0,0,0,0,0,0,15722630,0,0,642190,0,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/11/11",0,0,0,0,0,148662,0,0,0,0,0,0,6734964,0,0,0,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233321,0,645560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62608,0,0,0,0,0,0,0,0,0,0,0,431933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366087,0,0,0,0,0,0,0,0,0,0,0,0,0
"1987/12/9",0,0,0,0,0,813284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086155,0,0,0,0,0,0,119577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39439,0,0,0,0,0,0,2421952,0,0,0,0,0,0,0,0,73167,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/1/13",0,0,0,0,0,262365,0,0,0,0,0,0,0,0,0,0,0,2773514,0,0,50846,0,0,0,0,0,0,0,0,0,0,562703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701573,0,0,0,0,0,1212073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29984,0,0,0,11534,0,0,1442420,0,108509,0,0,0,2421952,0,0,0,0,0,0,0,0,297761,0,0,0,0,0,0,0,0,0,20922,0,0,0
"1988/2/10",0,0,0,0,0,434873,0,0,0,0,0,0,0,0,0,319256,0,4557907,0,0,0,0,0,0,0,857113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523345,0,2409204,0,0,0,0,0,397602,0,0,0,0,0,0,0,0,0,0,0,29359,0,0,0,0,5943994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24959,0,0,0,0,0,0,0,0,0,0,46687,0,0,0,0,0,0,0,0,0,0,9758,1147199,0,107950,0,0,0,3012875,0,0,0,0,0,0,0,0,92167,0,0,0,0,0,0,0,0,0,31222,0,0,22550
"1988/3/9",0,0,0,0,0,279844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7028606,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/6/8",0,0,0,0,0,135567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37377,45391,0,0,0,0,0,0,0,0,0,0,0,0
"1988/7/13",0,0,0,0,0,17479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28025,60590,0,0,0,0,0,0,0,0,0,0,0,0
"1988/8/10",0,0,0,0,0,32796,0,0,0,0,0,0,0,0,0,283411,0,93374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160182,29894,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,30399,0,0,0,0,0,0,0,0,0,0,0,0
"1988/9/14",0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,102753,0,295747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27221,0,0,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/10/12",0,0,0,0,0,17479,0,0,0,0,0,0,0,0,0,1251147,0,643498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,15200,0,0,0,0,0,0,0,0,0,0,0,0
"1988/11/9",0,0,0,0,0,13094,0,0,0,0,0,0,0,0,0,677364,0,128868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/12/7",0,0,0,0,0,209868,0,0,0,0,0,0,2808164,0,0,0,0,19367015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211257,0,0,0,0,0,0,0,0,0,0,18837,0,0,0,0,0,0,0,0,0,0,0,543078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18689,0,0,0,0,0,0,0,0,0,20940,0,0,0
"1989/1/11",0,0,0,0,0,9851,0,0,0,0,0,0,138865,0,0,0,0,619946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497,0,0,0,0,0,0,0,0,0,1312,0,0,0
"1989/2/8",0,0,0,0,0,48112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,2624,0,0,0
"1989/4/12",0,0,0,0,0,7652255,0,0,0,0,0,0,0,0,0,0,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,20940,0,0,0
"1989/5/10",0,0,0,0,0,795865,0,0,0,0,0,0,0,0,0,0,0,1274558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22159,0,0,0,0,4348353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,8226,0,0,0,0,0,0,0,0,0,102763,0,0,0,0,0,0,0,0,0,31402,0,0,0
"1989/6/14",0,0,0,0,0,1263713,0,0,0,0,0,0,0,0,0,0,0,559277,0,0,0,0,0,0,0,0,0,0,0,0,0,281352,0,0,0,0,2605751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6782818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14992,0,0,0,0,0,0,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,37377,90989,0,0,0,0,0,0,0,0,0,0,0,0
"1989/7/12",0,0,0,0,0,91840,0,0,0,0,0,0,0,0,0,0,0,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,272472,0,0,0,0,0,0,59789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42045,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/8/9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,7496,0,0,0,0,0,0,0,0,0,0,0,0
"1989/9/6",0,0,0,0,0,69976,0,0,0,0,0,0,0,0,0,809111,0,1330189,0,0,12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,363821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336,30399,0,0,0,0,0,0,0,0,0,0,0,0
"1989/10/11",0,0,0,0,0,89617,0,0,0,0,0,0,25273473,0,0,563180,0,391838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18689,15200,0,0,0,0,0,0,0,0,0,0,0,5667
"1989/12/13",0,0,0,0,0,319187,0,0,0,0,0,0,8424491,0,0,383349,0,120948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39439,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,98303,0,0,0,0,0,0,0,0,0,0,0,0,11343
"1990/1/10",0,0,0,0,0,31714,0,0,0,0,0,0,0,0,0,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/2/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,25279674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/3/14",0,0,0,0,0,577227,0,0,0,0,0,0,0,0,0,826672,0,783675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23357,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/4/11",0,0,0,0,0,1832171,0,0,0,0,0,61367,2244988,0,0,482046,0,926860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820648,0,1545129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116783,0,0,0,0,0,0,0,0,0,7855,0,0,0
"1990/5/9",0,0,0,0,0,350301,0,0,0,0,0,76499,840906,0,0,431432,0,209898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053969,0,1049312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23357,7496,0,0,0,0,0,0,0,0,0,0,0,0
"1990/6/13",0,0,0,0,0,768295,0,0,0,0,0,0,277730,0,0,81133,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7849254,0,928409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252752,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/7/11",0,0,0,0,0,13094,0,0,0,0,0,0,563176,0,0,0,0,120948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37398,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/8/8",0,0,0,0,0,65591,0,0,0,0,0,0,0,0,0,0,648969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25520
"1990/9/12",0,0,0,0,0,104934,0,0,0,0,0,0,4489976,0,0,0,0,362015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28062,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/11/7",0,0,0,0,0,428506,0,0,0,0,0,0,2808164,0,0,155483,0,26636,0,0,0,0,0,0,0,0,0,0,0,0,0,281352,0,0,0,0,150041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80863,15200,0,0,0,0,0,0,0,0,0,0,0,0
"1990/12/12",0,0,0,0,0,1635397,0,0,0,0,0,0,4489976,0,0,0,0,362015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505243,0,0,0,0,8226,0,0,0,0,0,0,0,0,0,422211,15200,0,0,0,0,0,0,0,0,0,0,0,68049
"1991/1/9",0,0,0,0,0,1171873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014175,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215967,0,108509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39696
"1991/2/6",0,0,0,0,0,2361286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140676,0,0,0,0,2755792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76549
"1991/3/13",0,0,0,0,0,1381801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28960594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230609,0,0,0,0,0,0,0,0,0,0,0,0,68040
"1991/4/10",0,0,0,0,0,393548,0,0,0,0,0,0,0,0,0,0,0,263668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24151035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,34020
"1991/5/8",0,0,0,0,0,227407,0,0,0,0,0,0,0,0,0,0,0,96029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695896,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,159021,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/6/12",0,0,0,0,0,314862,0,0,0,0,0,0,563176,0,0,0,0,241067,0,0,0,0,0,0,0,0,0,0,0,0,0,668573,0,0,0,0,1903726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645560,0,0,0,908013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442420,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,134887,0,0,0,0,0,0,0,0,0,0,0,0,14177
"1991/7/10",0,0,0,0,0,161816,0,0,0,0,0,0,563176,0,0,267763,0,1327112,0,0,0,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,2204496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726532,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,406842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37398,0,0,0,0,0,0,0,0,0,0,0,0,22686
"1991/8/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
