"","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015"
"1997/5/7",320824,0,32841,0,0,0,0,19635,0,32628,0,0,0,78296,1084778,0,0,0,0,0,0,0,410807,90700,0,0,1765844,0,3105143,0,4621301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507063,0
"1997/6/11",1796613,0,269909,0,0,0,0,0,0,8157,0,0,0,78296,1627166,0,0,0,0,0,0,0,414999,54420,0,0,8737489,0,2128244,0,226349,0,9094,0,0,0,0,0,0,0,0,0,0,0,0,0,1216273,0
"1997/7/9",898307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133683,266052,0,0,45866,0,4099487,0,0,0,0,0,0,0,318305,0,0,0,0,0,0,0,0,0,135549,0
"1997/8/6",962471,0,271962,0,0,0,0,0,0,766749,0,0,4599,26099,5,0,0,0,0,0,0,0,406615,12093,0,0,802656,0,1500238,0,858242,0,12125,0,0,0,46460,0,0,0,0,0,0,0,0,0,169436,0
"1997/9/10",769977,0,586001,0,0,0,0,0,13702,758592,0,0,0,5220,0,0,0,0,0,0,0,0,1391715,60466,0,0,252263,0,1011788,0,622461,0,0,0,125048,0,92920,0,0,0,0,0,0,0,0,0,0,0
"1997/10/8",641648,58904,72865,0,0,0,0,0,21591,65255,0,0,0,10440,1084778,0,0,0,0,0,0,0,213787,84653,0,0,1009054,1153122,1290902,0,1348665,0,9094,0,0,0,23230,0,0,0,0,0,0,0,0,0,0,0
"1997/11/12",769977,58904,4105,0,0,0,0,0,41522,1044083,0,0,0,83516,2711944,0,0,0,0,0,0,0,381464,90700,0,0,114665,0,3541259,0,490424,0,8661,0,89796,0,96463,0,0,0,0,0,0,0,0,0,0,0
"1997/12/10",192494,39269,82102,0,0,0,0,0,3322,0,0,0,0,135714,5695082,0,0,0,0,0,0,0,213787,6047,0,0,137598,104829,1814241,0,28294,0,1732,0,0,0,65160,0,0,0,0,0,0,0,0,0,0,0
"1998/1/7",64165,196346,40025,0,0,0,0,0,19515,97883,0,0,0,114835,2711944,0,0,0,0,0,0,0,901261,24187,0,0,321063,0,1570016,0,150900,0,0,0,0,0,202564,0,0,0,0,0,0,0,0,0,0,0
"1998/2/12",64165,19635,92364,0,0,0,0,58904,0,277335,0,0,0,229670,813583,0,0,0,0,0,0,0,247323,18140,0,0,343996,0,1029233,0,84881,0,0,0,0,0,954914,0,0,0,0,0,0,0,0,0,0,0
"1998/3/12",64165,0,45156,0,0,0,0,19635,830,32628,0,0,0,156593,1355972,0,0,0,0,0,0,0,494646,0,0,0,1742911,0,471005,0,396111,0,0,0,0,0,682081,0,0,0,0,0,0,0,0,0,0,0
"1998/4/8",192494,117808,7184,0,0,0,0,58904,0,0,0,0,0,307966,271194,0,0,0,0,0,0,0,884493,0,0,0,1100786,0,157002,0,641323,0,0,0,1489211,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/5/13",0,58904,38998,0,0,0,0,19635,0,0,0,0,0,46978,813583,0,0,0,0,0,0,0,846766,0,0,0,1742911,0,3558703,0,103743,0,0,0,204624,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/6/10",128330,0,0,0,0,0,0,19635,0,24471,0,0,0,57417,2440749,0,0,0,0,0,0,0,259899,120933,0,0,10939061,0,523339,0,207487,0,10393,0,34104,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/7/8",320824,0,185755,0,0,0,0,0,0,97883,0,0,0,0,271194,0,0,0,0,0,0,0,171868,163259,0,0,6214855,0,1064122,0,282937,0,7795,0,0,0,150008,0,0,0,0,0,0,0,0,0,0,0
"1998/8/12",0,0,41051,0,0,0,0,0,0,897259,0,0,766,0,271194,0,0,0,0,0,0,0,142525,24187,0,0,16465925,0,3087698,0,2235200,0,0,0,0,0,116150,0,0,0,0,0,0,0,0,0,0,0
"1998/9/9",256659,0,35920,0,0,0,0,0,0,65255,0,0,2299,5220,0,0,0,0,0,0,0,0,201212,0,0,0,20823203,0,2494581,0,1160041,0,0,0,0,0,220686,0,0,0,0,0,0,0,0,0,0,0
"1998/10/7",32082,0,5131,0,0,0,0,0,0,16314,0,0,0,13049,271194,0,0,0,0,0,0,0,27247,0,0,0,2029574,0,444838,0,622461,0,2382,0,0,0,23230,0,0,0,0,0,0,0,0,0,0,0
"1998/11/11",0,0,30788,0,0,0,0,0,2907,0,0,0,0,93956,271194,0,0,0,0,0,0,0,25151,0,0,0,504527,0,680340,0,480993,0,5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998/12/9",0,0,41051,0,0,0,0,7854,7474,0,0,0,0,217142,705105,0,0,0,0,0,0,0,0,0,0,0,348582,0,1262991,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/1/13",0,0,1642,0,0,0,0,78538,166,0,0,0,0,155549,108478,0,0,0,0,0,0,0,67071,1209,0,0,628365,0,669874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/2/9",0,0,6158,0,0,0,0,106027,0,0,0,0,0,454119,54239,0,0,0,0,0,0,0,148394,0,0,0,674231,0,791986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/3/10",38499,0,18473,0,0,0,0,0,0,0,0,0,0,466647,0,0,0,0,0,0,0,0,145879,0,0,0,701751,0,1737485,0,0,0,0,0,0,0,216040,0,0,0,0,0,0,0,0,0,0,0
"1999/4/7",115497,0,49535,0,0,0,0,0,0,0,0,0,0,162857,650867,0,0,0,0,0,0,0,0,45273,0,0,2394210,0,701274,0,171952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304985,0
"1999/5/12",192494,0,5542,0,0,0,0,0,0,0,0,0,0,162857,162717,0,0,0,0,0,0,0,0,75454,0,0,2284131,125795,638473,0,138400,0,6756,0,0,0,27876,0,0,0,0,0,0,33180,0,0,508309,0
"1999/6/9",0,0,62741,0,0,0,0,0,0,0,0,0,0,75165,2278033,0,0,0,0,0,0,0,0,27667,0,0,963188,0,1329280,0,20970,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,60997,0
"1999/7/7",1655451,0,0,0,0,0,0,0,2740,14682,0,0,0,3132,5857799,0,0,0,0,0,0,0,18140,42757,0,0,2366690,0,680340,0,252639,0,7795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/8/11",153995,11781,14778,0,0,0,0,0,2491,185977,0,0,0,12527,813583,0,0,0,0,0,0,0,10884,186121,0,0,302716,0,1193212,0,731413,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999/9/8",577483,47123,93803,0,0,0,0,0,92179,783738,0,0,0,3132,1789883,0,0,0,0,0,0,0,7256,70424,0,0,165118,419317,795475,0,3421602,0,10653,0,0,0,139381,0,0,0,0,0,0,66361,0,0,0,0
"1999/10/13",538984,0,3695,0,0,0,0,0,0,68518,0,0,0,0,325433,0,0,0,0,0,0,0,3628,40242,0,0,55039,922497,1140878,0,672698,0,0,0,0,0,34845,0,0,0,0,0,0,0,0,0,0,0
"1999/11/10",654481,0,1847,0,0,0,0,0,1744,405033,0,0,0,25055,1627166,0,0,0,0,0,0,0,3628,15091,0,0,0,0,230269,0,146788,0,0,0,0,0,663892,0,0,0,0,0,0,0,0,0,0,0
"1999/12/8",384989,0,22783,0,0,0,0,0,1744,112565,0,0,0,34450,2440749,0,0,0,0,0,0,0,36280,0,0,0,0,0,2648094,0,67103,0,0,0,0,0,55752,0,0,0,0,0,0,0,0,0,0,0
"2000/1/12",846975,106027,31062,0,0,0,0,0,3488,0,0,0,0,53242,1139016,0,0,0,0,0,0,0,36280,0,0,0,0,0,1025744,0,67103,0,3638,0,109133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/2/9",192494,35342,3695,0,0,0,0,0,0,0,0,0,0,84560,976300,0,0,0,0,0,0,0,94328,120727,0,0,82559,0,617540,0,146788,0,9874,0,0,0,27283,0,0,0,0,0,0,0,0,0,0,0
"2000/3/8",230993,11781,55967,0,0,0,0,0,0,0,0,0,0,404010,0,0,0,0,0,0,0,0,54420,186121,0,0,82559,0,157002,0,37746,0,2079,0,0,0,90944,0,0,0,0,0,0,0,0,0,0,0
"2000/4/12",0,0,6158,0,0,0,0,0,3322,0,0,0,0,0,271194,0,0,0,0,0,0,0,48373,314393,0,0,412795,0,0,0,0,0,0,0,0,0,30315,0,0,0,0,0,0,0,0,0,0,0
"2000/5/10",320824,0,32841,0,0,0,0,0,1246,0,0,0,0,0,271194,0,0,0,0,0,0,0,24187,180252,0,0,756790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/6/7",0,0,0,0,0,0,0,0,0,16314,0,0,1533,0,1627166,0,0,0,0,0,0,0,114886,0,0,0,68799,0,0,0,0,0,0,0,0,0,45472,0,0,0,0,0,0,0,0,0,0,0
"2000/7/12",76998,0,7389,0,0,0,0,0,997,0,0,0,12416,12527,2928899,0,0,0,0,0,0,0,322891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/8/9",38499,0,11084,0,0,0,0,0,997,293648,0,0,1839,0,813583,0,0,0,0,0,0,0,0,5030,0,0,0,0,0,0,118833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/9/13",38499,0,0,0,0,0,0,0,21924,171295,0,0,0,0,488150,0,0,0,0,0,0,0,0,0,0,0,165118,0,52334,0,33952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/10/11",692979,0,18473,0,0,0,0,0,9218,63624,0,0,0,6264,1627166,0,0,0,0,0,0,0,7256,0,0,0,82559,0,188402,0,246718,0,0,0,0,0,27876,0,0,0,0,0,0,0,0,0,0,0
"2000/11/8",692979,0,0,0,0,0,0,0,0,9788,0,0,0,0,4393349,0,0,0,0,0,0,0,0,45273,0,0,192638,0,146535,0,785562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000/12/13",230993,0,0,0,0,0,0,0,34878,9788,0,0,0,0,4067916,0,0,0,0,0,0,0,0,0,0,0,1183345,0,0,0,0,0,0,0,0,0,20907,0,0,0,0,0,0,0,0,0,0,0
"2001/1/10",192494,0,16010,0,0,0,0,0,1993,0,0,0,0,0,3579766,0,0,0,0,0,0,0,0,22636,0,0,288956,0,41867,0,0,0,0,0,0,0,18189,0,0,0,0,0,0,0,0,0,0,0
"2001/2/7",192494,35342,25862,0,0,0,0,0,0,0,0,0,0,0,1139016,0,0,0,0,0,0,0,7256,27667,0,0,82559,0,73267,0,60381,0,0,0,0,0,54566,0,0,0,0,0,0,0,0,0,0,0
"2001/3/7",76998,0,14778,0,0,0,0,0,0,0,0,0,0,0,325433,0,0,0,0,0,0,0,7256,128272,0,0,288956,0,31400,0,0,0,0,0,0,0,181888,0,0,0,0,0,0,0,0,0,0,0
"2001/4/11",1612,0,0,0,0,0,0,0,7857,0,0,0,0,0,180743,0,0,0,0,0,0,0,16453,0,0,0,0,0,638609,0,0,0,0,0,0,0,250905,0,0,0,0,0,0,0,0,0,0,0
"2001/5/9",0,0,0,0,0,0,0,0,1577,0,0,0,0,0,421734,0,0,0,0,0,0,0,32907,0,0,0,0,0,223128,0,14619,0,0,0,0,0,47045,0,62726,0,0,0,0,0,0,0,0,0
"2001/6/13",2257,0,15386,0,0,0,0,0,5299,11831,0,0,0,0,831419,0,0,0,0,0,0,0,49360,0,0,0,0,0,50781,0,17543,0,0,0,0,0,9409,0,0,0,0,0,0,0,0,0,0,0
"2001/7/11",1290,0,0,0,0,0,0,0,17452,67044,0,0,0,0,325338,0,0,0,0,0,0,0,0,0,0,0,0,0,18466,0,7797,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001/8/8",3224,0,0,0,0,0,0,0,0,1151573,0,0,0,0,144595,0,0,0,0,0,0,0,19744,0,0,0,32147,0,9233,0,581845,0,0,0,0,0,13466,0,0,0,0,0,0,0,0,0,0,0
"2001/9/12",0,0,0,0,0,0,0,0,31429,13146,0,0,0,0,120496,0,0,0,0,0,0,0,32907,0,0,0,401843,0,138493,0,214415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001/11/7",322,0,2564,0,0,0,0,0,15628,18404,0,0,1936,0,132545,0,0,0,0,0,0,0,3291,0,0,0,16074,0,60014,0,191999,0,0,0,0,0,39045,0,0,0,0,0,0,0,0,0,0,0
"2001/12/12",645,322,0,0,0,0,0,0,18857,3944,0,0,0,0,939865,0,0,0,0,0,0,0,0,0,0,0,16074,0,60014,0,49705,0,0,0,0,0,40397,0,0,0,0,0,0,0,0,0,0,0
"2002/1/9",0,322,0,0,0,0,0,0,9429,23662,0,0,603,0,722973,0,0,0,0,0,0,0,9872,0,0,0,56258,0,9233,0,163735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/2/13",1075,0,0,0,0,0,0,0,15714,26292,0,0,0,0,240991,0,0,0,0,0,0,0,0,0,0,0,0,0,184658,0,29238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/3/13",0,0,0,0,0,0,0,0,2523,0,0,0,0,0,60248,0,0,0,0,0,0,0,0,0,0,0,294685,0,361622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/4/10",0,0,10258,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,380100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/5/8",0,0,10258,0,0,0,0,0,0,0,0,0,0,6411,0,0,53988,0,0,0,0,0,0,224161,0,0,64295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139966,0
"2002/6/12",0,0,13848,0,0,0,0,0,0,0,0,0,0,2308,0,0,0,0,0,0,0,0,0,20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/7/10",0,0,12309,0,0,0,0,0,1009,0,0,0,0,1026,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/8/7",0,0,0,0,0,0,0,0,1514,53898,0,0,0,0,0,0,53988,0,0,0,0,0,580,0,0,0,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7307,0,0,0,0
"2002/9/11",107,215,0,0,0,0,0,0,2019,93335,0,0,0,128,24099,0,0,0,0,0,0,0,1949,1949,0,0,24111,31886,0,0,11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186622,0
"2002/10/9",322,107,0,0,0,0,0,0,3028,0,0,0,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,75011,0,0,0,8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/11/13",322,0,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002/12/11",0,0,0,0,0,0,0,0,9429,0,0,0,0,0,12050,0,0,0,0,0,0,0,0,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/1/8",0,0,250897,0,0,0,0,0,0,0,0,0,0,1923,36149,7412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7797,0,0,0,0,0,0,0,0,0,0,0,0,47045,0,0,0,0
"2003/2/12",0,0,30773,0,0,0,0,0,0,0,0,0,0,2564,24099,0,0,0,0,0,0,0,0,68223,0,0,64295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/3/12",0,0,71803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/4/10",0,0,24618,0,0,0,0,0,0,0,0,0,0,1923,72297,0,0,0,0,0,0,0,0,0,0,0,0,0,170809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/5/7",0,0,12309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/6/11",322,0,13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46164,0,0,0,0,0,0,47045,0,0,0,0,0,0,0,0,0,0,0,0
"2003/7/9",0,0,1026,0,0,0,0,0,694,2629,0,0,0,0,1229055,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/8/13",269,0,1090,0,0,0,0,0,3154,19719,0,0,0,64,12050,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/9/10",0,0,0,0,0,0,0,0,2145,76246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/10/8",0,0,0,0,0,0,0,0,0,118312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/11/12",0,0,0,0,0,0,0,0,5362,26292,0,0,0,0,60248,0,0,0,0,0,0,0,24365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003/12/10",0,0,0,0,0,0,0,0,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/1/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/2/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/3/10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/4/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/5/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/6/9",215,0,0,0,0,0,0,0,18230,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/7/7",0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/8/11",30306,0,0,0,0,0,0,0,20186,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004/9/9",0,0,0,0,0,0,0,0,0,1008785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4873,0,0,0,0,0,67329,0,0,0,0,0,0,0,0,0,58319,0
"2004/10/14",537,0,0,0,0,0,0,0,0,457935,0,0,0,0,60248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66274,0,0,0,0,0,8977,0,0,0,0,0,0,0,0,0,0,0
"2004/11/10",1290,107,0,0,0,0,0,0,39993,59156,0,0,0,0,156644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51655,0,0,0,0,0,13466,0,0,0,0,0,0,0,0,0,0,0
"2004/12/8",0,0,0,0,0,0,0,0,14130,31550,0,0,0,0,120496,0,0,0,0,0,0,0,0,0,0,0,2679,0,0,0,99411,0,0,0,0,0,56107,0,0,0,0,0,0,0,0,0,0,0
"2005/1/12",0,645,0,0,0,0,0,0,252,1315,0,0,0,0,735023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322597,0,0,0,0,6273,22443,0,0,0,0,0,0,0,0,0,0,0
"2005/2/9",0,1612,0,0,0,0,0,0,14143,0,0,0,0,0,361487,0,0,0,0,9872,0,0,0,0,0,0,10716,0,420097,0,19492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/3/9",860,430,47698,0,0,0,0,0,0,0,0,0,0,513,481982,0,0,0,0,0,0,0,0,0,0,0,0,0,240055,0,4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/4/13",0,0,0,0,0,0,0,0,3974,0,0,0,0,0,108446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137421,0,0,0,0,0,0,0,0,0,0,0,0,0,209950,0,0,0
"2005/5/11",6126,1612,0,0,0,0,0,0,0,0,0,0,0,0,72297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420988,0,0,0,0,0,0,0,0,0,0,0,0,0,174958,0,0,0
"2005/6/8",13541,322,0,0,0,0,0,0,757,0,0,0,0,0,1108559,0,0,0,0,0,0,0,0,0,0,0,0,0,78480,0,20467,0,0,0,0,90953,0,0,0,0,0,0,0,0,0,0,0,0
"2005/7/13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/8/10",0,0,0,0,0,0,0,0,0,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/9/8",0,0,0,0,0,0,0,0,803,78436,0,0,0,0,47930,0,0,0,0,0,0,0,0,0,0,0,0,0,31829,0,27913,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/10/12",0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005/11/9",598,0,0,0,0,0,0,0,1606,0,0,0,0,0,9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35666,0,0,0,0,0,10713,0,0,0,0,0,0,0,0,0,0,0
"2005/12/7",256,0,0,0,0,0,0,0,0,6275,0,0,0,0,105447,0,0,0,0,0,0,0,0,0,0,0,0,0,83246,0,125608,0,0,0,0,0,5356,0,0,0,0,0,0,0,0,0,0,0
"2006/1/11",0,0,0,0,0,0,0,0,757,0,0,0,0,2564,48198,0,0,0,0,0,0,0,0,0,0,0,0,0,58762,0,25587,0,0,0,0,0,0,0,0,0,0,0,0,58656,0,0,0,0
"2006/2/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37951,0,10855,0,0,0,0,0,0,0,0,0,0,0,0,19552,0,0,0,0
"2006/3/8",322,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23260,0,12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006/4/12",0,0,0,0,0,0,0,0,618,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,19676,0,146133,0,0,0,0,0,0,69105,0,0,0,0,0,0,0,0,0,0,0,0
"2006/5/10",0,0,0,0,0,0,0,0,927,0,0,0,0,0,39333,0,0,0,0,0,0,0,0,0,0,0,177082,0,119302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182739,0
"2006/6/7",789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,103602,0,0,0,0,0,0,112615,0,0,0,0,0,0,0,0,0,0,0,0
"2006/7/12",614,0,0,0,0,0,0,0,4530,10728,0,0,0,0,9833,0,0,0,0,0,0,0,2386,0,0,0,0,0,1438785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006/8/9",3420,0,628,0,0,0,0,0,3706,364073,0,0,0,314,78666,0,0,0,0,0,0,0,3977,59651,0,0,72145,0,1782722,0,0,0,0,0,0,7678,25641,0,0,0,0,0,0,0,0,0,38763,0
"2006/9/13",877,0,0,0,0,0,0,0,3603,5364,0,0,0,105,9833,0,0,0,0,5371,0,0,32609,292688,0,0,0,0,666070,0,0,0,0,0,0,0,51282,0,0,0,0,0,0,0,0,0,0,0
"2006/10/11",438,0,151207,0,0,0,0,0,1282,3218,0,0,0,0,39333,0,14686,0,0,0,0,0,6363,0,0,0,0,0,0,0,0,0,0,0,0,0,47619,0,0,1831,0,0,0,0,0,0,5538,0
"2006/11/8",2105,0,0,0,0,0,0,0,37432,25747,0,0,0,314,422828,0,0,0,0,0,0,0,9544,66809,0,0,0,0,1212093,0,0,0,492,0,0,0,87912,0,0,1831,0,0,0,0,0,0,8306,0
"2006/12/13",0,526,0,0,0,0,0,0,4633,25747,0,0,0,0,471994,0,0,0,0,0,0,0,4772,0,0,0,937880,0,342329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49838,0
"2007/1/10",0,0,0,0,0,0,0,0,944,5311,0,0,0,0,279365,0,52476,0,0,0,0,0,3775,0,0,0,0,0,989559,0,0,0,0,0,0,47337,0,0,0,0,0,0,0,0,0,0,0,0
"2007/2/7",0,0,0,0,0,0,0,0,629,5311,0,0,0,3303,195555,3426,0,0,0,0,0,0,37753,0,0,0,0,0,1399761,0,0,0,0,0,0,157791,0,0,0,0,0,0,0,0,0,0,0,0
"2007/3/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33978,0,0,0,0,0,1242170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007/4/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30203,0,0,0,0,0,1391637,0,0,0,0,0,0,197239,0,0,0,0,0,0,0,0,0,0,0,0
"2007/5/9",3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,143463,0,0,0,0,0,704943,0,0,0,0,0,0,520712,0,0,0,0,0,0,0,0,0,0,0,0
"2007/6/13",21757,0,0,0,0,0,0,0,0,0,0,0,0,3303,83809,0,0,0,0,0,0,0,192542,332914,0,0,0,0,1413920,0,0,0,4457,0,0,637233,0,0,94507,0,0,0,0,0,0,0,0,0
"2007/7/11",14504,0,1823,0,0,0,0,0,0,288169,0,0,0,0,27936,0,0,0,0,0,0,0,30203,188216,0,0,0,0,3635129,0,0,0,0,135180,0,1044760,299943,10560,0,0,0,0,0,302787,0,0,0,0
"2007/8/8",10878,0,0,0,0,0,0,0,0,615279,0,0,0,0,0,0,0,0,0,0,0,0,30203,106620,0,0,0,0,4603006,0,0,0,4457,135180,0,1176759,924314,21119,330776,0,0,0,0,181672,0,0,0,0
"2007/10/10",48348,0,0,0,0,0,0,0,31876,208904,0,0,0,1468,0,0,629709,0,0,0,0,0,25169,101543,0,0,0,0,6268848,0,81096,0,6933,0,0,172357,775363,0,308024,0,0,0,0,968919,0,0,0,110983
