,TN,TP,Algae,Cyanobacteria,Rotifer,Cladocera,Copepod
1,0.084,0.018,0.092307692,0,0.666666667,0,0.142857143
2,0.191,0.041,0.029411765,0,0,0,0
3,0.193,0.039,0.022875817,0,0,0,0
4,0.008,0.03,0.142045455,0,0.888888889,0,0.428571429
5,0.133,0.019,0.142045455,0.083333333,0,0,0.285714286
6,0.244,0.022,0.357142857,0,0,0,0.857142857
7,0.69,0.027,0.321428571,0,0.444444444,0.75,0.428571429
8,0.092,0.002,0.054901961,0.333333333,0.077777778,0.1,0.571428571
9,0.274,0.005,0.277777778,0.133333333,0.037878788,0.2,0.428571429
10,0.119,0.01,0.055727554,0.166666667,0.136363636,0.2,0.428571429
11,0.052,0.001,0,0.133333333,0,0.2,0.428571429
12,0.126,0.026,0.014285714,0.5,0.555555556,0.25,0.428571429
13,0.174,0.045,0.222222222,0.5,0.444444444,0.5,0.714285714
14,0.177,0.051,0.15,0,0,0,0
15,0.322,0.036,0.2,0,0.3,0,0.571428571
16,0.23,0.019,0.142045455,0,0.3,0,0.714285714
17,0.405,0.009,0.125,0,0.888888889,0,0.571428571
18,0.459,0.016,0.142045455,0,0,0,0.571428571
19,0.252,0.002,0.023391813,0,0,0.75,0.714285714
20,0.057,0.01,0.125,0.5,0,0.75,0.571428571
21,0.087,0.049,0.357142857,0.5,0,0,0.571428571
22,0.23,0.055,0.769230769,0,0.038461538,0.333333333,0.571428571
23,0.119,0.004,0.090497738,0.5,0.777777778,0.333333333,0.571428571
24,0.129,0.002,0.142045455,0,0.777777778,0,0.571428571
25,0.098,0.04,0.538461538,0,0.666666667,0.133333333,0.714285714
26,0.117,0.034,0.228571429,0,0,0,0
27,0.221,0.007,0.222222222,0,0.888888889,0,0.714285714
28,0.418,0.013,0.055555556,0,0,0,0.571428571
29,0.367,0.018,0.222222222,0,0,0,0.571428571
30,0.358,0.012,0.357142857,0,0.444444444,0,0.714285714
31,0.358,0.01,0.029411765,0,0.666666667,0.133333333,0.571428571
32,0.087,0.011,0.030959752,0.714285714,0,0.5,0.571428571
33,0.051,0.016,0.538461538,0.208333333,0.037878788,0.75,0.571428571
34,0.274,0.037,0.125,0.166666667,0.777777778,0.133333333,0.571428571
35,0.025,0.007,0.082352941,0.083333333,0.555555556,0.75,0.571428571
36,0.228,0.013,0.018421053,0,0.555555556,0,0.571428571
37,0.093,0.028,0.096618357,0,0.666666667,0,0.714285714
38,0.132,0.048,0.145833333,0,0.777777778,0,0.571428571
39,0.362,0.013,0.233333333,0.714285714,0,0,0.571428571
40,0.155,0.009,0.15,0.19047619,0.555555556,0.75,0.571428571
41,0.084,0.032,0.100961538,0.19047619,0,0.133333333,0.571428571
42,0.485,0.02,0.321428571,0.133333333,0,0.1,0.571428571
43,0.9,0.047,0.357142857,0.133333333,0.027472527,0.1,0.571428571
44,0.703,0.02,0.538461538,0.19047619,0,0.75,0.571428571
45,0.198,0.01,0.16969697,0,0.666666667,0,0.571428571
46,0.061,0.02,0.538461538,0,0.666666667,0,0.571428571
47,0.256,0.04,0.615384615,0,0.666666667,0,0.714285714
48,0.222,0.033,0.538461538,0,0.666666667,0,0.571428571
49,0.204,0.017,0.041666667,0,0.888888889,0,0.571428571
50,0.329,0.002,0.054901961,0.208333333,0.777777778,0,0.714285714
51,0.138,0.012,0.142045455,0.75,0.666666667,0.75,0.571428571
52,0.131,0.043,0.357142857,0.19047619,0.155844156,0.5,0.571428571
53,0.02,0.015,0.090497738,0.083333333,0.038461538,0.5,0.571428571
54,0.088,0.015,0.2,0.6,0,0.5,0.571428571
55,0.067,0.024,0.100961538,0,0,0.1,0.571428571
56,0.341,0.043,0.385714286,0,0.777777778,0.133333333,0.714285714
57,0.139,0.047,0.080357143,0,0.777777778,0.133333333,0.714285714
58,0.345,0.004,0.357142857,0,0.777777778,0,0.714285714
59,0.191,0.013,0.054901961,0,0.777777778,0,0.714285714
60,0.194,0.006,0.125,0,0.666666667,0,0.571428571
61,0.347,0.01,0.125,0.166666667,0.266666667,0,0.714285714
62,0.122,0.004,0.357142857,0.19047619,0.888888889,0.75,0.714285714
63,0.02,0.006,0.2,0.133333333,0.101010101,0.1,0.714285714
64,0.088,0.007,0.615384615,0.083333333,0,0.5,0.571428571
65,0.198,0.015,0.133333333,0,0.136363636,0.25,0.571428571
66,0.076,0.036,0.100961538,0.083333333,0.555555556,0,0.571428571
67,0.116,0.017,0.142045455,0,0.444444444,0.133333333,0.714285714
68,0.04,0.035,0.228571429,0,0.3,0.75,0.714285714
69,0.092,0.022,0.233333333,0,0.777777778,0,0.714285714
70,0.064,0.013,0.222222222,0,0.666666667,0,0.714285714
71,0.164,0.008,0.2,0,0.666666667,0.75,0.714285714
72,0.327,0.011,0.071428571,0.133333333,0.777777778,0,0.714285714
73,0.133,0.034,0,0.75,0.777777778,0.75,0.571428571
74,0.369,0.104,0.769230769,0.666666667,0.777777778,0.133333333,0.571428571
75,0.056,0.064,0.357142857,0.133333333,0.037878788,0.1,0.571428571
76,0.8,0.075,0.538461538,0,0.066666667,0.25,0.571428571
77,0.722,0.024,0.142045455,0,0.101010101,0.1,0.571428571
78,0.489,0.013,0.321428571,0,0.444444444,0.133333333,0.571428571
79,0.081,0.044,0.615384615,0,0.555555556,0.133333333,0.714285714
80,0.01,0.046,0.692307692,0,0.101010101,0.133333333,0.714285714
81,0.094,0.033,0.692307692,0,0.054545455,0.133333333,0.714285714
82,0.105,0.027,0.222222222,0,0.101010101,0.133333333,0.571428571
83,0.325,0.001,0.228571429,0,0.266666667,0.133333333,0.714285714
84,0.286,0.014,0.277777778,0.083333333,0.101010101,0.133333333,0.571428571
85,0.164,0.037,0.142045455,0.133333333,0.777777778,0.75,0.571428571
86,0.05,0.047,0.846153846,0.166666667,0.054545455,0.5,0.571428571
87,0.027,0.054,0.321428571,0,0,0.5,0.571428571
88,0.212,0.053,0.615384615,0,0,0.25,0.571428571
89,0.327,0.054,0.228571429,0,0.3,0.75,0.571428571
90,0.458,0.045,0.16969697,0,0.3,0.133333333,0.571428571
91,0.13,0.012,0.036764706,0,0.777777778,0,0.714285714
92,0.265,0.019,0,0,0.777777778,0,0.714285714
93,0.181,0.004,0.0375,0,0.777777778,0,0.714285714
94,0.171,0.024,0.079411765,0,0.777777778,0,0.571428571
95,0.086,0.046,0.029411765,0,0.777777778,0,0.714285714
96,0.123,0.036,0.133333333,0.083333333,0.777777778,0,0.714285714
97,0.032,0.014,0,0,0,0,0
98,0.472,0.051,0.321428571,0.19047619,0.777777778,0.75,0.714285714
99,0.434,0.031,0.2,0,0.214285714,0.5,0.571428571
100,0.261,0.015,0.022875817,0.19047619,0.266666667,0.5,0.571428571
101,0.041,0.029,0,0,0.555555556,0.1,0.571428571
102,0.511,0.038,0,0,0.3,0,0.571428571
103,0.399,0.005,0.007905138,0,0.3,0,0.571428571
104,0.201,0.005,0.142045455,0,0.777777778,0,0.714285714
105,0.05,0.033,0.136752137,0,0.777777778,0,0.571428571
106,0.099,0.015,0.177777778,0.222222222,0.3,0.133333333,0.714285714
107,0.166,0.036,0.041666667,0.19047619,0.666666667,0,0.714285714
108,0.086,0.029,0.054901961,0.19047619,0.3,0.133333333,0.571428571
109,0.021,0.104,0.15,0.222222222,0.214285714,0.5,0.714285714
110,0.142,0.025,0.098039216,0,0.214285714,0.5,0.714285714
111,0.201,0.013,0.055555556,0,0.3,0.5,0.571428571
112,0.046,0.016,0.219066937,0.846153846,0.214285714,0,0.571428571
113,0.272,0.012,0.385714286,0.233333333,0.666666667,0.133333333,0.571428571
114,0.277,0.003,0.207983193,0.256410256,0.777777778,0.033333333,0.714285714
115,0.141,0.009,0.154411765,0.242424242,0,0,0
116,0.059,0.015,0.169411765,0.25,0.777777778,0.75,0.714285714
117,0.011,0.003,0.138107417,0.833333333,0.666666667,0.133333333,0.714285714
118,0.038,0.001,0.169411765,0.833333333,0.777777778,0,0.714285714
119,0.166,0.041,0.183257919,0.8,0.666666667,0,0.571428571
120,0.042,0.008,0.169411765,0.833333333,0.266666667,0.75,0.571428571
121,0.117,0.029,0.039130435,0.833333333,0.054545455,0.5,0.571428571
122,0.056,0.047,0.063492063,0.25,0.15,0.1,0.571428571
123,0.127,0.01,0.148148148,0.818181818,0.214285714,0.5,0.571428571
124,0.176,0.016,0.186379928,0.857142857,0.15,0.133333333,0.571428571
125,0.058,0.013,0.248161765,0.846153846,0,0,0
126,0.058,0.006,0.302419355,0.25,0.555555556,0,0.25
127,0.146,0.022,0.190217391,0.25,0.777777778,0,0.25
128,0.006,0.033,0.207983193,0.242424242,0.666666667,0,0.095238095
129,0.072,0.075,0.099190283,0.833333333,0.136363636,0.75,0.095238095
130,0.112,0.068,0.291666667,0.866666667,0.3,0.133333333,0.095238095
131,0.224,0.047,0.267857143,0.256410256,0.3,0.75,0.095238095
