"","Date","Station","Z002","Z003","Z004","Z005","Z006","Z007","Z008","Z009","Z011","Z010","Z080","Z012","Z013","Z014","Z015","Z018","Z019","Z020","Z021","Z022","Z023.1","Z023.2","Z023.3","Z024","Z025","Z026","Z027","Z028","Z030","Z032","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"221","1991/08/07",3,0,0,0,44,0,0,0,0,0,0,0,64,226,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,186,0
"222","1991/09/11",3,0,0,0,4,0,0,0,0,0,0,0,55,214,0,454,0,0,0,0,0,0,0,0,43,0,0,0,0,3,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,99,0,306,0,0,83,0,0,0,0,0,0,0,0,124,389,0,0,249,0
"223","1991/10/09",3,0,0,0,10,0,0,0,0,0,0,0,16,78,0,120,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,36,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,194,2,0,0,84,0
"224","1991/11/13",3,0,0,0,5,0,0,0,0,0,0,0,29,75,0,259,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,8,0,164,0,0,41,0,0,0,0,0,0,0,0,467,2,4,0,16,0
"225","1991/12/11",3,0,0,0,2.5,0,0,0,0,0,0,0,18.5,116.5,0,53.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,126,0,0,7,0,0,0,0,0,0,0,0,307,0.5,3,0,2,0
"226","1992/01/08",3,0,0,0,0,0,0,0,0,0,0,0,13.5,88.5,0.5,141,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,3,9,0,1,0,0,0,0,0,0,0,0,5,0,0,0,109.5,0,331.5,0,0,18.5,0,0,0,0,0,0,0,0,74,3,22,0,0,0
"227","1992/02/05",3,0,0,0,0,0,0,0,0,0,0,0,36,46,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,2,0,0,0,68,0,72,0,0,80,0,0,0,0,0,0,0,0,35,0,8,0,0,0
"228","1992/03/11",3,0,0,0,0,0,0,0,0,0,0,0,46,272,0,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,9,0,0,0,77,0,36,0,0,39,0,0,0,0,0,0,0,0,51,0,6,0,0,0
"229","1992/04/08",3,0,0,0,0,0,0,0,0,0,0,0,26,88,0,49.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,16.5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,249.5,0,110.5,0,0,26.5,0,0,0,0,0,0,0,0,9.5,4,0,0,1.5,0
"230","1992/05/06",3,0,0,0,0,0,0,0,0,0,0,0,5,116,0,55,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,13,0,606,0,0,0,0,0,0,0,0,0,0,0,75,487,6,0,7,0
"231","1992/06/10",3,0,0,0,33,0,0,0,0,0,0,0,13,54,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,184,5,0,0,0,0,0,0,0,0,0,0,861,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1389,8,0,0,1,0
"232","1992/07/08",3,0,0,0,18,0,0,0,0,0,0,0,0,218,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,10,0,0,0,0,0,0,0,0,14,2,0,0,1044,0
"233","1992/08/05",3,0,0,0,56,0,0,0,0,0,0,0,32,184,0,466,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,4,0,0,80,0,0,0,0,0,0,0,0,0,0,20,0,84,0,38,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,412,0
"234","1992/09/09",3,0,0,0,10,0,0,0,0,0,0,0,26,140,0,668,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,4,0,14,0,6,0,2,0,0,0,0,0,0,4,0,0,0,146,0,944,0,0,64,16,0,0,0,0,0,0,0,66,96,0,0,616,0
"235","1992/10/07",3,0,0,0,20,0,0,0,0,0,0,0,88,188,4,56,0,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,2,0,136,0,0,0,0,0,0,0,0,4,0,0,0,156,0,1276,0,0,28,18,0,0,0,0,0,0,0,468,28,0,0,706,0
"236","1992/11/11",3,0,0,0,10,0,0,0,0,0,0,0,50,106,0,37,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,13,0,358,0,0,7,0,0,0,0,0,0,0,0,1804,1,0,0,76,0
"237","1992/12/09",3,0,0,0,6,0,0,0,0,0,0,0,26,129.5,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0.5,0,132,0,0,5,0,0,0,0,0,0,0,0,194,10.5,0,0,20,0
"238","1993/01/06",3,0,0,0,0,0,0,0,0,0,0,0,75,122.5,0,12.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"239","1993/02/10",3,0,0,0,2.5,0,0,0,0,0,0,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,2.5,0,0,0,0,0,0,0,22.5,0,0,0,0,0
"240","1993/03/10",3,0,0,0,0,0,0,0,0,0,0,0,67.5,112.5,0,5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"241","1993/04/07",3,0,0,0,5.6,0,0,0,0,0,0,0,50.6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"242","1993/05/12",3,0,0,0,0,0,0,0,0,0,0,0,30,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0
"243","1993/06/08",3,0,0,0,10,0,0,0,0,0,0,0,37.5,92.5,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,87.5,0
"244","1993/07/07",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","1993/08/11",3,0,0,0,42.5,0,0,0,0,0,0,0,12.5,212.5,0,0,0,0,0,0,0,0,0,0,72.5,0,0,0,0,2.5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,97.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,22.5,0
"246","1993/09/08",3,0,0,0,22.5,0,0,0,0,0,0,0,15,187.5,0,22.5,0,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,0,0,12.5,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,87.5,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,0,335,0
"248","1993/10/06",3,0,0,0,27.5,0,0,0,0,0,0,0,17.5,142.5,0,197.5,0,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,35,5,0,27.5,0,0,2.5,0,0,0,0,0,52.5,0,0,0,32.5,0,27.5,0,0,0,0,0,0,0,0,0,0,0,592.5,0,0,0,540,0
"249","1993/11/10",3,0,0,0,5,0,0,0,0,0,0,0,30,95,0,152.5,0,0,0,0,0,25,0,0,2.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,1717.5,0,0,0,85,0
"250","1993/12/08",3,0,0,0,3.1,0,0,0,0,0,0,0,18.8,140.6,0,140.6,0,0,0,0,0,84.4,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,40.6,0
"251","1994/01/12",3,0,0,0,0,0,0,0,0,0,0,0,50,78.1,0,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,3.1,0,93.8,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0
"252","1994/02/09",3,0,0,0,3.1,0,0,0,0,0,0,0,68.8,103.1,0,28.1,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
"253","1994/03/09",3,0,0,0,0,0,0,0,0,0,0,0,17.5,215,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0
"254","1994/04/06",3,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,7.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","1994/05/11",3,0,0,0,0,0,0,0,0,0,0,0,26.3,258.8,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,3.8,0,360,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,0,15,0
"256","1994/06/08",3,0,0,0,20,0,0,0,0,0,0,0,47.5,387.5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,667.5,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,175,0
"258","1994/08/10",3,0,0,0,6.3,0,0,0,0,0,0,0,106.3,525,0,100,0,0,0,0,0,0,0,0,243.8,0,0,0,0,0,0,0,0,6.3,0,0,193.8,0,18.8,0,0,0,0,0,0,0,0,0,0,206.3,0,68.8,0,0,37.5,0,0,0,0,0,0,0,0,1475,0,0,0,2500,0
"259","1994/09/07",3,0,0,0,0,0,0,0,0,0,0,0,120,665,0,565,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,35,0,0,1125,0,110,15,0,0,0,0,0,0,0,0,0,40,5,850,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,1360,0
"260","1994/10/12",3,0,0,0,10,0,0,0,0,0,0,0,20,155,0,145,0,0,0,0,0,0,0,0,80,0,0,0,0,0,5,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,5,0,20,0,105,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,115,0
"261","1994/11/09",3,0,0,0,32.5,0,0,0,0,0,0,0,57.5,85,0,35,0,5,0,0,0,0,0,0,15,0,0,0,0,0,2.5,0,0,95,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,267.5,0,0,0,0,0,0,0,0,0,0,0,412.5,0,0,0,30,0
"262","1994/12/07",3,0,0,0,5,0,0,0,0,0,0,0,65,212.5,0,807.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"263","1995/01/11",3,0,0,0,0,0,0,0,0,0,0,0,42.5,150,0,1450,0,0,0,0,2.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0
"264","1995/02/08",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","1995/03/08",3,0,0,0,5,0,0,0,0,0,0,0,90,455,0,62.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0
"266","1995/04/12",3,0,0,0,0,0,0,0,0,0,0,0,57.5,175,0,17.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0
"267","1995/05/10",3,0,0,0,0,0,0,0,0,0,0,0,45,457.5,0,15,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,292.5,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
"268","1995/06/07",3,0,0,0,10,0,0,0,0,0,0,0,12.5,335,0,15,0,0,0,0,0,7.5,0,0,25,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,462.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,2.5,0
"269","1995/07/12",3,0,0,0,12.5,0,0,0,0,0,0,0,3.1,165.6,0,3.1,0,0,0,0,0,0,0,0,81.3,0,0,0,0,0,0,0,0,50,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,84.4,0,0,0,0,0,0,0,0,0,0,0,71.9,0,0,0,1350,0
"270","1995/08/09",3,0,0,0,9.4,0,0,0,0,0,0,0,65.6,506.3,0,346.9,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,3.1,0,0,146.9,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,3.1,0,0,0,0,0,0,0,0,0,0,0,359.4,0,0,0,700,0
"271","1995/09/06",3,0,0,0,3.1,0,0,0,0,0,0,0,46.9,184.4,0,243.8,0,0,0,0,0,0,0,0,109.4,0,0,0,0,9.4,0,0,0,25,0,0,34.4,0,0,0,0,0,0,0,0,15.6,0,0,0,56.3,0,31.3,0,0,0,0,0,0,0,0,0,0,0,431.3,0,0,0,568.8,0
"272","1995/10/04",3,0,0,0,12.5,0,0,0,0,0,0,0,34.4,259.4,0,209.4,0,0,0,0,0,0,0,0,40.6,0,0,0,0,3.1,0,0,0,90.6,0,0,59.4,0,0,0,0,0,0,0,0,37.5,0,0,0,28.1,0,481.3,0,0,0,0,0,0,0,0,0,0,0,409.4,0,0,0,228.1,0
"273","1995/11/08",3,0,0,0,15.6,0,0,0,0,0,0,0,28.1,50,6.3,25,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,43.8,0,0,59.4,0,0,0,0,0,0,0,0,3.1,0,0,0,15.6,0,40.6,0,0,0,0,0,0,0,0,0,0,0,446.9,0,0,0,31.3,0
"274","1995/12/06",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","1996/04/03",3,0,0,0,0,26.3,0,0,0,0,0,0,52.7,530.5,0,0.9,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0.7,0
"276","1996/05/08",3,0,0,0,0,6.8,0,0,0,0,0,0,24.1,209.6,0,0,0,0,0,0,0,13.8,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.3,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,1,0
"277","1996/06/12",3,2.4,0,0,35.9,0,0,0,0,0,0,0,46.8,319.9,0,0,0,0,0,0,0,4.3,0,0,8.5,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.6,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,188.9,0
"279","1996/08/07",3,0,0,0,0,0.1,0,0,0,0,0,0,0.6,521.5,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,0,109.1,0,6.1,12.1,0,0,0,0,0,0,0,0,830.7,0,0,0,1206.7,0
"280","1996/09/11",3,1.2,0,0,6.1,67.3,0,0,0,0,0,0,132.1,291.2,0,0,0,0,0,0,0,0,0,0,88.1,0,0,0,0,3.7,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1754.5,0,0,8.9,0,0,0,0,0,0,0,0,165.3,0,0,0,348.5,0
"281","1996/10/08",3,6.2,0,0,21.4,22.5,0,0,0,0,0,0,36.3,281.8,0,6.9,0,0,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,88.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,397.6,0,6.9,6.9,0,0,0,0,0,0,0,0,331.9,0,0,0,459.8,0
"282","1996/11/06",3,7.7,0,0,4.7,3.7,0,0,0,0,0,0,33,56.9,0,0.6,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.5,0,0,3.9,0,0,0,0,0,0,0,0,102.9,0,0,0,83.5,0
"283","1996/12/11",3,5.8,0,0,1.2,5.9,0,0,0,0,0,0,22.7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,0,0,0,0,0,0,0,0,0,0,0,72.8,0,0,0,15.1,0
"284","1997/01/08",3,0,0,0,0,8.3,0,0,0,0,0,0,51.2,152.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0
"285","1997/02/12",3,0,0,0,0,17.3,0,0,0,0,0,0,39.9,129,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0
"286","1997/03/12",3,0,0,0,0,16.4,0,0,0,0,0,0,51.2,297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"287","1997/04/09",3,0,0,0,0,4.3,0,0,0,0,0,0,27.7,218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","1997/05/07",3,0,0,0,0,5.4,0,0,0,0,0,0,27.7,229.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18.9,0
"289","1997/06/11",3,19.8,0,0,47.9,1.9,0,0,0,0,0,0,4.5,263.5,0,0,0,0,0,0,0,91.9,0,0,37.7,0,0,0,0,28.7,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.2,0,0,0,0,0,0,0,0,0,0,0,123.1,0,0,0,59.6,0
"290","1997/07/09",3,7.9,0,0,16.9,0,0,0,0,0,0,0,1.5,90.9,0,0,0,0,0,0,0,0,0,0,143.5,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,111.2,0
"291","1997/08/06",3,0,0,0,16.6,5.1,0,0,0,0,0,0,108.5,353.6,0,0,0,0,0,0,0,0,0,0,183.2,0,0,0,0,2.2,0,0,2.1,443.7,0,0,249.6,0,4.3,0,0,0,0,0,0,0,0,0,0,29.8,0,6.4,0,0,0,0,0,0,0,0,0,0,0,170.2,0,0,0,740.4,0
"292","1997/09/10",3,0,0,0,0,7,0,0,0,0,0,0,12.9,216.5,0.6,54.4,0,0,0,0,0,0,0,0,69.6,0,0,0,0,10.5,0,0,0,36.3,0,0,80.7,0,4.7,0,0,0,0,0,0,0,0,0,0,57.4,0,134,0,0,0,0,0,0,0,0,0,0,0,507.4,0,0,0,603.2,0
"293","1997/10/08",3,1.3,0,0,8.9,3.4,0,0,0,0,0,0,5.5,147.7,1.3,71.1,0,0,0,0,0,0,0,0,35.3,0,0,0,0,8.1,0,0,14,6.8,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,361.6,0,3.5,0,0,0,0,0,0,0,0,0,119.4,0,0,0,414.3,0
"294","1997/11/12",3,13.3,0,0,1.5,7.2,0,0,0,0,0,0,37.4,98,0,0,0,0,0,0,0,0.6,0,0,9,0,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,198.8,0,2.2,0,0,0,0,0,0,0,0,0,89.4,0,0,0,64.8,0
"295","1997/12/10",3,1.6,0,0,0.6,14.4,0,0,0,0,0,0,32.9,64.5,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0
"296","1998/01/07",3,0,0,0,0,11.9,0,0,0,0,0,0,14.3,53,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","1998/02/12",3,0,0,0,0,5,0,0,0,0,0,0,5.9,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","1998/03/12",3,0,0,0,0,2.1,0,0,0,0,0,0,2.2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","1998/04/08",3,0,0,0,0,0,0,0,0,0,0,0,0.5,5.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0
"300","1998/05/13",3,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0
"301","1998/06/10",3,0,0,0,0,9.6,0,0,0,0,0,0,22.9,96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,193.6,0
"302","1998/07/08",3,9.6,0,0,25.5,3.2,0,0,0,0,0,0,12.8,453.2,0,0,0,0,0,0,0,0,0,0,446.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,0,0,0,0,0,0,0,0,0,0,0,171.9,0,0,0,166.8,0
"303","1998/08/12",3,7.4,0,0,12.8,2.1,0,0,0,0,0,0,13.8,307.4,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,25.5,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,20.1,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,574.5,0
"304","1998/09/09",3,8.6,0,0,14.4,8.6,0,0,0,0,0,0,16.3,192.7,0,4.8,0,0,0,0,0,0,0,0,70.9,0,0,0,0,8.6,0,0,2.7,8,0,0,23.9,0,37.2,0,0,0,0,0,0,0,0,0,0,2.7,0,5.3,0,0,2.7,0,0,0,0,0,0,0,0,34.6,0,0,0,380.3,0
"305","1998/10/07",3,1.1,0,0,6.4,1.1,0,0,0,0,0,0,11.7,54.3,0,36.2,0,0,0,0,0,0,0,0,29.8,0,0,0,0,2.1,0,0,8,8,0,0,23.9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,199.5,0,0,0,271.3,0
"306","1998/11/11",3,0,0,0,2.7,2.7,0,0,0,0,0,0,7.4,21.8,0.5,45.7,0,0,0,0,0,0,0,0,6.4,0,0,0,0,5.3,0,0,11.9,35.7,0,0,1.7,0,6.8,0,0,0,0,0,0,0,0,0,0,3.4,0,100.4,0,0,0,0,0,0,0,0,0,0,0,209.4,0,0,0,17,0
"307","1998/12/09",3,2.7,0,0,0,4.3,0,0,0,0,0,0,2.1,71.3,0,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,22.1,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.6,0,0,0,0,0,0,0,0,0,0,0,163.2,0,0,0,13.8,0
"308","1999/01/13",3,0,0,0,0,8.9,0,0,0,0,0,0,11.2,93.8,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.4,0,0,0,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0
