"","Date","Station","Z002","Z003","Z004","Z005","Z006","Z007","Z008","Z009","Z011","Z010","Z080","Z012","Z013","Z014","Z015","Z018","Z019","Z020","Z021","Z022","Z023.1","Z023.2","Z023.3","Z024","Z025","Z026","Z027","Z028","Z030","Z032","Z036","Z034","Z035","Z037","Z038","Z039","Z074","Z067","Z040","Z041","Z042","Z043","Z044","Z045","Z046","Z047","Z048","Z077","Z049","Z051","Z052","Z054","Z055","Z056","Z057","Z058","Z076","Z078","Z059","Z060","Z061","Z062","Z063","Z065","Z068","Z079","Z069","Z071"
"309","1999/02/09",3,0,0,0,0,4.5,0,0,0,0,0,0,25.5,172.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,0,0,76.6,0,0,0,0,0
"310","1999/03/10",3,0,0,0,0,13.9,0,0,0,0,0,0,24.9,125.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0.6,0
"311","1999/04/07",3,0,0,0,0,6.8,0,0,0,0,0,0,20,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0
"312","1999/05/12",3,0,0,0,0.3,8,0,0,0,0,0,0,15,188.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,40.8,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,180.1,0
"313","1999/06/09",3,0.8,0,0,18.3,2.3,0,0,0,0,0,0,13.3,248.9,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,121.7,0
"314","1999/07/07",3,5.9,0,0,14.4,0,0,0,0,0,0,0,0,183.7,0,0,0,0,0,0,0,0,0,0,60.1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.1,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,27.2,0
"315","1999/08/11",3,0.6,0,0,3.2,0.6,0,0,0,0,0,0,5.1,34.5,4.5,1.3,0,0,0,0,0,0,0,0,91.9,0,0,0,0,16,0,0,6.4,14.7,0,0,68.9,0,90,0,0,0,0,0,0,0,0,0,0,49.1,0,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,81.7,0,0,0,197.2,0
"316","1999/09/08",3,1,0,0,3.5,1.3,0,0,0,0,0,0,4.1,105,1.3,1,0,0,0,0,0,0,0,0,59,0,0,0,0,6.4,0,0,41.5,40.9,0,0,151.3,0,26.2,5.1,0,0,0,0,0,0,0,0,0,6.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,141.1,0,0,0,329.4,0
"317","1999/10/13",3,25.7,0,0,9,1.2,0,0,0,0,0,0,0.2,94.8,0,2.3,0,0,0,0,0,0,0,0,56.2,0,0,0,0,2.3,0,0,53.8,15.2,1.2,0,30.4,0,7,0,0,0,0,19.9,0,0,4.7,0,0,7,0,1.2,16.4,0,0,0,0,0,0,0,0,0,0,156.8,0,18.7,0,88.9,0
"318","1999/11/10",3,4,0,0,6.1,2,0,0,0,0,0,0,1.1,16.2,4,89.9,0,0,0,0,0,0,0,0,16.2,0,0,0,0,10.1,0,0,42.4,40.4,0,0,12.1,0,1,1,0,0,2,43.5,0,0,73.8,0,0,39.4,0,0,248.6,0,0,0,0,0,0,0,0,0,0,59.6,0,60.6,0,44.5,0
"319","1999/12/08",3,4.2,0,0,7.9,5.2,0,0,0,0,0,0,2.1,86.5,0,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.4,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,2.1,560.9,0,0,0,0,0,0,0,0,0,0,155.3,0,48,0,21.9,0
"320","2000/01/12",3,0,0,0,0,6.4,0,0,0,0,0,0,16.5,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,0,0,0,0,0,0,0,0,0,0,62.2,0,23.4,0,0,0
"321","2000/02/09",3,0,0,0,0,7.9,0,0,0,0,0,0,8.6,122.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,3.6,0,18.7,0,0,0
"322","2000/03/08",3,0,0,0,0,11,0,0,0,0,0,0,5.7,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4.8,0,14.4,0,0,0
"323","2000/04/12",3,0,0,0,0,13.3,0,0,0,0,0,0,22.3,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.4,0
"324","2000/05/10",3,0,0,0,0,6.8,0,0,0,0,0,0,14,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,9.9,0
"325","2000/06/07",3,0,0,0,0.5,0,0,0,0,0,0,0,0.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"326","2000/07/12",3,2.2,0,0,1.1,3.9,0,0,0,0,0,0,8.4,119.5,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,0,0,3.4,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,103.9,0
"327","2000/08/09",3,2.7,0,0,0.9,0,0,0,0,0,0,0,23.5,89.5,0,0,0,0,0,0,0,0,0,0,87.7,0,0,0,0,45.2,0,0,58.8,34.4,0.9,0,89.5,0,8.1,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1.8,0,0,0,0,0,0,0,0,0,0,142,0,0,0,120.3,0
"328","2000/09/13",3,7.5,0,0,1.3,5,0,0,0,0,0,0,10,115,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,17.5,0,0,42.5,21.3,1.3,0,22.5,0,33.8,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,767.5,0
"329","2000/10/11",3,12.4,0,0,2.5,2.5,0,0,0,0,0,0,0.8,141,0,0.8,0,0,0,0,0,0,0,0,31.3,0,0,0,0,9.1,0,0,61,11.5,0,0,66,0,25.6,0,0,0,0,0,0,0,0,0,0,5.8,0,0,8.2,0,0,0,0,0,0,0,0,0,0,181.4,0,0,0,139.3,0
"330","2000/11/08",3,8.3,0,0,0.9,2.3,0,0,0,0,0,0,6.5,20.8,0,30.1,0,0,0,0,0,0,0,0,6,0,0,0,0,0.5,0,0,11.1,16.2,0,0,34.2,0,20.8,0,0,0,0,0,0,0,0,0,0,11.6,0,4.6,211,0,0,0,0,0,0,0,0,0,0,54.1,0,0,0,25.9,0
"331","2000/12/13",3,0,0,0,0,13.5,0,0,0,0,0,0,8.6,46.5,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3,0,0,0,0,0,0,0,0,0,0,39.1,0,0,0,14.7,0
"332","2001/01/10",3,0,0,0,0,6.1,0,0,0,0,0,0,9.7,100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,35.1,0,0,0,0,0
"333","2001/02/07",3,0,0,0,0,14,0,0,0,0,0,0,23.9,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0
"334","2001/03/07",3,0,0,0,0,6.1,0,0,0,0,0,0,17.1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0
"335","2001/04/11",3,0,0,0,0,8.2,0,0,0,0,0,0,17.1,89.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,4.1,0,0.5,0,0,0
"336","2001/05/09",3,0,0,0,0,5.1,0,0,0,0,0,0,10.4,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4.5,0
"337","2001/06/13",3,5.5,0,0,56.8,1.5,0,0,0,0,0,0,7.4,431.1,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,17.4,0
"338","2001/07/11",3,29.4,0,0,24.4,0.6,0,0,0,0,0,0,4.2,265,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,2.2,0,0,1.2,0,2.2,0,0,0,0,0,0,0,0,0,0,2.1,0,0,11.1,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,13.2,0
"339","2001/08/08",3,5.5,0,0,14.3,8.8,0,0,0,0,0,0,49.5,346.3,0,0,0,0,0,0,0,0,0,0,56.2,0,0,0,0,13.8,0,0,13.2,0,0,0,1.6,0,0.5,0,0,0,0,0,0,0,0,0,0,26.4,0,0,263.8,0,6.6,0,0,0,0,0,0,0,0,145.1,0,0,0,131.9,0
"340","2001/09/12",3,1.1,0,0,15.5,7.8,0,0,0,0,0,0,16.6,259.1,6.6,1.1,0,0,0,0,0,0,0,0,83.1,0,0,0,0,1.1,0,0,74,7.8,0,1.1,47.7,0,5.5,0,0,0,0,55.5,0,0,0,0,0,6.2,0,6.2,444.3,0,12.3,0,0,0,0,0,0,0,0,86.4,0,0,0,246.8,0
"341","2001/10/11",3,1.2,0,0,2.4,0,0,0,0,0,0,0,14.6,236.5,0,6.1,0,0,0,0,0,2.4,0,0,67,0,0,0,0,14.6,0,0,98.6,96.3,0,2.4,56.1,0,13.4,0,1.2,0,0,32.9,0,0,0,0,0,0,0,0,339.7,0,0,0,0,0,0,0,0,0,0,536.9,0,131.5,0,569.8,0
"342","2001/11/07",3,14.9,0,0,1.7,2.2,0,0,0,0,0,0,13.6,40.5,0,0,0,0,0,0,0,3,0,0,10.7,0,0,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,158.8,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,65.5,0
"343","2001/12/12",3,1,0,0,0,5.2,0,0,0,0,0,0,7.2,120.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,7,0
"344","2002/01/09",3,0,0,0,0,6.3,0,0,0,0,0,0,13.3,83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
"345","2002/02/13",3,0,0,0,0,1.9,0,0,0,0,0,0,8.1,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","2002/03/13",3,0,0,0,0,4.3,0,0,0,0,0,0,9.6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","2002/04/10",3,0,0,0,0,0,2.4,0,0,0,0,0,6.6,76.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","2002/05/08",3,0,0,0,0,0,0.2,0,0,0,0,0,1.2,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0
"349","2002/06/12",3,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0
"350","2002/07/10",3,0,0.1,1.7,74.2,0,0,0,0,0,0,0,6.6,166.5,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0
"351","2002/08/07",3,0,1.5,0,0,0,0,0,0,0,0,0,2.1,67.1,0,0,0,0,0,0,0,0,0,0,50.9,0,0,0,0,22.3,0,0,174.5,11.3,25.5,0,28.9,0,7.3,0,0,0,0,0,0,0,0,0,0,2.2,19.7,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,83,0
"352","2002/09/11",3,0,0,0,1.2,0,0,0,0,0,0,0,3.5,62,9.4,1.2,0,0,0,0,0,0,0,0,83.1,0,0,0,0,15.2,0,1.2,117,9.4,4.3,0,21.1,0,45.6,0,0,0,0,2.1,0,0,0,0,0,0,1.2,0,2.1,0,0,0,0,0,0,0,0,0,0,29.8,0,4.3,0,93.6,0
"353","2002/10/09",3,0,0,0,6.4,3.2,0,0,0,0,0,0,6.4,63.8,0,7.4,0,0,0,0,0,0,0,0,28.7,0,0,0,0,9.6,0,0,10.9,14.9,0,0,11.7,0,12.8,0,0,0,1.1,12.7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34.4,0,5.4,0,36.2,0
"354","2002/11/13",3,0,11.7,0,7,4.7,0,0,0,0,0,0,5.9,35.1,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,2.3,0,0,41,24.6,0,0,9.4,0,7,0,0,0,0,17.6,0,0,0,0,0,1.2,0,17.6,146.3,0,11.7,0,0,0,0,0,0,0,0,17.6,0,152.1,0,29.3,0
"355","2002/12/11",3,0,1.1,0,0,0,4.3,0,0,0,0,0,7.2,92.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.7,0,0,0,0,0,0,0,0,0,0,5.9,0,579.3,0,5.9,0
"356","2003/01/08",3,0,0,0,0,0,1.7,0,0,0,0,0,4.4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,10.5,0,224.7,0,0,0
"357","2003/02/12",3,0,0,0,0,0,9.7,0,0,0,0,0,9,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0
"358","2003/03/12",3,0,0,0,0,0,5.3,0,0,0,0,0,7.1,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0
"359","2003/04/10",3,0,0,0,0,0,4.9,0,0,0,0,0,10.3,79.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0
"360","2003/05/07",3,0,0,0,0.1,0.4,6.3,0,0,0,0,0,7,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,66.9,0,0,0,49.5,0
"361","2003/06/11",3,0,2.8,0,5.6,0.2,1.8,0,0,0,0,0,13.9,65.6,0,0,0,0,0,0,0,0.3,0,0,1.5,0,0,0,0,0.1,0,0,145.1,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.5,0,0,0,0,0,0,0,0,0,0,18.7,0,0,0,215.3,0
"362","2003/07/09",3,0,7.4,0,34.3,0,0,0,0,0,0,0,3,175.7,0,0,0,0,0,0,0,0,0,0,189.1,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,57.7,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,14.2,0
"363","2003/08/13",3,0,17,0,19.1,0,0,0,0,0,0,0,6.4,170.2,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,3.2,0,0,45.9,3.7,5.7,0,0,0,0,3.8,0,0,0,0,0,53.5,0,0,0,0,1.9,24.8,158.7,0,2,0,0,0,0,0,0,0,0,53.8,0,0,0,5.7,0
"364","2003/09/10",3,0,1.1,0,0,1.1,1.1,0,0,0,0,0,5.3,17,1.1,1.1,0,0,0,0,0,0,0,0,28.7,0,0,0,0,30.9,0,1.3,7.9,25.5,5.1,0,2.6,0,12.8,0,0,0,0,7.9,0,31.5,0,0,0,0,1.3,0,15.7,0,0,0,0,0,0,0,0,0,0,153.5,0,35.7,0,23,0
"365","2003/10/08",3,0,4.9,0,2.4,7.3,0,0,0,0,0,0,4.9,134.6,4.9,14.7,0,0,0,0,0,0,0,0,71,0,0,0,0,75.9,0,0,8.9,13.4,6.7,0,4.5,0,4.5,0,0,0,0,31.3,0,6.7,0,0,0,0,0,0,151.9,0,0,0,0,0,0,0,0,0,0,17.9,0,2.2,0,20.1,0
"366","2003/11/12",3,0,8.8,0,2,3.1,8.7,0,0,0,0,0,13.8,74.4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,0
"367","2003/12/10",3,0,0.5,0,0.1,0.1,3.3,0,0,0,0,0,5.3,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,3.4,0
"368","2004/01/07",3,0,0.1,0,0,0,2.3,0,0,0,0,0,2.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","2004/02/10",3,0,0,0,0,0,0.1,0,0,0,0,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0
"370","2004/03/10",3,0,0,0,0,0,26.8,0,0,0,0,0,67,241.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","2004/04/07",3,0,0,0,0.1,0,0,0,0,0,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","2004/05/12",3,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0
"373","2004/06/09",3,0,0.1,0.1,0.6,0.1,0,0,0,0,0,0,0.2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","2004/07/07",3,0,3.7,15.1,32.9,0,0,0,0,0,0,0,1.2,183.2,0,0,0,0,0,0,0,0,0,0,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","2004/08/11",3,0,1.5,0,6,16.4,0,0,0,0,0,0,17.9,214.5,0,1.5,0,0,0,0,0,0,0,0,244.3,0,0,0,0,4.5,0,0,4.7,0,0,0,0,0,0,105.3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,2.3,0,0,0,0,0,0,0,0,330,0,0,0,84.3,0
"376","2004/09/09",3,0,3.8,0,40.2,13.4,0,0,0,0,0,0,21.1,91.9,1.9,88.1,0,0,0,0,0,0,0,0,28.7,0,0,0,0,13.4,0,0,0,0,29.8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,89.4,25.5,38.3,0,38.3,0,0,0,0,0,0,0,0,493.6,4.3,242.6,0,183,0
"377","2004/10/14",3,0,2.3,0,3.1,1.3,0,0,0,0,0,0,2.6,53.5,1.2,4.3,0,0,0,0,0,0,0,0,26.9,0,0,0,0,2,0,0,5.5,0,1.4,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,6.9,15.2,0,2.8,0,0,0,0,0,1.4,0,0,13.8,0,1.4,0,23.5,0
"378","2004/11/10",3,0,3.6,0.9,6.1,1.7,1.3,0,0,0,0,0,11.4,22.2,0,4.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12.8,31.9,6.4,0,3.2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22.3,166,0,3.2,0,0,0,0,0,0,0,0,47.9,0,0,0,73.4,0
"379","2004/12/08",3,0,1.7,1.7,0,0.5,0.6,0,0,0,0,0,4.5,7.7,0,24.9,0,0,0,0,0,2.4,0,0,0.6,0,0,0,0,0,0,0,3.2,25.5,0,0,130.9,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,51.1,67,0,0,0,0,0,0,0,0,3.2,0,848.9,0,0,0,19.1,0
"380","2005/01/12",3,0,0,0,0,0,3.6,0,0,0,0,0,9,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"381","2005/02/09",3,0,0,0,0,1.3,2.3,0,0,0,0,0,9.2,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0
"382","2005/03/09",3,0,0,0,2.2,4.9,3.6,0,0,0,0,0,5.3,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,8.9,0,0.6,0,0,0,0,0,0,3.2,0,2,0,0,0,0,0
"383","2005/04/13",3,0,0,0,0,0,8.5,0,0,0,0,0,17.2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0
"384","2005/05/11",3,0,0,0,0,1.6,6.2,0,0,0,0,0,19.3,140.4,0,0.9,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.6,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,353,0
"385","2005/06/08",3,0,0,0,2.1,0,7.6,0,0,0,0,0,19.4,164.1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,266.6,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,213,0
"386","2005/07/13",3,0,23.5,0,77.8,0,0,0,0,0,0,0,5.4,631.2,0,0,0,0,0,0,0,1.8,0,0,128.4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,1.7,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,1.1,0
"387","2005/08/10",3,0,0,0,6.7,0,0,0,0,0,0,0,0,27.7,0,0,0,0,0,0,0,0,0,0,81.8,0,0,0,0,5.4,0,0,2.1,0,2.1,0,136.2,0,8.5,2.1,0,0,0,0,0,0,0,0,0,34,12.8,0,4.3,0,8.5,0,0,0,0,0,0,0,0,31.9,0,0,0,14.9,0
"388","2005/09/08",3,0,3,0,6,7.4,0,0,0,0,0,0,8.9,193.6,4.5,0,0,0,0,0,0,0,0,0,47.7,0,0,0,0,20.9,0,0,20.9,95.3,3,0,122.1,0,6,0,0,0,0,0,0,53.6,0,0,0,8.9,0,0,3,0,0,0,0,0,0,0,0,0,0,274,0,0,0,77.4,0
"389","2005/10/12",3,0,1.4,0,4.1,2.8,0,0,0,0,0,0,5.5,53.9,4.1,45.6,0,0,0,0,0,0,0,0,33.2,0,0,0,0,23.5,0,0,10.6,13.3,2.7,0,26.6,0,47.9,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,37.2,0,0,0,0,0,0,0,0,0,0,154.3,0,2.7,0,77.1,0
