"","Date","Station","K001","K002","K003","K178","K005","K215","K216","K006","K009","K010","K181","K182","K004","K011","K007","K012","K013","K183","K223","K031","K184","K188","K032","K033","K185","K186","K034","K035","K036","K187","K037","K038","K039","K023","K024","K017","K026","K027","K028","K029","K014","K019","K191","K016","K021","K018","K022","K015","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090.3","K090.1","K090.2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"324","1995/12/06",9,529589,0,356775,0,0,0,0,0,0,91101,0,0,1184,215929,4624,0,0,0,0,0,0,0,0,754544,0,0,5136552,1084528,0,0,828908,0,1732,0,0,0,683342,0,0,0,0,0,0,0,96407,0,0,0,0,119880,0,0,0,0,0,0,0,0,0,0,7725190,109172,0,1115467,2054316,1645233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939894,0,0,0,0,1487348,0,4315379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812270,145216,0,0,0,0,1370930,26121,0,0,0,0,8046,0,0,0,119533,0,0,0,0,16302,0,0,0,0,0,8286,0,0,0,0,41886,0,0,0,12254,18182,71786,0,0,86167,0,0,0,"0",0,0,0,0,0,0,0,0,752687,240572,0,0,368497,0,0,3598,0,0,11076,0,0,29999
"328","1996/04/03",9,192494,0,104680,0,0,0,0,0,2491,40785,0,0,8431,214010,0,0,0,0,0,0,0,0,733585,0,0,0,550393,0,3436591,0,660186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216273,0,0,55130,0,0,0,21301,0,0,0,0,0,0,0,195413,0,715639,0,1798543,0,0,0,0,0,0,0,260696,0,0,0,0,0,0,0,0,0,0,4529819,0,0,0,0,0,0,0,0,0,0,0,859288,0,0,0,0,0,0,4331967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44882,0,2762,0,0,0,7523,0,0,0,0,0,0,0,0,0,34336,0,0,0,0,0,0,0,0,28788,5434,0,0,0,0,65477,67446,0,0,0,0,1460,0,0,0,23417,0,90281,250072,0,28583,0,0,0,"0",0,0,0,0,0,0,0,0,20850,64153,0,0,368497,0,0,0,10483,0,170539,0,0,63193
"329","1996/05/08",9,769977,0,22578,0,0,0,0,0,2491,48941,0,0,18395,177472,0,0,0,0,0,0,0,0,1232422,0,0,0,1880510,0,7884970,0,1320372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8027404,0,0,0,0,0,0,149104,0,0,0,0,0,0,0,173701,0,1317719,0,319992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6735437,0,0,0,0,0,0,0,0,0,0,0,443503,0,0,0,0,0,0,1180181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46429,0,0,0,0,0,7523,0,0,0,0,1044245,0,0,0,0,0,0,0,0,0,733553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,0,0,0,0,72221,99838,687697,0,85749,0,0,0,"0",0,0,0,0,0,0,0,0,426519,96229,0,0,0,0,0,0,0,0,262367,0,0,162497
"330","1996/06/12",9,256659,0,28736,0,0,0,0,0,2491,130510,0,0,766,104395,0,0,0,0,0,0,0,0,276666,0,0,0,779723,0,31993441,0,358387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13782,0,0,0,63902,0,0,0,0,0,0,0,130275,0,527088,0,131761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608796,0,0,0,0,0,0,0,0,0,0,0,388065,0,0,0,0,0,0,2447910,0,75004,0,0,0,0,0,0,0,0,6229,0,0,0,0,0,0,0,0,0,0,0,752185,3762,0,0,0,0,261061,0,0,0,0,0,0,0,0,0,394990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11680,0,0,0,4514,0,68239,0,0,85749,0,0,1164357,"0",0,0,0,0,0,0,0,0,130934,160381,0,0,0,0,0,0,20966,0,26237,30919,0,0
"332","1996/08/07",9,128330,19635,660919,0,0,0,0,0,0,2422600,0,0,0,0,271194,0,0,0,0,0,0,0,314393,0,0,0,4953537,0,2232912,0,1499565,0,0,0,0,0,92920,0,0,0,0,0,0,298983,0,0,508309,0,0,6891,0,0,0,31951,0,0,0,0,0,0,0,43425,0,658860,0,112938,0,88920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,0,0,0,0,122848,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28214,0,0,0,0,21736,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,18055,9028,31259,0,57166,0,0,0,"0",0,0,0,177387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13118,0,0,72221
"333","1996/09/11",9,1090801,0,249384,0,0,0,0,0,2076,399688,0,0,766,0,271194,0,0,0,0,50629,0,0,804847,0,0,0,1674112,1467609,2128244,0,2640743,0,0,0,79576,0,185841,0,0,0,0,0,0,0,0,0,169436,0,0,0,0,0,0,31951,0,0,0,0,0,32377,0,0,0,327470,0,442980,1186287,88920,0,0,0,0,0,195522,0,0,0,0,0,0,0,0,0,0,574774,0,0,0,0,0,72594,0,0,0,0,0,388065,0,0,0,0,0,0,1308171,0,112506,125972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12381,0,2762,0,0,0,0,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,56427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,36110,13542,187554,0,57166,0,0,582178,"0",0,0,0,0,0,0,0,0,91992,80191,0,0,736994,0,0,0,0,0,0,0,0,9028
"334","1996/10/08",9,192494,0,99548,0,0,0,0,0,0,73412,0,0,766,10440,0,0,0,0,0,0,0,0,373080,0,0,0,1697045,2026699,4675159,0,895966,0,0,0,56840,0,23230,0,0,0,0,0,0,0,0,0,0,0,0,20674,0,0,0,42601,0,0,0,0,0,0,0,86850,0,722786,0,452391,1384001,0,0,0,0,0,0,260696,0,0,0,0,0,4937,0,0,0,0,450610,0,0,0,0,0,0,0,0,0,0,0,388065,0,0,0,0,0,0,1333827,0,0,125972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12381,0,0,0,0,55958,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84641,0,0,0,0,0,0,0,0,0,0,26978,0,0,0,0,487,0,0,0,0,0,59300,62518,0,28583,0,0,582178,"0",0,0,0,0,0,0,0,0,104035,64153,0,0,0,0,0,0,0,0,13118,0,0,0
"335","1996/11/06",9,384989,19635,119048,0,0,0,0,0,415,220236,0,0,1150,67857,0,0,0,0,0,0,0,0,331161,0,0,0,7155109,279545,2477137,0,490424,0,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,31951,0,0,0,0,0,0,0,195413,0,2993505,0,2098771,0,0,18086,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,1494129,0,0,0,0,0,30248,0,0,0,0,0,1053320,0,0,0,0,0,0,2015380,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,12381,0,0,0,0,414613,0,0,0,0,0,0,0,0,0,0,0,0,6771,0,0,0,0,0,0,0,27170,0,0,0,0,0,13489,0,0,0,0,8273,0,0,0,16645,36110,45140,125036,0,128623,0,0,0,"0",0,0,0,0,0,0,0,0,189492,48114,0,0,368497,0,0,21160,10483,0,39355,15460,0,9028
"336","1996/12/11",9,513318,0,107759,0,0,0,0,0,415,65255,0,0,1150,15659,813583,0,0,0,0,25314,0,0,297626,0,0,0,1811710,174715,6018395,0,622461,0,8661,0,0,0,46460,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,10650,0,0,0,0,0,0,0,151988,0,749216,0,476239,1581716,88920,0,0,0,0,0,0,0,0,0,0,0,9874,0,0,0,0,806355,0,0,0,0,0,42347,0,0,0,0,0,859288,0,0,0,0,0,0,1282515,0,0,0,0,0,0,0,0,0,0,37494,0,0,0,0,0,0,0,0,0,0,0,58041,5643,0,0,0,0,391592,0,0,0,0,0,0,0,0,0,197495,0,0,0,0,10868,0,0,0,0,0,26978,0,0,0,0,4380,0,0,0,12131,180552,13542,125036,0,57166,0,0,291089,"0",0,0,0,0,0,0,0,0,91133,32076,0,0,0,0,0,0,0,0,0,15460,0,18055
"337","1997/01/08",9,256659,0,249384,0,0,0,0,39269,0,16314,0,0,0,41758,1355972,0,0,0,0,0,0,0,54495,0,0,0,5366332,34943,994344,0,1424115,0,0,0,0,0,30315,0,0,0,0,0,0,0,0,0,0,0,0,20674,0,0,0,426011,0,0,0,0,0,0,0,86850,0,383558,0,3484778,0,0,0,0,0,0,0,0,0,0,0,0,0,9874,0,0,0,0,2940825,0,0,0,0,0,308525,0,0,0,0,0,120828,0,0,0,0,262443,0,2616342,0,37502,0,0,0,0,0,0,0,0,25635,0,0,0,0,0,0,0,0,0,0,0,290203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300,0,0,0,67993,0,192058,156295,0,185789,0,0,0,"0",0,0,0,0,0,0,0,0,314806,48114,0,0,368497,0,0,42319,31449,0,104947,0,0,0
"338","1997/02/12",9,192494,0,115969,0,0,0,0,39269,0,16314,0,0,0,140934,1898361,0,0,0,0,0,0,0,201212,0,0,0,6237788,0,1988687,0,547011,0,0,0,0,0,75787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223656,0,0,0,0,0,0,0,130275,0,263544,0,2138929,0,0,0,0,0,0,0,65174,0,0,0,0,0,9874,0,0,0,0,11454987,0,0,0,0,0,369020,0,0,0,0,0,402760,0,0,0,0,328054,0,1850573,0,37502,0,0,0,0,0,0,0,0,29756,0,0,0,0,0,0,7738,0,5524,0,0,1383604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648912,0,0,0,0,21736,0,0,0,0,0,53957,0,0,0,0,3893,0,0,0,60375,0,144043,656438,0,214372,0,0,0,"0",0,0,0,0,0,0,0,0,184732,16038,0,0,0,0,0,0,20966,0,157420,0,0,0
"339","1997/03/12",9,513318,0,47209,0,0,0,0,0,0,24471,0,0,0,88736,1898361,0,0,0,0,0,0,0,201212,6047,0,0,8049498,0,942010,0,1989989,0,0,0,0,0,151574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383410,0,0,0,0,0,0,0,303976,0,1581263,0,939278,0,0,0,0,0,0,0,65174,0,0,0,0,0,0,0,0,0,0,16553997,0,0,0,0,0,296426,0,0,0,0,0,644416,0,0,0,0,656107,0,1755196,0,37502,0,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,1548,0,16572,0,0,524187,0,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,1495319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,0,0,0,89716,0,178339,781474,0,214372,0,0,0,"0",0,0,0,0,0,0,0,0,183873,48114,0,0,0,0,0,0,20966,0,183657,0,0,0
"340","1997/04/09",9,1732449,0,33867,0,0,0,0,0,0,171295,0,0,0,41758,542389,0,0,0,0,0,0,0,205404,30233,0,0,7705502,1048292,819897,0,2895386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398714,0,0,6891,0,0,50953,181055,0,0,0,0,0,0,0,0,0,325856,0,390897,395429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9676262,0,0,0,0,0,235931,0,0,0,0,0,751818,0,0,0,0,65611,0,868394,4116756,0,0,0,0,212682,0,0,0,0,11216,0,0,0,0,0,0,21667,0,5524,0,0,483585,0,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,1269611,0,0,0,0,21736,0,0,0,0,39286,0,0,0,0,0,3407,0,0,0,29341,72221,363538,937768,0,171498,0,0,0,"0",0,0,0,0,0,0,0,0,175765,64153,0,0,0,0,0,0,20966,0,131184,0,0,0
"341","1997/05/07",9,320824,0,32841,0,0,0,0,19635,0,32628,0,0,0,78296,1084778,0,0,0,0,0,0,0,410807,90700,0,0,1765844,0,3105143,0,4621301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507063,0,0,13782,0,0,0,670968,0,0,0,0,0,0,0,0,0,918484,0,473089,0,0,0,0,0,0,0,0,0,0,0,0,0,7406,0,0,0,0,12901683,0,0,0,0,0,151238,0,0,0,0,0,228231,0,0,0,0,0,0,938114,0,75004,0,0,0,0,0,0,0,276493,27467,0,0,0,0,0,0,114525,0,16572,0,0,0,0,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,1213183,0,0,0,0,21736,0,0,0,0,0,0,0,0,0,0,14600,0,0,0,77303,0,432130,93777,0,214372,0,0,0,"0",0,0,0,0,0,0,0,0,399834,96229,0,0,368497,0,0,21160,31449,0,118065,30919,0,0
"342","1997/06/11",9,1796613,0,269909,0,0,0,0,0,0,8157,0,0,0,78296,1627166,0,0,0,0,0,0,0,414999,54420,0,0,8737489,0,2128244,0,226349,0,9094,0,0,0,0,0,0,0,0,0,0,0,0,0,1216273,0,0,41347,0,0,0,53251,0,0,0,0,0,0,0,325689,0,7075881,0,1003922,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,0,2229335,0,0,0,0,0,205683,0,0,0,0,0,187955,0,0,0,0,328054,0,1275267,0,0,0,0,0,0,0,0,0,0,89760,0,0,0,0,0,0,54167,0,0,0,0,0,0,0,0,0,0,261061,0,0,0,0,0,0,0,0,0,592485,0,0,0,0,10868,0,0,0,0,13095,26978,0,0,0,0,2920,0,0,0,55297,0,274368,343848,0,157206,0,0,291089,"0",0,0,0,0,0,0,0,0,235398,48114,0,0,368497,0,0,56425,20966,0,91829,15460,0,0
"343","1997/07/09",9,898307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133683,266052,0,0,45866,0,4099487,0,0,0,0,0,0,0,318305,0,0,0,0,0,0,0,0,0,135549,0,0,13782,0,0,0,10650,0,0,0,0,0,0,594245,0,0,4508536,0,139298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237163,0,0,0,0,0,6050,0,0,0,0,0,40276,0,0,0,0,0,0,817081,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,47977,0,0,0,0,140026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72221,48014,187554,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,50237,16038,0,0,0,0,0,0,10483,0,0,0,0,0
"344","1997/08/06",9,962471,0,271962,0,0,0,0,0,0,766749,0,0,4599,26099,5,0,0,0,0,0,0,0,406615,12093,0,0,802656,0,1500238,0,858242,0,12125,0,0,0,46460,0,0,0,0,0,0,0,0,0,169436,0,0,0,0,0,0,10650,0,0,0,0,0,0,594245,0,0,12538537,0,188231,1779430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213447,0,0,0,0,0,6050,0,0,0,0,0,13425,0,0,0,0,0,0,2260780,0,37502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18055,6859,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,35865,16038,0,0,0,0,0,0,0,0,0,0,0,0
"345","1997/09/10",9,769977,0,586001,0,0,0,0,0,13702,758592,0,0,0,5220,0,0,0,0,0,0,0,0,1391715,60466,0,0,252263,0,1011788,0,622461,0,0,0,125048,0,92920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21301,0,0,0,0,0,0,0,43425,0,4476326,0,335066,1384001,0,0,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,782639,0,0,0,0,0,90743,0,0,0,0,0,295357,0,0,0,0,0,0,1974939,0,37502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48526,18055,13718,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,98200,16038,0,0,0,0,0,14106,0,0,0,15460,0,36110
"346","1997/10/08",9,641648,58904,72865,0,0,0,0,0,21591,65255,0,0,0,10440,1084778,0,0,0,0,0,0,0,213787,84653,0,0,1009054,1153122,1290902,0,1348665,0,9094,0,0,0,23230,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,95853,0,0,0,0,0,0,0,0,0,263544,0,624349,197714,0,0,0,0,0,0,0,0,0,0,0,0,24686,0,0,0,0,142298,0,0,0,0,0,0,0,0,0,0,0,13425,0,0,0,0,0,0,2652869,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,21667,0,0,0,0,161108,11285,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,112854,0,0,0,0,0,0,0,0,0,0,53957,0,0,0,0,0,0,0,0,0,0,48014,62518,0,42874,0,0,72772,"0",0,0,0,0,0,0,0,0,59203,32076,0,0,0,0,0,14106,0,0,0,0,0,0
"347","1997/11/12",9,769977,58904,4105,0,0,0,0,0,41522,1044083,0,0,0,83516,2711944,0,0,0,0,0,0,0,381464,90700,0,0,114665,0,3541259,0,490424,0,8661,0,89796,0,96463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244957,0,0,0,0,0,0,594245,130275,0,1677152,0,892858,593143,0,0,0,0,0,0,0,0,0,0,0,0,37029,0,0,0,0,616625,0,0,0,0,0,66545,0,0,0,0,0,13425,0,0,0,0,0,0,2279189,0,0,0,0,0,0,0,0,0,0,35321,0,0,0,0,0,0,12381,0,0,0,61104,313627,3762,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,225709,0,0,0,0,0,0,0,0,0,0,53957,0,0,0,0,0,0,0,0,4514,451380,130325,343848,0,214372,0,0,291089,"0",0,0,0,88694,0,0,0,0,157833,80191,0,0,0,0,0,14106,31449,0,0,15460,0,0
"348","1997/12/10",9,192494,39269,82102,0,0,0,0,0,3322,0,0,0,0,135714,5695082,0,0,0,0,0,0,0,213787,6047,0,0,137598,104829,1814241,0,28294,0,1732,0,0,0,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255607,0,0,0,0,0,0,0,217126,0,818675,0,807517,988572,0,0,0,0,0,0,0,0,0,0,0,0,113556,0,0,0,0,996086,0,0,0,0,0,84693,0,0,0,0,0,13425,0,0,0,0,0,0,3048872,0,0,0,0,0,0,0,0,0,0,10686,0,0,0,0,0,0,17024,0,0,0,183312,53616,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394990,0,0,0,0,10868,0,0,0,0,0,40468,0,0,0,0,1460,0,0,0,16645,216662,89170,468884,0,57166,0,0,0,"0",0,0,0,0,0,0,0,0,274395,80191,0,0,0,0,0,0,0,0,52473,15460,0,9028
"349","1998/01/07",9,64165,196346,40025,0,0,0,0,0,19515,97883,0,0,0,114835,2711944,0,0,0,0,0,0,0,901261,24187,0,0,321063,0,1570016,0,150900,0,0,0,0,0,202564,0,0,0,0,0,0,0,0,0,0,0,0,62021,0,0,0,585766,0,0,0,0,0,0,0,108563,0,163735,0,717788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636427,0,0,0,0,0,417416,0,0,0,0,0,870108,0,0,0,0,65611,0,4954090,0,0,0,0,0,0,0,0,0,0,24260,0,0,0,0,0,0,40239,0,0,0,305520,488270,33855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479631,0,0,0,0,10868,0,0,0,0,0,121403,0,0,0,0,10707,0,0,0,45140,72221,233213,156295,0,128623,0,0,0,"0",0,0,0,0,0,0,0,0,175336,144343,0,0,736994,0,0,7053,31449,0,65592,15460,0,36110
"350","1998/02/12",9,64165,19635,92364,0,0,0,0,58904,0,277335,0,0,0,229670,813583,0,0,0,0,0,0,0,247323,18140,0,0,343996,0,1029233,0,84881,0,0,0,0,0,954914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372760,0,0,0,0,0,0,0,86850,0,986330,0,423519,197714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972369,0,0,0,0,0,1203851,0,0,0,0,0,939372,0,0,0,0,65611,0,6229938,0,37502,0,0,0,0,0,0,0,0,2198,0,0,0,0,0,0,47977,0,5524,0,0,44246,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326038,0,0,0,0,16302,0,0,0,0,0,13489,0,0,0,0,3407,0,0,0,82381,54166,212635,656438,0,543076,0,0,0,"0",0,0,0,0,0,0,0,0,89234,112267,0,0,0,0,0,0,0,0,131184,61839,0,0
"351","1998/03/12",9,64165,0,45156,0,0,0,0,19635,830,32628,0,0,0,156593,1355972,0,0,0,0,0,0,0,494646,0,0,0,1742911,0,471005,0,396111,0,0,0,0,0,682081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276907,0,0,0,0,0,0,0,412539,0,191779,0,228389,0,0,0,0,0,0,0,260696,0,0,0,0,0,78996,0,0,0,0,2347916,0,0,0,0,0,895327,0,0,0,0,0,2530507,0,0,0,0,0,0,2572567,0,112506,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,60358,0,0,0,0,75218,5643,0,0,0,0,130531,0,0,0,0,0,0,0,0,0,1579960,0,0,0,0,0,0,0,0,0,0,13489,0,0,0,0,2920,0,0,0,90563,0,137184,1031545,0,357287,0,0,0,"0",0,0,0,0,0,0,0,0,211201,240572,0,0,0,0,0,0,0,0,118065,15460,0,0
"352","1998/04/08",9,192494,117808,7184,0,0,0,0,58904,0,0,0,0,0,307966,271194,0,0,0,0,0,0,0,884493,0,0,0,1100786,0,157002,0,641323,0,0,0,1489211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27565,0,0,0,0,0,0,0,0,0,0,0,0,0,658860,0,216465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8656460,0,0,0,0,0,998168,0,0,0,0,0,617565,0,0,0,0,131221,0,1935078,0,0,0,0,0,212682,0,0,0,0,7121,0,0,0,0,0,0,54167,0,8286,0,0,0,35736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257085,0,0,0,0,0,0,0,0,0,0,80935,0,0,0,0,5353,0,0,0,84638,18055,226354,687697,0,728866,0,0,0,"0",0,0,0,0,0,0,0,0,196830,128305,0,0,0,0,0,0,73382,0,52473,0,0,0
"353","1998/05/13",9,0,58904,38998,0,0,0,0,19635,0,0,0,0,0,46978,813583,0,0,0,0,0,0,0,846766,0,0,0,1742911,0,3558703,0,103743,0,0,0,204624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,926575,0,0,0,0,0,0,0,65138,0,131772,0,169408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14893854,0,0,0,0,0,181485,0,0,0,0,0,300567,0,0,0,0,0,0,2477190,0,0,0,0,0,212682,0,0,0,0,4953,0,0,0,0,0,0,193455,0,2762,0,61104,0,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677126,0,0,0,0,10868,0,0,0,0,0,0,0,0,0,0,487,0,0,0,69685,18055,68592,218813,0,57166,0,0,0,"0",0,0,0,88694,0,0,0,0,334582,208496,0,0,0,0,0,0,73382,0,104947,15460,0,0
"354","1998/06/10",9,128330,0,0,0,0,0,0,19635,0,24471,0,0,0,57417,2440749,0,0,0,0,0,0,0,259899,120933,0,0,10939061,0,523339,0,207487,0,10393,0,34104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500563,0,0,0,0,0,0,0,86850,0,159816,0,751048,0,0,0,0,0,0,0,0,0,0,0,0,0,29623,0,0,0,0,6142529,0,0,0,0,0,272228,0,0,0,0,0,543091,0,0,0,0,0,0,2132790,0,0,0,0,0,0,0,0,0,0,20277,0,0,0,0,0,0,136192,0,0,0,0,204053,39498,0,0,0,0,130531,0,0,0,0,34336,0,0,0,0,394990,0,0,0,0,0,0,0,0,0,13095,0,0,0,0,0,4867,0,0,0,26520,0,157762,31259,0,14291,0,0,1164357,"0",0,0,0,0,0,0,0,0,322054,96229,0,0,0,0,0,0,10483,0,91829,46379,0,0
"355","1998/07/08",9,320824,0,185755,0,0,0,0,0,0,97883,0,0,0,0,271194,0,0,0,0,0,0,0,171868,163259,0,0,6214855,0,1064122,0,282937,0,7795,0,0,0,150008,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,0,0,10650,0,0,0,0,0,0,0,0,0,426472,0,124862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711490,0,0,0,0,0,102842,0,0,0,0,0,162841,0,0,0,0,0,0,443401,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,15476,0,0,0,0,31753,3762,0,0,0,0,0,0,0,0,0,103007,0,54168,0,0,141068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,0,0,0,2257,0,13718,31259,0,100040,0,0,0,"0",0,0,0,0,0,0,0,0,80697,0,0,0,0,0,0,0,0,0,0,0,0,63193
"356","1998/08/12",9,0,0,41051,0,0,0,0,0,0,897259,0,0,766,0,271194,0,0,0,0,0,0,0,142525,24187,0,0,16465925,0,3087698,0,2235200,0,0,0,0,0,116150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85202,0,0,0,0,0,0,0,0,0,244392,0,84704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23716,0,0,0,0,0,6050,0,0,0,0,0,27719,0,0,0,0,0,0,5921484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149396,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84641,0,0,0,0,54339,0,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,36110,13718,0,0,0,0,0,582178,"0",0,0,0,0,0,0,0,0,14801,48114,0,0,0,0,0,7053,0,0,0,0,0,0
"357","1998/09/09",9,256659,0,35920,0,0,0,0,0,0,65255,0,0,2299,5220,0,0,0,0,0,0,0,0,201212,0,0,0,20823203,0,2494581,0,1160041,0,0,0,0,0,220686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42601,0,0,0,0,0,0,0,0,0,1260265,0,122350,0,177839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189731,0,0,0,0,0,12099,0,0,0,0,0,26851,0,0,0,0,0,0,791425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54166,13718,31259,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,47534,0,0,0,0,0,0,0,0,0,0,0,0,27083
