"","FJ2015045","FJ2015046","FJ2015047","FJ2015048","FJ2015061","FJ2015069","FJ2015070","FJ2015074","FJ2015075","FJ2015090","FJ2015094","FJ2015095","FJ2015096","FJ2015097","FJ2015098","FJ2015099","FJ2015100","FJ2016001","FJ2016016","FJ2016017","FJ2016018","FJ2016019","FJ2016020","FJ2016021","FJ2016022","FJ2016026","FJ2016041","FJ2016042","FJ2016043","FJ2016045","FJ2016046","FJ2016056","FJ2016060","FJ2016064","FJ2016066","FJ2016068","FJ2016069","FJ2016070","FJ2016071","FJ2016084","FJ2016088","FJ2016089","FJ2016090","FJ2016091","FJ2016093","FJ2016095","FJ2017001","FJ2017008","FJ2017017","FJ2017018","FJ2017019","FJ2017020","FJ2017022","FJ2017023","FJ2017024","FJ2017040","FJ2017041","FJ2017042","FJ2017043","FJ2017044","FJ2017045","FJ2017048","FJ2017049","FJ2017050","FJ2017062","FJ2017066","FJ2017067","FJ2017068","FJ2017069","FJ2018018","FJ2018064","FJ2018072","FJ2018091","FJ2018092","FJ2018094","FJ2019003","FJ2019017","FJ2019021","FJ2019022","FJ2019043","FJ2019045","FJ2019046","FJ2019049","FJ2019063","FJ2019064","FJ2019067","FJ2019068","FJ2019069","FJ2019086","FJ2019087","FJ2019088","FJ2019089","FJ2019090","FJ2019091","FJ2019092"
"Bosmina_longirostris",0,21.6,9.4,17.8667,12.8,21.7333,30.4,52.6,5.8,0.8,2.5,1.4,5,3.6,0.9333,4.4,11.5,13,1.8,13.1667,19.6667,167.5,9.2,4.9,0,36,24.8,18.2,7.5333,16.95,6.2,27.3333,15.5,3,2.8,10.2,9.7333,18.5,20,3.5,9.6667,24,7.4667,3.0667,1.4667,3.3,1.3,3.2667,5.5,4.3333,4.4,9.5,0.6667,4.4,3.3,11.4333,5.4,19.2,4.9167,22.2,6.8,1.8667,1.55,11.7333,28.2,38.4,25.4667,66.8333,54.2667,3.4,7.3333,13.7333,0.6667,0.3,1.5,38.9667,5.4,2.8571,0.1667,0.9333,7.4667,15.8333,22.2667,25,13.8,18.5,15,0.0667,2.1,0.1556,19.6667,4.4,7.8,4.9306,6.8
"Bosminopsis_deitersi",1.2,1.6,0.6,0.5333,29.6,9.4667,1.7333,1.2,5.6,2.4,6.8,4.6,3.8,1.2,0.2667,2.8,1,17.4,1.0667,5.9167,6.7333,49.1667,2.8,11.4333,6.6667,129,10.4,19,1.1667,3.2,0.2,5.8333,4.3333,0.3333,1.2,4,0.8667,32,10.5333,4,19.5,2.5333,6.2667,2.2667,0.5333,0.9,1,0.8,1,0.8,3.1,3.7,2.4667,20.5333,5.5,38.15,6,6.6667,1,0.1,0,0,0,0,0.4,0,0,0,0.2667,0,0.6667,3.3333,2.5333,0.0667,0.8333,56.2333,2.7,2.8571,24.3333,2.5667,4,8.9583,6.2667,0.5,0.4,3.3333,2.3333,1.8,1.55,0.0667,0.2222,0.1,0.1,0,0.1333
"Ceriodaphnia_cornuta",0,0,0,0,0,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0.2,0,0.0667,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2667,0.1333,0.0333,0,0.2333,0,0,0,0,0,0,0,0,0,0,0,0.0667,0.15,0,0,0.4,0.2,0,0.4667
"Diaphanosoma_dubia",0,0.2,0.8,0.1333,1.6,0,0,0.8,0.3,0,0.1,0.1,0,0.2,0,0,0,0.2,0,0,0.1333,0.8333,0.0667,0,0,1.5,0,0,0,0,0,1.1667,2,0,0.1333,0,0,0,0,0,0,0,0.1333,0,0,0.2,0.1,0.0667,0,0,0.3,0.1,0,0.2667,0,0.7,0.1,0.5333,2.25,0,0.1333,0,0,0.2667,0.4,0.1,0.5333,2.1667,3.6,0.4,3,0,0.6667,0,0.0333,0,0,0.0595,0.1667,0.4667,0.5333,0.8333,1.0667,0.5,1.8,1,0.3333,0.8,0.1,0,0.1111,0,0,0,0
"Moina_macrocopa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4667,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
"Moina_micrura",0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.2,0.4,0.4,0.6,0.5,0.6,0.0667,0,0,0,0.0667,0.4667,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0.3333,0,0,0,0,0.2333,0,0,0,0,0,0,0,0,0,0,0,0.0667,0.15,0,0,0.3,0.1,0,0
"Moina_rectirostris",0,0.2,0.4,0.1333,0.8,0.4,2.1333,0,0.5,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.5,0,0.6667,0.0667,0.0333,0,0.1333,0,0.8333,0.1333,0.6667,0.0667,0.2,0.1,0,0.0667,0.5,0,0.1,0.1,0,0.1333,0.1,0.7,0.1,0.5333,0,0,0,0,0,0.1333,0.8,0,0.4,0.1667,0.8,0,0,0.8,0.9333,0,0.3333,2.1,0.3,0,0,0.7,0.2667,0.2083,0.5333,0.1,0.2,0,0.1667,1.2667,0.25,0.0222,0.4444,0.7,0.4,0.3472,0
