"","Achnanthes_sp.","Amphora_ovalis","Cocconeis_placentula","Coscinodiscus_sp.","Cyclotella_sp.","Cymbella_sp.","Fragilaria_capucina","Fragilaria_sp.","Frustulia_sp.","Gomphonema_sp.","Melosira_granulata","Navicula_sp.","Nitzschia_sp.","Pinnularia_nobilis","Stauroneis_acuta","Surirella_sp.","Synedra_acus","Synedra_sp.","Tabellaria_sp.","Ankistrodesmus_acicularis","Ankistrodesmus_convolutus","Ankistrodesmus_falcatus","Ankistrodesmus_falcatus_var._mirabilis","Botryococcus_braunii","Chlamydomonas_sp.","Chlorella_sp.","Chodatella_cilliata","Closteriopsis_sp.","Closterium_kutzingii","Coelastrum_microporum","Coelastrum_reticulatum","Coelastrum_sphaericum","Cosmarium_angulosum","Cosmarium_bioculatum","Cosmarium_circulare","Cosmarium_connatum","Cosmarium_depressum","Cosmarium_globosum","Cosmarium_quadrum","Cosmarium_sp.","Cosmarium_trilobulatum","Cosmarium_turgidum","Crucigenia_lauterbornei","Crucigenia_quadrata","Crucigenia_rectangularis","Crucigenia_tetrapedia","Dictyosphaeria_cavernosa","Elakatothrix_gelatinosa","Euastrum_elegans","Eudorina_elegans","Gloeocystis_sp.","Golenkinia_paucispina","Gonatozygon_kinahani","Kirchneriella_contorta","Kirchneriella_lunaris_","Mougeotia_sp.","Nephrocytium_agardhianum","Oedogonium_sp.","Oocystis_lacustris","Pediastrum_duplex","Pediastrum_tetras_var._tetraodon","Pleodorina_californica","Pteromonas_sp.","Radiococcus_sp.","Raphidonema_nivale","Scenedesmus_acuminatus","Scenedesmus_arcuatus","Scenedesmus_armatus","Scenedesmus_bicaudatus","Scenedesmus_bijuga","Scenedesmus_denticulatus","Scenedesmus_dimorphus","Scenedesmus_perforatas","Scenedesmus_quadricauda","Schroederia_robusta","Selenastrum_bibraianum","Sphaerocystis_schroeteri","Staurastrum_bifidum","Staurastrum_connatum","Staurastrum_crenulatum","Staurastrum_gracile","Staurodesmus_sp.","Tetraedron_bifurcatum","Tetraedron_caudatum","Tetraedron_hastatum_var._palatinum","Tetraedron_minimum","Tetraedron_trigonum","Tetraedron_trilobulatum","Tetraedron_tumidulum","Treubaria_triappendiculata","Westella_linearis","Mallomonas_acaroides","Mallomonas_oviformis","Synura_sp.","Chroomonas_caudata","Cryptomonas_erosa","Cryptomonas_marssonii","Cryptomonas_ovata","Glenodinium_pulvisculus","Peridinium_sp.","Euglena_interrupta","Euglena_oxyuris","Euglena_pisciformis","Lepocinclis_texta","Phacus_acuminatus","Phacus_longicauda","Phacus_pleuronectes","Strombomonas_ensifera","Trachelomonas_oblonga","Trachelomonas_reticulata"
"FJ2016018",33684.16667,0,33684.16667,0,16842.08333,0,0,16842.08333,16842.08333,0,538946.6667,0,623157.0833,5614.027778,0,0,0,5614.027778,0,16842.08333,0,0,0,0,0,915086.5278,0,33684.16667,5614.027778,11228.05556,0,0,0,0,0,0,0,22456.11111,0,0,0,0,28070.13889,0,0,33684.16667,0,0,16842.08333,0,0,0,0,22456.11111,0,0,0,0,5614.027778,5614.027778,0,0,0,0,0,0,0,0,5614.027778,0,5614.027778,0,16842.08333,0,0,11228.05556,0,0,0,0,0,0,0,0,0,0,5614.027778,0,0,0,0,0,0,0,33684.16667,0,0,5614.027778,39298.19444,0,0,5614.027778,0,5614.027778,0,0,0,28070.13889,0,0
"FJ2016019",28501.98718,0,28501.98718,0,38866.34615,0,0,0,0,2591.089744,220242.6282,0,2591.089744,0,0,0,2591.089744,0,0,80323.78205,33684.16667,0,0,0,2591.089744,570039.7436,0,23319.80769,0,12955.44872,0,0,0,7773.269231,0,0,0,12955.44872,0,0,0,0,15546.53846,0,0,10364.35897,2591.089744,0,23319.80769,0,0,0,0,15546.53846,0,0,0,0,10364.35897,12955.44872,0,0,0,0,0,0,0,0,10364.35897,0,0,0,0,0,0,7773.269231,5182.179487,0,0,0,0,0,0,2591.089744,0,0,5182.179487,0,0,0,0,0,0,0,7773.269231,0,0,2591.089744,15546.53846,2591.089744,0,0,7773.269231,2591.089744,0,0,0,7773.269231,0,0
"FJ2016020",13346.5566,0,28599.76415,15253.20755,7626.603774,0,0,0,0,0,57199.5283,0,1906.650943,1906.650943,0,0,1906.650943,0,0,13346.5566,102959.1509,0,0,3813.301887,1906.650943,650167.9717,0,13346.5566,0,0,0,1906.650943,0,1906.650943,0,0,0,5719.95283,0,0,0,0,1906.650943,0,0,5719.95283,1906.650943,0,20973.16038,0,0,0,0,11439.90566,0,0,0,0,9533.254717,3813.301887,0,0,0,3813.301887,0,0,0,0,15253.20755,0,0,0,0,0,5719.95283,19066.50943,0,0,0,0,0,0,0,0,0,0,17159.85849,0,0,0,0,0,0,0,5719.95283,0,0,1906.650943,0,0,0,0,0,5719.95283,0,0,0,5719.95283,0,3813.301887
"FJ2016021",20622.95918,0,4124.591837,37121.32653,32996.73469,4124.591837,0,4124.591837,0,0,103114.7959,12373.77551,8249.183673,0,0,0,0,0,0,41245.91837,90741.02041,0,0,12373.77551,12373.77551,1307495.612,0,24747.55102,0,0,0,8249.183673,0,0,0,4124.591837,0,4124.591837,24747.55102,0,4124.591837,0,20622.95918,0,0,4124.591837,0,0,8249.183673,0,0,0,0,0,0,0,0,0,0,12373.77551,0,0,0,0,8249.183673,8249.183673,0,0,16498.36735,0,0,0,8249.183673,0,12373.77551,20622.95918,0,0,0,0,0,4124.591837,0,0,0,0,8249.183673,0,0,0,0,0,0,0,20622.95918,4124.591837,0,4124.591837,0,0,0,4124.591837,0,0,0,0,0,12373.77551,0,4124.591837
"FJ2016022",106996.7647,35665.58824,95108.23529,11888.52941,23777.05882,23777.05882,0,95108.23529,0,0,83219.70588,0,23777.05882,0,0,0,47554.11765,0,0,23777.05882,546872.3529,0,0,0,0,2175600.882,0,95108.23529,0,0,0,0,0,0,0,0,0,11888.52941,11888.52941,0,0,0,83219.70588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11888.52941,0,0,0,0,11888.52941,11888.52941,35665.58824,0,0,142662.3529,0,0,11888.52941,0,0,1771390.882,11888.52941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47554.11765,0,0,11888.52941,0,0,0,0,11888.52941,0,0,0,0,11888.52941,0,11888.52941
"FJ2016026",220478.1818,0,73492.72727,12248.78788,24497.57576,6124.393939,0,6124.393939,0,6124.393939,30621.9697,0,12248.78788,0,0,0,342966.0606,0,0,91865.90909,244975.7576,0,0,24497.57576,12248.78788,1016649.394,0,6124.393939,0,0,0,6124.393939,0,0,6124.393939,0,0,6124.393939,0,0,6124.393939,0,24497.57576,0,0,0,0,0,6124.393939,0,0,0,0,0,0,0,0,42870.75758,6124.393939,0,0,0,0,6124.393939,0,0,0,0,36746.36364,0,0,6124.393939,6124.393939,0,12248.78788,12248.78788,91865.90909,0,0,0,0,6124.393939,0,0,0,0,36746.36364,0,0,0,0,0,0,0,195980.6061,18373.18182,0,18373.18182,0,12248.78788,0,6124.393939,0,0,0,0,0,18373.18182,0,6124.393939
"FJ2016041",46315.72917,0,71578.85417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421.041667,0,0,0,0,1772629.271,0,0,0,8421.041667,8421.041667,0,0,0,0,0,4210.520833,0,0,0,0,0,0,0,0,0,0,0,29473.64583,4210.520833,0,0,0,0,0,0,0,4210.520833,0,0,0,0,0,0,0,0,0,0,25263.125,0,0,0,0,0,21052.60417,16842.08333,0,0,0,0,0,8421.041667,0,0,0,12631.5625,37894.6875,0,0,0,0,0,0,0,92631.45833,0,0,0,4210.520833,0,0,0,4210.520833,0,0,0,0,0,0,4210.520833
"FJ2016042",255999.6667,0,107789.3333,0,22456.11111,0,0,0,0,0,40421,0,0,0,0,0,17964.88889,0,0,0,0,0,0,0,0,1082384.556,0,0,0,31438.55556,8982.444444,26947.33333,0,0,0,8982.444444,0,4491.222222,0,0,4491.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44912.22222,0,0,0,0,4491.222222,0,13473.66667,0,0,58385.88889,0,0,0,0,125754.2222,26947.33333,26947.33333,0,0,0,13473.66667,0,0,0,4491.222222,0,22456.11111,112280.5556,0,0,0,8982.444444,0,0,0,107789.3333,0,4491.222222,8982.444444,0,0,0,0,8982.444444,0,0,0,0,0,0,13473.66667
"FJ2016043",338525.875,0,171789.25,0,30315.75,5052.625,0,0,0,0,30315.75,0,0,0,0,0,20210.5,0,0,10105.25,5052.625,0,0,40421,0,995367.125,0,0,0,5052.625,20210.5,0,0,0,0,0,5052.625,0,0,0,10105.25,0,30315.75,0,0,0,0,0,10105.25,25263.125,0,0,0,0,0,0,0,0,166736.625,0,0,0,0,0,0,0,0,0,65684.125,5052.625,0,0,0,65684.125,35368.375,55578.875,20210.5,0,0,35368.375,0,0,0,0,0,5052.625,217262.875,0,0,0,25263.125,0,0,0,15157.875,0,5052.625,0,0,0,0,0,5052.625,0,0,0,0,5052.625,0,5052.625
"FJ2016045",323368,0,194020.8,0,56589.4,0,0,0,8084.2,0,16168.4,0,0,0,0,0,0,0,0,40421,0,0,0,97010.4,0,1091367,0,0,0,0,16168.4,0,0,0,0,48505.2,0,97010.4,0,0,16168.4,0,24252.6,0,0,0,0,0,32336.8,0,0,0,0,0,0,0,0,0,32336.8,0,0,0,0,0,0,0,0,0,56589.4,0,0,0,16168.4,80842,72757.8,32336.8,1067114.4,0,0,218273.4,0,0,0,56589.4,0,8084.2,80842,0,0,16168.4,0,0,0,0,0,0,8084.2,0,0,0,0,0,0,0,0,0,0,16168.4,0,48505.2
"FJ2016046",164210.3125,0,176841.875,0,88420.9375,0,0,0,0,0,12631.5625,0,6315.78125,0,0,0,0,0,0,12631.5625,0,0,0,18947.34375,0,1458945.469,12631.5625,6315.78125,0,0,6315.78125,0,0,0,0,12631.5625,0,18947.34375,0,0,6315.78125,0,25263.125,0,0,0,0,0,0,0,0,25263.125,0,0,0,0,0,0,56842.03125,0,0,0,0,6315.78125,0,0,0,0,157894.5313,0,0,0,12631.5625,69473.59375,6315.78125,63157.8125,119999.8438,0,0,63157.8125,0,12631.5625,0,6315.78125,0,0,25263.125,0,0,25263.125,0,0,0,0,0,0,0,31578.90625,0,6315.78125,0,0,0,0,0,0,0,6315.78125,0,12631.5625
"FJ2016056",92188.24561,0,106371.0526,0,10637.10526,0,0,0,0,0,0,0,0,0,0,0,3545.701754,0,0,70914.03509,7091.403509,0,0,21274.21053,0,446758.4211,7091.403509,0,0,0,0,0,0,0,0,46094.12281,0,7091.403509,0,0,10637.10526,0,31911.31579,0,0,0,0,0,0,0,0,3545.701754,0,0,0,0,0,0,7091.403509,0,0,0,0,17728.50877,0,0,0,0,212742.1053,0,0,0,0,70914.03509,14182.80702,35457.01754,113462.4561,0,0,63822.63158,56731.22807,0,0,17728.50877,0,0,49639.82456,0,7091.403509,0,0,0,0,0,0,0,0,7091.403509,0,0,0,0,0,0,0,0,0,3545.701754,0,0
"FJ2016060",149557.7,0,121263,0,12126.3,0,0,0,0,0,8084.2,0,0,0,0,0,4042.1,0,0,80842,4042.1,0,0,12126.3,0,578020.3,0,0,0,4042.1,4042.1,0,60631.5,0,0,278904.9,0,32336.8,0,0,12126.3,0,0,0,0,0,0,0,0,8084.2,0,4042.1,0,0,0,0,0,0,20210.5,0,0,0,0,60631.5,0,4042.1,0,0,137431.4,0,0,0,0,24252.6,0,36378.9,0,0,0,40421,0,4042.1,0,0,0,20210.5,40421,0,24252.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042.1
"FJ2016064",340804.5098,0,43591.27451,0,11888.52941,0,0,0,0,0,31702.7451,15851.37255,0,0,0,0,3962.843137,0,0,110959.6078,0,15851.37255,0,11888.52941,0,717274.6078,0,0,0,0,0,0,59442.64706,0,0,31702.7451,0,3962.843137,0,19814.21569,47554.11765,0,39628.43137,0,0,0,0,0,3962.843137,0,0,3962.843137,3962.843137,0,0,0,0,0,0,0,0,0,0,7925.686275,0,0,0,0,31702.7451,0,0,0,0,35665.58824,3962.843137,19814.21569,0,0,0,39628.43137,0,0,0,19814.21569,0,3962.843137,19814.21569,0,7925.686275,7925.686275,19814.21569,0,0,0,15851.37255,0,0,0,3962.843137,0,0,0,0,0,0,0,0,15851.37255,0,3962.843137
"FJ2016066",56930.98592,0,42698.23944,0,28465.49296,0,0,0,0,0,37005.14085,0,0,0,0,0,0,0,0,31312.04225,0,11386.19718,0,11386.19718,0,569309.8592,0,0,0,2846.549296,5693.098592,0,37005.14085,0,0,11386.19718,0,5693.098592,0,2846.549296,48391.33803,0,14232.74648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11386.19718,0,0,0,0,14232.74648,0,0,0,0,19925.84507,0,0,0,0,42698.23944,0,11386.19718,0,0,0,11386.19718,0,0,0,5693.098592,0,2846.549296,28465.49296,0,0,2846.549296,2846.549296,0,0,0,17079.29577,0,0,8539.647887,2846.549296,0,0,0,0,2846.549296,0,0,0,0,0,5693.098592
"FJ2016068",78596.38889,0,67368.33333,2807.013889,22456.11111,0,0,0,0,0,89824.44444,0,0,0,0,0,0,0,0,70175.34722,0,11228.05556,2807.013889,0,2807.013889,491227.4306,0,8421.041667,0,19649.09722,2807.013889,0,11228.05556,0,0,2807.013889,0,30877.15278,0,2807.013889,50526.25,0,16842.08333,0,0,0,0,0,0,5614.027778,0,0,0,0,0,0,0,0,19649.09722,0,0,0,0,19649.09722,0,0,0,0,19649.09722,0,0,0,0,33684.16667,0,2807.013889,0,0,0,19649.09722,0,0,0,0,0,0,33684.16667,0,5614.027778,5614.027778,0,0,0,0,61754.30556,0,0,16842.08333,0,0,0,0,0,0,0,0,0,5614.027778,0,8421.041667
"FJ2016069",21274.21053,0,40421,10637.10526,29783.89474,0,0,0,0,2127.421053,44675.84211,0,0,0,0,0,8509.684211,0,0,48930.68421,4254.842105,14891.94737,0,2127.421053,0,476542.3158,0,27656.47368,0,0,2127.421053,0,2127.421053,0,0,10637.10526,0,4254.842105,0,0,6382.263158,0,0,0,0,2127.421053,0,0,0,4254.842105,0,0,0,0,0,0,0,0,10637.10526,0,0,0,0,10637.10526,0,4254.842105,0,0,6382.263158,0,0,0,0,55312.94737,2127.421053,21274.21053,0,0,0,2127.421053,2127.421053,2127.421053,0,0,0,6382.263158,2127.421053,0,8509.684211,0,0,0,0,0,8509.684211,0,8509.684211,2127.421053,2127.421053,0,0,0,2127.421053,0,0,0,0,4254.842105,0,10637.10526
"FJ2016070",45810.46667,0,29642.06667,18863.13333,21557.86667,0,0,0,0,0,40421,0,0,0,0,0,0,0,0,78147.26667,0,0,0,2694.733333,0,654820.2,2694.733333,26947.33333,0,16168.4,0,0,5389.466667,0,0,0,0,0,0,0,2694.733333,0,13473.66667,0,0,0,0,0,0,2694.733333,0,0,0,0,0,0,0,0,18863.13333,0,0,0,0,16168.4,0,2694.733333,0,0,16168.4,0,0,0,0,194020.8,0,24252.6,0,0,0,0,0,0,0,0,0,0,13473.66667,0,0,0,2694.733333,0,0,0,5389.466667,0,2694.733333,2694.733333,0,0,0,0,0,0,0,5389.466667,0,5389.466667,0,26947.33333
"FJ2016071",16500.99101,0,14070.60127,2558.291139,139330.941,0,0,1263.157895,0,1279.14557,38230.47801,1263.157895,1279.14557,1279.14557,0,0,0,0,2558.291139,25470.99767,1279.14557,0,15157.89474,0,0,409502.5783,1279.14557,27965.33811,0,2526.315789,0,0,0,0,0,0,0,0,0,0,2558.291139,0,0,0,0,1279.14557,0,1263.157895,0,5052.631579,1279.14557,0,0,18947.36842,3837.436709,0,0,0,3837.436709,0,0,0,0,0,2526.315789,3789.473684,0,1263.157895,11464.3471,0,0,0,1263.157895,1279.14557,0,0,2526.315789,0,0,1263.157895,0,0,0,0,0,0,0,0,0,0,0,0,7578.947368,0,102891.3458,0,0,162947.3684,1279.14557,0,0,0,0,2558.291139,3837.436709,1279.14557,6347.764823,0,1263.157895,11512.31013
"FJ2016084",33684.16667,0,50526.25,0,92631.45833,0,0,0,0,0,54736.77083,0,0,0,0,0,0,0,0,58947.29167,4210.520833,0,0,0,0,736841.1458,0,4210.520833,0,4210.520833,0,0,8421.041667,0,0,12631.5625,8421.041667,0,4210.520833,0,0,0,25263.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210.520833,0,0,0,0,0,4210.520833,8421.041667,0,0,29473.64583,0,0,0,0,501051.9792,16842.08333,29473.64583,0,0,0,0,0,0,0,4210.520833,0,4210.520833,4210.520833,0,0,0,0,0,0,0,252631.25,0,0,8421.041667,0,0,0,0,4210.520833,0,0,4210.520833,8421.041667,16842.08333,0,21052.60417
"FJ2016088",13779.88636,0,55119.54545,0,105645.7955,0,0,0,0,0,142392.1591,9186.590909,0,0,0,0,0,0,0,18373.18182,9186.590909,0,0,4593.295455,0,813013.2955,0,27559.77273,0,9186.590909,0,0,22966.47727,0,0,4593.295455,0,4593.295455,0,0,0,0,0,0,32153.06818,18373.18182,0,0,4593.295455,0,0,0,4593.295455,18373.18182,0,0,0,0,27559.77273,0,0,13779.88636,0,41339.65909,0,0,0,0,41339.65909,0,0,0,4593.295455,505262.5,9186.590909,18373.18182,0,0,0,0,0,0,0,4593.295455,0,9186.590909,13779.88636,0,0,18373.18182,0,0,0,0,165358.6364,0,4593.295455,13779.88636,0,0,0,0,0,4593.295455,0,0,0,18373.18182,0,0
"FJ2016089",11659.90385,0,62186.15385,0,58299.51923,0,0,0,0,0,209878.2692,0,0,0,0,0,0,0,0,38866.34615,0,0,0,19433.17308,15546.53846,750120.4808,3886.634615,7773.269231,0,3886.634615,0,0,0,0,0,7773.269231,0,3886.634615,0,0,0,0,15546.53846,0,0,23319.80769,0,0,7773.269231,3886.634615,0,0,0,7773.269231,0,0,0,46639.61538,23319.80769,0,0,0,0,3886.634615,0,0,0,0,19433.17308,0,0,0,0,205991.6346,3886.634615,77732.69231,3886.634615,0,0,7773.269231,0,0,3886.634615,0,0,0,11659.90385,0,0,0,0,0,0,0,155465.3846,0,0,15546.53846,3886.634615,0,0,0,0,3886.634615,0,0,0,11659.90385,0,3886.634615
"FJ2016090",1943.317308,0,29149.75962,0,42752.98077,0,0,0,0,0,120485.6731,0,0,1943.317308,0,0,0,0,0,9716.586538,0,0,0,1943.317308,0,538298.8942,0,25263.125,0,1943.317308,0,0,5829.951923,0,0,0,0,0,0,0,0,0,3886.634615,0,1943.317308,3886.634615,0,0,0,0,0,0,0,0,0,0,0,1943.317308,7773.269231,1943.317308,0,0,0,0,0,1943.317308,0,0,27206.44231,0,0,0,0,9716.586538,9716.586538,19433.17308,0,0,0,1943.317308,0,0,1943.317308,0,0,3886.634615,1943.317308,0,5829.951923,0,0,0,0,0,9716.586538,0,0,1943.317308,0,1943.317308,0,0,3886.634615,0,0,0,0,0,1943.317308,0
"FJ2016091",10105.25,0,30315.75,2526.3125,90947.25,2526.3125,0,0,0,0,212210.25,0,2526.3125,2526.3125,0,0,5052.625,0,2526.3125,2526.3125,5052.625,0,0,2526.3125,0,636630.75,0,42947.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45473.625,0,0,0,0,0,5052.625,0,0,0,0,0,2526.3125,5052.625,0,0,0,0,0,0,0,0,0,12631.5625,0,0,0,0,5052.625,22736.8125,30315.75,0,0,0,0,0,0,2526.3125,0,0,0,2526.3125,0,0,0,0,0,0,0,7578.9375,0,0,5052.625,7578.9375,0,0,0,0,0,0,0,0,0,0,0
"FJ2016093",22708.42697,0,27250.11236,9083.370787,90833.70787,0,0,0,0,0,152146.4607,6812.52809,0,0,0,0,0,0,0,9083.370787,0,0,0,11354.21348,0,540460.5618,0,6812.52809,0,4541.685393,0,0,0,0,0,0,0,2270.842697,0,0,0,0,6812.52809,0,0,11354.21348,0,0,2270.842697,4541.685393,0,0,0,13625.05618,0,0,0,0,4541.685393,0,0,2270.842697,0,4541.685393,0,9083.370787,0,0,6812.52809,0,0,0,0,4541.685393,13625.05618,36333.48315,0,0,0,0,0,4541.685393,4541.685393,0,0,2270.842697,11354.21348,0,0,0,0,0,0,0,13625.05618,0,4541.685393,0,2270.842697,0,0,0,0,2270.842697,0,9083.370787,0,0,0,2270.842697
"FJ2016095",5052.625,0,20210.5,0,111157.75,2526.3125,0,0,0,2526.3125,207157.625,0,2526.3125,0,0,0,0,0,0,17684.1875,5052.625,0,0,5052.625,12631.5625,611367.625,0,10105.25,0,0,0,2526.3125,2526.3125,0,0,0,0,0,0,0,0,0,0,0,10105.25,0,0,0,2526.3125,7578.9375,0,0,0,0,0,0,0,5052.625,0,2526.3125,0,5052.625,0,2526.3125,0,0,0,2526.3125,15157.875,0,0,0,0,0,20210.5,63157.8125,0,0,0,0,0,0,0,0,0,0,5052.625,7578.9375,2526.3125,0,0,0,0,0,5052.625,0,2526.3125,2526.3125,0,5052.625,0,0,0,0,0,0,0,0,0,0
"FJ2017001",12030.05952,0,16842.08333,2406.011905,300751.4881,0,0,0,0,0,129924.6429,2406.011905,0,0,2406.011905,2406.011905,0,0,0,0,14436.07143,0,0,2406.011905,2406.011905,409022.0238,0,4812.02381,0,12030.05952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624.047619,0,0,0,0,0,0,4812.02381,0,7218.035714,0,0,0,2406.011905,2406.011905,0,0,0,0,0,2406.011905,0,0,14436.07143,0,0,0,0,0,0,40902.20238,0,0,0,0,0,7218.035714,4812.02381,2406.011905,2406.011905,4812.02381,9624.047619,0,0,0,0,0,0,0,2406.011905,12030.05952,4812.02381,0,0,0,0,0,0,0,0,0,0,0,0,9624.047619
"FJ2017008",4990.246914,0,12475.61728,2495.123457,132241.5432,0,0,0,0,2495.123457,224561.1111,0,2495.123457,0,0,0,0,0,0,37426.85185,2495.123457,0,0,19960.98765,7485.37037,469083.2099,0,19960.98765,0,7485.37037,0,2495.123457,12475.61728,0,0,0,0,0,0,7485.37037,0,0,0,0,7485.37037,0,0,0,0,0,0,0,2495.123457,2495.123457,69863.45679,0,0,0,2495.123457,0,0,0,0,0,0,0,2495.123457,0,32436.60494,0,2495.123457,0,0,4990.246914,12475.61728,9980.493827,0,0,0,0,0,2495.123457,0,0,0,2495.123457,2495.123457,2495.123457,0,0,4990.246914,0,0,2495.123457,7485.37037,0,2495.123457,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJ2017017",11888.52941,0,31702.7451,0,138699.5098,7925.686275,0,0,0,0,598389.3137,0,3962.843137,0,0,0,3962.843137,0,0,182290.7843,43591.27451,0,0,11888.52941,0,574612.2549,0,11888.52941,0,7925.686275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27739.90196,0,0,0,3962.843137,0,0,0,0,0,51516.96078,0,0,0,11888.52941,15851.37255,0,0,0,3962.843137,0,19814.21569,0,0,39628.43137,0,0,3962.843137,0,11888.52941,0,0,0,0,0,0,0,7925.686275,11888.52941,3962.843137,0,0,11888.52941,0,0,0,0,0,3962.843137,0,15851.37255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3962.843137
"FJ2017018",13473.66667,0,13473.66667,0,390736.3333,0,0,0,0,0,350315.3333,13473.66667,0,0,0,0,0,0,0,116771.7778,381753.8889,0,0,4491.222222,8982.444444,543437.8889,0,8982.444444,0,0,4491.222222,0,0,0,0,0,0,0,0,4491.222222,0,0,0,0,67368.33333,0,0,0,4491.222222,0,0,4491.222222,0,0,67368.33333,0,0,0,13473.66667,8982.444444,0,4491.222222,0,8982.444444,0,0,0,0,22456.11111,0,0,13473.66667,0,0,4491.222222,0,0,0,0,0,0,4491.222222,0,0,0,0,26947.33333,0,0,0,0,0,4491.222222,0,13473.66667,0,0,0,0,0,0,0,0,0,0,4491.222222,0,0,0,0
"FJ2017019",28200.69767,0,4700.116279,0,498212.3256,0,0,0,4700.116279,0,723817.907,9400.232558,4700.116279,4700.116279,4700.116279,0,4700.116279,0,0,159803.9535,18800.46512,4700.116279,0,0,0,498212.3256,0,9400.232558,0,14100.34884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47001.16279,9400.232558,0,0,4700.116279,0,0,0,4700.116279,0,75201.86047,0,0,0,0,4700.116279,0,0,9400.232558,9400.232558,4700.116279,0,0,0,23500.5814,0,0,14100.34884,0,0,0,4700.116279,0,0,0,0,0,4700.116279,0,0,0,4700.116279,32900.81395,0,14100.34884,0,4700.116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400.232558
"FJ2017020",23777.05882,0,47554.11765,0,790587.2059,0,0,0,0,0,743033.0882,5944.264706,11888.52941,0,0,0,5944.264706,0,0,190216.4706,112941.0294,0,0,5944.264706,0,546872.3529,0,23777.05882,0,0,0,5944.264706,0,0,0,0,0,0,0,11888.52941,0,0,0,0,59442.64706,23777.05882,0,0,11888.52941,0,0,0,0,0,136718.0882,0,0,0,0,17832.79412,0,0,0,5944.264706,0,0,0,0,23777.05882,0,0,5944.264706,0,0,0,0,0,0,0,0,0,0,5944.264706,0,0,11888.52941,5944.264706,0,0,5944.264706,0,0,0,0,11888.52941,0,0,0,0,17832.79412,0,0,0,0,0,0,0,0,0,5944.264706
"FJ2017022",0,0,23192.37705,13252.78689,324693.2787,0,0,3313.196721,0,0,450594.7541,0,0,0,0,0,0,0,0,135841.0656,69577.13115,0,0,3313.196721,0,364451.6393,0,0,0,0,0,0,0,0,0,0,0,3313.196721,3313.196721,6626.393443,0,0,0,0,13252.78689,6626.393443,0,0,6626.393443,0,0,0,0,0,49697.95082,0,3313.196721,3313.196721,3313.196721,0,0,0,0,0,0,3313.196721,0,0,29818.77049,0,0,3313.196721,3313.196721,3313.196721,0,0,0,0,0,0,0,6626.393443,0,0,0,6626.393443,36445.16393,0,0,0,0,0,0,0,3313.196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939.590164
"FJ2017023",5318.552632,0,15955.65789,0,228697.7632,0,0,0,0,0,670137.6316,0,0,0,0,10637.10526,0,0,0,170193.6842,106371.0526,0,0,0,10637.10526,909472.5,0,10637.10526,0,0,0,0,10637.10526,0,0,31911.31579,0,5318.552632,0,5318.552632,0,0,0,0,31911.31579,10637.10526,0,0,10637.10526,0,0,0,0,0,90415.39474,0,0,0,10637.10526,0,0,0,0,15955.65789,0,5318.552632,0,0,31911.31579,0,0,5318.552632,0,15955.65789,42548.42105,0,0,0,0,0,0,10637.10526,0,0,0,5318.552632,10637.10526,5318.552632,10637.10526,0,0,0,0,5318.552632,5318.552632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42548.42105
"FJ2017024",12248.78788,3062.19697,27559.77273,0,61243.93939,0,0,0,0,0,104114.697,0,3062.19697,0,0,0,0,0,0,52057.34848,24497.57576,0,0,3062.19697,6124.393939,655310.1515,3062.19697,6124.393939,0,0,0,6124.393939,0,0,0,0,0,0,0,0,0,0,0,0,6124.393939,0,0,0,3062.19697,0,0,6124.393939,0,0,12248.78788,0,0,0,0,0,0,0,0,3062.19697,6124.393939,3062.19697,0,0,24497.57576,0,0,3062.19697,0,0,39808.56061,0,0,0,0,0,0,3062.19697,0,0,0,0,15310.98485,3062.19697,0,0,3062.19697,0,0,9186.590909,370525.8333,6124.393939,0,6124.393939,0,0,0,3062.19697,0,0,0,0,0,0,0,3062.19697
