"","FJ2015024","FJ2015031","FJ2015041","FJ2015042","FJ2015043","FJ2015044","FJ2015051","FJ2015071","FJ2015072","FJ2015073","FJ2016023","FJ2016039","FJ2016040","FJ2016047","FJ2016065","FJ2016080","FJ2017071","FJ2017072","FJ2017073","FJ2017074","FJ2017075","FJ2017090","FJ2017091","FJ2017092","FJ2017093","FJ2017094","FJ2017096","FJ2017097","FJ2017098","FJ2018001","FJ2018002","FJ2018017","FJ2018019","FJ2018021","FJ2018022","FJ2018023","FJ2018024","FJ2018036","FJ2018040","FJ2018041","FJ2018042","FJ2018043","FJ2018045","FJ2018046","FJ2018047","FJ2018062","FJ2018063","FJ2018065","FJ2018066","FJ2018067","FJ2018068","FJ2018070","FJ2018071","FJ2018073","FJ2018088","FJ2018089","FJ2018090","FJ2018095","FJ2019010","FJ2019018","FJ2019019","FJ2019020","FJ2019023","FJ2019024","FJ2019039","FJ2019040","FJ2019041","FJ2019042","FJ2019044","FJ2019062","FJ2019065","FJ2019066","FJ2019070","FJ2019082","FJ2020009","FJ2020016"
"Nauplii",6.9333,6,4.2,7.2,87.8,16.4,17.8667,3.2,31.8,24.8,39.9,51.1111,16,2.7333,11.25,13.6,10.3,43.4667,26.1333,18.2667,6.1,35.1167,11.1,11.5333,19.0667,19.7,11.2,9.9167,18.7,17.6,5.5333,10.05,13,8.9778,12.6,15.0833,59.2667,27.9,22.6667,17.6667,23.8667,5.2,24.7,24.25,23.8667,36,37.0667,39.3333,36.9833,80.8889,49.8667,93.3333,31.1733,9.8333,9.5,7.8667,26.3333,2.8667,65.5,20.8,7.5333,14.2,20.3333,22.6,15.3333,31.7333,17.5,28.5333,49.5,11.3333,40,25.4667,8.3333,5.9167,28.4,15.6667
"Tropocyclops_parvus",4.8,4.9333,5,4.8,5.8,4.8,0.4,0.4,12.4,4.6,4.9,1.3889,1.6,2.2667,9.5139,4.3,0.4,4.2667,11.2,5.6,4.8,3.7333,1.8,2.2667,5.6,5,8.2667,6.5,4.6,1.4,0.0833,1,4.2,1.6,2.6,0.5,8.1667,12.1,16,9.8333,1.8667,0.2667,7,4,4.1333,12.4,10.5333,0.5333,5.6,8.1481,4.2667,37.5,10.2667,6.8333,11.2,8.3333,5.8333,0.7333,6.6667,0.7333,0.9333,1.6667,3.6667,5.2,2,12.3667,3.6667,6.6667,7.65,3.5,4.3333,3.0667,3.4848,4.1667,0.8,2.3333
"Tropocyclops_bopingi",0,0,0,0,0.4,0,0,0,0,0,0,0,16.1333,0.6,0,0,1.8,4,0.9333,4,4,0,1.2,0,1.6,5.2,8,3.5,1.6,8,0.5333,4.25,2.7,2.1333,0,0.25,0,0,0,0.3333,0,0.2667,0,2.5833,0,0.8,0,0,0,0,0,0,1.4933,0.6667,0.8,0.5333,0,0.9333,0,0,0,0.2667,0,0,0.8,0.9333,1.1667,3.8667,1.5,0.6667,2.5,0.2667,3.1818,0.5,0.3,2.3333
"Mesocyclops_thermocyclopoides",0.9333,0.6667,1,0.8,2.6,0.8,0.4,0,2.4,0,2.3333,0,1.0667,0.4,0.8333,2.2,0.2,0.5333,1.0667,0.8,2.2,2.8,1.8,0.1333,2.9333,5.8,5.8667,3,1.4,1.2,0.3833,0,2.2,0.8,4.1,0,3.5,4.1,3.8333,4.25,0.2667,0,2.9,0.1667,0.4,0.8,16.1333,0,1.05,7.5556,1.4667,3.3333,0.3733,6.1667,1.3,6.0667,1.8333,0.1333,0,0,0.4667,0.5333,1.1667,1.1,1.3333,0,0.3333,2.4,1.95,0.5,0.3333,0,0.6818,1.8333,0.4,0
"Thermocyclops_taihokuensis",0.8,0.8,0.8,0.8,0.2,0.8,0,0.4,0.4,2.2,0,6.1111,0.6667,1.7333,0.9722,2.1,0.6,5.3333,1.4667,4.8,6,0.7,4.2,0.5333,1.3333,8.6,3.7333,1.8333,1.8,2,0.1,2.85,2.4,1.6,1.4,0.1667,0.4667,0.6,3.6667,0.5,0.3333,0,1.2,0,1.3333,0.8,4,0,1.6333,0.2963,0.2667,0,2.9867,2.3333,1.2,0.9333,0.3333,0.9333,0,0,0.2667,1,3.3333,3,1.2,7.7,6.1667,1.4667,4.5,1,1.8333,2.5333,2.3485,4,2.2,0.7333
"Phyllodiaptomus_tunguidus_",0.8,0.8,0.6,0.8,0,0.8,0.8,0,2,1.2,1.1667,0.5556,1.3333,1.4,0.3472,0.5,0.8,0.8,1.3333,1.6,2.2,4.9,4.6,0.1333,0.1333,0.4,0,1.5,1.2,1.2,0.25,0.4,3,2.4,9.5,0.1667,0.4667,1.2,0,0.4167,0.2667,0.4889,0.3,0.9167,0.4,0.4,20.1333,7.0667,5.3667,0.5926,0.8,4.1667,7.6533,7,0.4,0.1333,1,0.6,1.8333,0.8,0.8667,0.4,1,0.1,1.8667,1.4,0.6667,0.8,3.15,2.1667,4.3333,1.6,0.3788,0.9167,1.1,1.2
"Neodiaptomus_schmackeri",0.1333,0.1333,0,0,0.8,0.2,0.4,0,0,0.8,0.9333,0.8333,0,0.0667,0,0.2,0,0,0,0,0,0.1167,0.6,0,0.1333,0,0,0.0833,0.3,0,0,0.15,0.5,0.8,0.1,0.1667,2.3333,0,0,0.0833,0,0.0444,0.1,0.25,0.1333,0.2,0.5333,0.5333,0.4667,0.5926,0.1333,1.6667,1.12,1.1667,0.2,0.1333,0.6667,0.2,0.6667,0.2,0.2667,0.1333,0,0,0.5333,0.4667,0,0,0.6,0.8333,0.3333,0.1333,0,0.1667,0.4,0.0667
