,TN,TP,Algae,Cyanobacteria,Rotifer,Cladocera,Copepod
81,0.16941,0.02546,0.651162791,0,0.857142857,0,0
82,0.22588,0.02938,0.611111111,0,0.75,0,0
83,0.32855,0.02546,0.682926829,0.4,0.666666667,0,0
84,0.16941,0.00784,0.523809524,0.4,0.666666667,0,0
85,0.25155,0.01371,0.590909091,0.666666667,0.444444444,0,0
86,0.21048,0.03134,0.636363636,0.666666667,0.5,0,0.285714286
87,0.41068,0.0235,0.680851064,0.5,0,0,0
88,0.43122,0.02742,0.622222222,0.8,0.666666667,0,0
89,0.10775,0.01567,0.76,0.5,0.6,0,0
90,0.49282,0.02742,0.734693878,0.8,0.888888889,0.666666667,0.285714286
91,0.45175,0.03134,0.76,0.8,0.571428571,0,0.285714286
92,0.54416,0.03134,0.765957447,0.666666667,0.666666667,0,0.285714286
93,0.62629,0.02742,0.708333333,0.8,0.666666667,0.666666667,0.285714286
94,0.56469,0.02742,0.734693878,0.666666667,0.571428571,0.666666667,0.285714286
95,0.65709,0.0235,0.681818182,0.5,0.8,0,0
96,0.37988,0.0235,0.708333333,0.4,0.5,0.666666667,0
97,0.57496,0.02742,0.708333333,0.666666667,0.545454545,0.666666667,0
98,0.48255,0.0235,0.558139535,0.4,0.666666667,0.666666667,0
99,0.44149,0.02742,0.702702703,0.666666667,0.6,0,0.285714286
100,0.47229,0.02742,0.680851064,0.666666667,0,0,0.333333333
101,0.37988,0.01371,0.680851064,0.5,0.333333333,0,0
102,0.31828,0.01371,0.590909091,0.666666667,0.333333333,0,0
103,0.23615,0.00979,0.652173913,0.5,0,0.666666667,0.285714286
104,0.22588,0.01371,0.622222222,0.666666667,0.727272727,0,0.285714286
105,0.26695,0.01763,0.727272727,0.666666667,0.444444444,0.666666667,0.285714286
106,0.18481,0.01567,0.666666667,0.666666667,0.545454545,0,0
107,0.154,0.01567,0.652173913,0.4,0.75,0,0
108,0.1848,0.00784,0.622222222,0.4,0.666666667,0,0
109,0.32854,0.01175,0.558139535,0,0.6,0,0.285714286
110,0.34907,0.00784,0.652173913,0.4,0.666666667,0,0
111,0.33881,0.00392,0.652173913,0.4,0.666666667,0,0
112,0.10267,0.00392,0.708333333,0.5,0.666666667,0,0
113,0.10267,0.01175,0.523809524,0.666666667,0.545454545,0,0
114,0.08214,0.01175,0.652173913,0.4,0.666666667,0,0
115,0.08214,0.0235,0.590909091,0.4,0.666666667,0,0.333333333
116,0.06161,0.0235,0.680851064,0.4,0.8,0,0
117,0.32855,0.01567,0.75,0.666666667,0.6,0,0.285714286
118,0.19508,0.01175,0.620689655,0.4,0.666666667,0,0
119,0.15401,0.01567,0.772727273,0.4,0.769230769,0,0
120,0.26695,0.01567,0.695652174,0.4,0.571428571,0,0
121,0.08214,0.02742,0.711111111,0,0.8,0,0
122,0.22588,0.03134,0.739130435,0.666666667,0.666666667,0,0
123,0.12451,0.01959,0.702702703,0.8,0.666666667,0,0
124,0.08551,0.0235,0.476190476,0.666666667,0.75,0,0
125,0.154,0.01567,0.695652174,0.4,0.75,0,0
126,0.0616,0.01567,0.744186047,0.4,0.666666667,0,0
127,0.05133,0.01959,0.744186047,0.5,0.75,0,0
128,0.05134,0.0235,0.755555556,0.4,0.714285714,0,0
129,0,0.02742,0.681818182,0.4,0.727272727,0,0
130,0,0.02742,0.708333333,0.4,0.714285714,0,0
131,0.1232,0.02742,0.652173913,0.4,0.333333333,0,0
132,0.04107,0.0235,0.571428571,0.4,0.75,0,0
133,0.05134,0.0235,0.647058824,0.666666667,0.5,0,0
134,0.04106,0.02742,0.647058824,0.5,0.5,0,0
135,0,0.0235,0.685714286,0.5,0,0,0
136,0.08213,0.01959,0.5625,0.4,0,0,0
137,0.04049,0.01175,0.648648649,0.666666667,0.666666667,0,0
